"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePOP"
"18","324115","20221021140000","59","0","苗栗縣","獅潭鄉","120.925","24.505","-999"
"83","324130","20221021140000","28","3","苗栗縣","獅潭鄉","120.910","24.510","83"
"10","324144","20221021140000","41","0","苗栗縣","獅潭鄉","120.915","24.520","-999"
"13","324185","20221021140000","11","1","苗栗縣","獅潭鄉","120.930","24.530","13"
"479","324200","20221021140000","293","3","苗栗縣","獅潭鄉","120.920","24.540","479"
"183","324206","20221021140000","175","1","苗栗縣","獅潭鄉","120.950","24.540","183"
"99","324257","20221021140000","93","1","苗栗縣","獅潭鄉","120.935","24.555","99"
"71","324281","20221021140000","70","1","苗栗縣","獅潭鄉","120.910","24.465","71"
"17","324283","20221021140000","14","2","苗栗縣","獅潭鄉","120.870","24.470","-999"
"77","324285","20221021140000","218","0","苗栗縣","獅潭鄉","120.880","24.470","77"
"31","324297","20221021140000","35","0","苗栗縣","獅潭鄉","120.915","24.475","31"
"49","324301","20221021140000","70","0","苗栗縣","獅潭鄉","120.900","24.485","49"
"44","324306","20221021140000","40","1","苗栗縣","獅潭鄉","120.900","24.490","44"
"64","324349","20221021140000","72","0","苗栗縣","泰安鄉","120.945","24.485","64"
"26","324420","20221021140000","11","3","苗栗縣","泰安鄉","121.205","24.465","26"
"70","324615","20221021140000","61","1","苗栗縣","泰安鄉","121.070","24.495","70"
"21","324700","20221021140000","10","3","苗栗縣","通霄鎮","120.700","24.505","21"
"22","324701","20221021140000","18","2","苗栗縣","通霄鎮","120.705","24.505","22"
"83","324706","20221021140000","108","0","苗栗縣","通霄鎮","120.715","24.510","83"
"76","324721","20221021140000","85","0","苗栗縣","西湖鄉","120.780","24.550","76"
"12","324728","20221021140000","22","0","苗栗縣","西湖鄉","120.755","24.555","-999"
"91","324736","20221021140000","76","1","苗栗縣","西湖鄉","120.755","24.495","91"
"514","324766","20221021140000","503","1","苗栗縣","西湖鄉","120.785","24.540","514"
"30","324767","20221021140000","48","0","苗栗縣","西湖鄉","120.755","24.545","30"
"37","324782","20221021140000","72","0","苗栗縣","通霄鎮","120.680","24.465","37"
"376","324784","20221021140000","419","0","苗栗縣","通霄鎮","120.665","24.470","376"
"170","324791","20221021140000","892","0","苗栗縣","通霄鎮","120.675","24.475","170"
"363","324812","20221021140000","423","0","苗栗縣","通霄鎮","120.710","24.555","363"
"22","324828","20221021140000","17","2","苗栗縣","通霄鎮","120.700","24.500","22"
"55","324833","20221021140000","255","0","苗栗縣","通霄鎮","120.710","24.505","55"
"85","324850","20221021140000","86","0","苗栗縣","通霄鎮","120.715","24.480","85"
"45","324851","20221021140000","39","1","苗栗縣","通霄鎮","120.720","24.480","45"
"203","324858","20221021140000","168","2","苗栗縣","通霄鎮","120.720","24.465","203"
"152","324872","20221021140000","81","3","苗栗縣","通霄鎮","120.685","24.485","152"
"60","324877","20221021140000","609","0","苗栗縣","通霄鎮","120.690","24.495","60"
"43","324879","20221021140000","251","0","苗栗縣","通霄鎮","120.695","24.500","43"
"75","328071","20221021140000","75","1","宜蘭縣","蘇澳鎮","121.860","24.600","75"
"132","328073","20221021140000","219","0","宜蘭縣","蘇澳鎮","121.870","24.600","132"
"482","328074","20221021140000","441","1","宜蘭縣","蘇澳鎮","121.880","24.600","482"
"69","328390","20221021140000","62","1","宜蘭縣","蘇澳鎮","121.880","24.605","69"
"290","331880","20221021140000","279","1","宜蘭縣","冬山鄉","121.750","24.645","290"
"38","331921","20221021140000","27","2","宜蘭縣","南澳鄉","121.805","24.555","-999"
"28","332040","20221021140000","31","0","宜蘭縣","南澳鄉","121.750","24.605","28"
"1919","332115","20221021140000","1549","2","宜蘭縣","蘇澳鎮","121.865","24.580","1919"
"326","332120","20221021140000","175","3","宜蘭縣","冬山鄉","121.815","24.630","326"
"853","332122","20221021140000","821","1","宜蘭縣","冬山鄉","121.810","24.630","853"
"832","332124","20221021140000","375","3","宜蘭縣","冬山鄉","121.820","24.630","832"
"331","332146","20221021140000","301","1","宜蘭縣","冬山鄉","121.710","24.635","331"
"461","332186","20221021140000","383","2","宜蘭縣","冬山鄉","121.770","24.630","461"
"348","332216","20221021140000","580","0","宜蘭縣","冬山鄉","121.785","24.625","348"
"191","332233","20221021140000","349","0","宜蘭縣","冬山鄉","121.730","24.650","191"
"290","332244","20221021140000","230","2","宜蘭縣","冬山鄉","121.805","24.625","290"
"26","332340","20221021140000","58","0","宜蘭縣","大同鄉","121.495","24.570","26"
"109","332362","20221021140000","95","1","宜蘭縣","大同鄉","121.480","24.575","109"
"41","332385","20221021140000","63","0","宜蘭縣","大同鄉","121.495","24.580","41"
"16","332698","20221021140000","43","0","宜蘭縣","大同鄉","121.685","24.610","16"
"181","332699","20221021140000","113","3","宜蘭縣","大同鄉","121.690","24.610","181"
"20","332745","20221021140000","109","0","宜蘭縣","大同鄉","121.685","24.625","20"
"236","332848","20221021140000","199","1","宜蘭縣","大同鄉","121.635","24.615","236"
"13","332886","20221021140000","13","1","宜蘭縣","大同鄉","121.590","24.630","13"
"75","332889","20221021140000","152","0","宜蘭縣","大同鄉","121.605","24.630","75"
"17","332899","20221021140000","15","1","宜蘭縣","三星鄉","121.605","24.635","17"
"98","332902","20221021140000","118","0","宜蘭縣","大同鄉","121.560","24.640","98"
"83","333040","20221021140000","163","0","宜蘭縣","大同鄉","121.530","24.595","83"
"44","333196","20221021140000","53","0","宜蘭縣","大同鄉","121.525","24.610","44"
"136","333282","20221021140000","98","2","宜蘭縣","大同鄉","121.525","24.630","136"
"16","333283","20221021140000","32","0","宜蘭縣","大同鄉","121.530","24.630","16"
