"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePOP"
"423","6258","20220907162000","242","3","屏東縣","恆春鎮","120.745","21.945","-999"
"24","6267","20220907162000","135","0","屏東縣","恆春鎮","120.790","21.945","24"
"153","9415","20220907162000","59","3","屏東縣","恆春鎮","120.715","21.970","153"
"128","9416","20220907162000","73","3","屏東縣","恆春鎮","120.845","21.970","128"
"281","15716","20220907162000","193","2","臺東縣","蘭嶼鄉","121.535","22.025","281"
"51","15719","20220907162000","263","0","臺東縣","蘭嶼鄉","121.550","22.025","51"
"157","18068","20220907162000","337","0","屏東縣","車城鄉","120.695","22.045","157"
"253","20191","20220907162000","577","0","臺東縣","蘭嶼鄉","121.570","22.065","253"
"19","39868","20220907162000","17","1","屏東縣","牡丹鄉","120.895","22.240","19"
"245","40369","20220907162000","133","3","屏東縣","枋山鄉","120.660","22.245","245"
"67","46865","20220907162000","74","0","臺東縣","大武鄉","120.890","22.305","67"
"79","49782","20220907162000","125","0","屏東縣","琉球鄉","120.355","22.330","79"
"68","49783","20220907162000","189","0","屏東縣","琉球鄉","120.375","22.330","68"
"531","52213","20220907162000","336","3","屏東縣","琉球鄉","120.380","22.355","531"
"108","57589","20220907162000","42","3","屏東縣","春日鄉","120.660","22.365","108"
"66","57606","20220907162000","46","2","屏東縣","春日鄉","120.665","22.365","66"
"136","57748","20220907162000","131","1","屏東縣","春日鄉","120.750","22.405","136"
"271","57758","20220907162000","190","2","屏東縣","春日鄉","120.625","22.365","271"
"35","57868","20220907162000","166","0","屏東縣","車城鄉","120.730","22.055","35"
"12","57911","20220907162000","13","0","屏東縣","車城鄉","120.775","22.070","-999"
"185","57949","20220907162000","69","3","屏東縣","車城鄉","120.715","22.050","185"
"33","57951","20220907162000","125","0","屏東縣","車城鄉","120.710","22.055","33"
"525","57952","20220907162000","267","3","屏東縣","枋寮鄉","120.595","22.375","525"
"207","57962","20220907162000","387","0","屏東縣","枋寮鄉","120.595","22.385","207"
"440","57963","20220907162000","319","2","屏東縣","枋寮鄉","120.600","22.385","440"
