"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePOP"
"18","234003","20220701202000","14","2","花蓮縣","鳳林鎮","121.475","23.795","-999"
"220","234014","20220701202000","207","1","花蓮縣","鳳林鎮","121.455","23.800","220"
"83","234015","20220701202000","113","0","花蓮縣","鳳林鎮","121.460","23.800","83"
"356","234042","20220701202000","298","1","花蓮縣","萬榮鄉","121.445","23.810","356"
"1151","234074","20220701202000","1210","0","雲林縣","二崙鄉","120.415","23.770","1151"
"62","234106","20220701202000","245","0","雲林縣","二崙鄉","120.410","23.815","62"
"74","234119","20220701202000","18","3","雲林縣","二崙鄉","120.415","23.795","74"
"113","234120","20220701202000","349","0","雲林縣","二崙鄉","120.420","23.795","113"
"460","234127","20220701202000","365","2","雲林縣","二崙鄉","120.385","23.795","460"
"395","234130","20220701202000","313","2","雲林縣","二崙鄉","120.380","23.800","395"
"409","234162","20220701202000","141","3","雲林縣","二崙鄉","120.395","23.820","409"
"275","234274","20220701202000","139","3","花蓮縣","鳳林鎮","121.460","23.780","275"
"98","234277","20220701202000","57","3","花蓮縣","鳳林鎮","121.460","23.785","98"
"87","234283","20220701202000","361","0","雲林縣","二崙鄉","120.410","23.805","87"
"43","234324","20220701202000","140","0","雲林縣","二崙鄉","120.395","23.765","43"
"417","234338","20220701202000","404","1","雲林縣","二崙鄉","120.365","23.805","417"
"204","234373","20220701202000","149","2","雲林縣","二崙鄉","120.375","23.795","204"
"294","234386","20220701202000","621","0","雲林縣","二崙鄉","120.395","23.790","294"
"843","234401","20220701202000","371","3","雲林縣","西螺鎮","120.470","23.795","843"
"288","234404","20220701202000","253","1","雲林縣","西螺鎮","120.470","23.800","288"
"291","234406","20220701202000","252","1","雲林縣","西螺鎮","120.480","23.800","291"
"1462","234413","20220701202000","639","3","雲林縣","西螺鎮","120.450","23.785","1462"
"508","234424","20220701202000","339","2","雲林縣","麥寮鄉","120.270","23.770","508"
"626","234432","20220701202000","329","3","雲林縣","麥寮鄉","120.265","23.780","626"
"144","234453","20220701202000","25","3","雲林縣","麥寮鄉","120.235","23.790","144"
"222","234454","20220701202000","423","0","雲林縣","麥寮鄉","120.240","23.790","222"
"2034","234481","20220701202000","1472","2","南投縣","水里鄉","120.855","23.815","2034"
"211","234482","20220701202000","132","3","南投縣","水里鄉","120.860","23.815","211"
"24","234513","20220701202000","292","0","雲林縣","西螺鎮","120.485","23.785","24"
"337","234539","20220701202000","204","3","雲林縣","西螺鎮","120.450","23.775","337"
"707","234540","20220701202000","272","3","雲林縣","西螺鎮","120.445","23.780","707"
"31","234570","20220701202000","33","0","南投縣","鹿谷鄉","120.740","23.775","31"
"391","234591","20220701202000","279","2","南投縣","水里鄉","120.845","23.820","391"
"190","234630","20220701202000","181","1","南投縣","水里鄉","120.930","23.795","190"
"209","234678","20220701202000","641","0","南投縣","水里鄉","120.850","23.815","209"
"228","234703","20220701202000","182","2","南投縣","水里鄉","120.845","23.775","228"
"550","234721","20220701202000","413","2","彰化縣","溪州鄉","120.515","23.815","550"
"194","234765","20220701202000","128","3","南投縣","鹿谷鄉","120.785","23.790","194"
"33","234802","20220701202000","98","0","南投縣","鹿谷鄉","120.785","23.805","33"
"58","234826","20220701202000","50","1","南投縣","鹿谷鄉","120.785","23.765","58"
"61","234843","20220701202000","49","2","南投縣","鹿谷鄉","120.775","23.775","61"
"171","234859","20220701202000","98","3","南投縣","鹿谷鄉","120.775","23.785","171"
"94","234881","20220701202000","53","3","雲林縣","麥寮鄉","120.195","23.775","94"
"107","234888","20220701202000","83","2","雲林縣","麥寮鄉","120.180","23.785","107"
"52","234892","20220701202000","70","0","雲林縣","麥寮鄉","120.200","23.785","52"
"255","234900","20220701202000","239","1","雲林縣","麥寮鄉","120.205","23.790","255"
"1450","234906","20220701202000","644","3","雲林縣","麥寮鄉","120.260","23.790","1450"
"1158","234915","20220701202000","451","3","雲林縣","麥寮鄉","120.220","23.795","1158"
"533","234934","20220701202000","131","3","雲林縣","麥寮鄉","120.230","23.795","533"
"1183","234937","20220701202000","462","3","雲林縣","麥寮鄉","120.245","23.795","1183"
"15","234945","20220701202000","12","2","雲林縣","麥寮鄉","120.190","23.800","15"
"56","234949","20220701202000","37","3","雲林縣","麥寮鄉","120.210","23.800","56"
"763","234952","20220701202000","509","2","雲林縣","麥寮鄉","120.225","23.800","763"
"310","234961","20220701202000","169","3","雲林縣","麥寮鄉","120.270","23.800","310"
"32","234965","20220701202000","38","0","雲林縣","麥寮鄉","120.195","23.805","32"
"73","234967","20220701202000","82","0","雲林縣","麥寮鄉","120.205","23.805","73"
"130","234997","20220701202000","147","0","雲林縣","麥寮鄉","120.215","23.815","130"
"16","235080","20220701202000","123","0","南投縣","信義鄉","120.940","23.820","16"
"18","235214","20220701202000","33","0","南投縣","信義鄉","120.980","23.785","18"
"108","235228","20220701202000","222","0","雲林縣","崙背鄉","120.350","23.775","108"
"248","235235","20220701202000","128","3","雲林縣","崙背鄉","120.345","23.785","248"
"16","235239","20220701202000","284","0","雲林縣","崙背鄉","120.350","23.790","16"
"849","235274","20220701202000","753","1","南投縣","水里鄉","120.850","23.810","849"
"313","235297","20220701202000","335","0","彰化縣","溪州鄉","120.505","23.815","313"
"964","235309","20220701202000","808","1","彰化縣","溪州鄉","120.540","23.830","964"
"571","235350","20220701202000","534","1","彰化縣","溪州鄉","120.490","23.830","571"
"214","235352","20220701202000","175","2","彰化縣","溪州鄉","120.475","23.835","214"
"458","235362","20220701202000","288","3","彰化縣","溪州鄉","120.480","23.845","458"
"183","235370","20220701202000","177","1","彰化縣","溪州鄉","120.500","23.840","183"
"643","235385","20220701202000","348","3","雲林縣","崙背鄉","120.325","23.780","643"
"49","235403","20220701202000","39","2","南投縣","水里鄉","120.855","23.795","49"
"320","235405","20220701202000","230","2","南投縣","水里鄉","120.865","23.795","320"
"482","235409","20220701202000","523","0","南投縣","水里鄉","120.860","23.800","482"
"70","235459","20220701202000","320","0","南投縣","水里鄉","120.825","23.810","70"
"17","235490","20220701202000","92","0","南投縣","水里鄉","120.865","23.835","17"
"52","235505","20220701202000","46","1","南投縣","水里鄉","120.870","23.845","52"
"86","235509","20220701202000","431","0","南投縣","名間鄉","120.635","23.835","86"
"382","235515","20220701202000","354","1","南投縣","名間鄉","120.705","23.820","382"
"270","235521","20220701202000","233","1","南投縣","名間鄉","120.715","23.830","270"
"1331","235523","20220701202000","1238","1","南投縣","名間鄉","120.705","23.835","1331"
"88","235527","20220701202000","87","1","南投縣","名間鄉","120.725","23.835","88"
"188","235539","20220701202000","165","1","南投縣","名間鄉","120.665","23.820","188"
"569","235555","20220701202000","422","2","南投縣","集集鎮","120.795","23.825","569"
"131","235556","20220701202000","397","0","南投縣","集集鎮","120.795","23.830","131"
"40","235703","20220701202000","57","0","南投縣","信義鄉","120.915","23.785","40"
"265","235812","20220701202000","247","1","南投縣","信義鄉","120.940","23.795","265"
"62","236275","20220701202000","230","0","南投縣","名間鄉","120.660","23.835","62"
"334","236286","20220701202000","281","1","南投縣","名間鄉","120.655","23.845","334"
"68","236299","20220701202000","78","0","南投縣","名間鄉","120.695","23.810","68"
"149","236318","20220701202000","61","3","彰化縣","二水鄉","120.635","23.830","149"
"512","236322","20220701202000","375","2","南投縣","名間鄉","120.630","23.840","512"
"199","236329","20220701202000","170","1","彰化縣","溪州鄉","120.515","23.830","199"
