"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePOP"
"44","364116","20220702152000","27","3","桃園市","大溪區","121.275","24.850","-999"
"552","364119","20220702152000","441","2","新竹縣","新豐鄉","121.005","24.885","552"
"692","364123","20220702152000","528","2","新竹縣","新豐鄉","121.005","24.890","692"
"394","364126","20220702152000","321","2","新竹縣","湖口鄉","121.020","24.890","394"
"198","364127","20220702152000","60","3","新竹縣","新豐鄉","120.995","24.875","198"
"373","364129","20220702152000","325","1","新竹縣","新豐鄉","120.990","24.880","373"
"197","364130","20220702152000","234","0","新竹縣","新豐鄉","120.990","24.885","197"
"1416","364132","20220702152000","1118","2","新竹縣","新豐鄉","120.990","24.890","1416"
"312","364139","20220702152000","365","0","新竹縣","湖口鄉","121.025","24.890","312"
"651","364141","20220702152000","608","1","新竹縣","湖口鄉","121.035","24.890","651"
"674","364143","20220702152000","548","2","新竹縣","湖口鄉","121.020","24.860","674"
"164","364146","20220702152000","144","1","新竹縣","湖口鄉","121.015","24.865","164"
"396","364147","20220702152000","240","3","新竹縣","湖口鄉","121.020","24.865","396"
"1293","364148","20220702152000","1016","2","新竹縣","湖口鄉","121.025","24.865","1293"
"508","364149","20220702152000","679","0","新竹縣","湖口鄉","121.030","24.865","508"
"322","364163","20220702152000","564","0","新竹縣","湖口鄉","121.035","24.875","322"
"674","364164","20220702152000","1022","0","新竹縣","湖口鄉","121.040","24.875","674"
"269","364168","20220702152000","327","0","新竹縣","湖口鄉","121.035","24.880","269"
"378","364171","20220702152000","362","1","新竹縣","湖口鄉","121.050","24.880","378"
"21","364179","20220702152000","33","0","新竹縣","湖口鄉","121.065","24.875","21"
"42","364180","20220702152000","27","3","新竹縣","湖口鄉","121.070","24.875","42"
"226","364189","20220702152000","322","0","新竹縣","湖口鄉","121.075","24.880","226"
"189","364194","20220702152000","148","2","新竹縣","湖口鄉","121.070","24.885","189"
"240","364195","20220702152000","176","2","新竹縣","湖口鄉","121.075","24.885","240"
"745","364201","20220702152000","752","0","新竹縣","湖口鄉","121.055","24.880","745"
"424","364202","20220702152000","658","0","新竹縣","湖口鄉","121.060","24.880","424"
"617","364205","20220702152000","493","2","新竹縣","湖口鄉","121.050","24.885","617"
"70","364211","20220702152000","74","0","新竹縣","湖口鄉","121.105","24.880","70"
"404","364216","20220702152000","401","1","新竹縣","湖口鄉","121.090","24.885","404"
"248","364221","20220702152000","103","3","新竹縣","湖口鄉","121.095","24.885","248"
"83","364222","20220702152000","80","1","新竹縣","湖口鄉","121.100","24.885","83"
"352","364228","20220702152000","327","1","新竹縣","湖口鄉","121.110","24.890","352"
"189","364231","20220702152000","127","2","新竹縣","湖口鄉","121.085","24.885","189"
"356","364236","20220702152000","282","2","新竹縣","湖口鄉","121.080","24.890","356"
"244","364238","20220702152000","263","0","新竹縣","湖口鄉","121.090","24.890","244"
"2602","364239","20220702152000","2255","1","新竹縣","湖口鄉","121.015","24.870","2602"
"421","364240","20220702152000","605","0","新竹縣","湖口鄉","121.015","24.875","421"
"1261","364242","20220702152000","1002","2","新竹縣","湖口鄉","121.025","24.875","1261"
"682","364243","20220702152000","617","1","新竹縣","湖口鄉","121.010","24.880","682"
"3523","364244","20220702152000","3211","1","新竹市","北區","120.965","24.805","3523"
"20","364290","20220702152000","38","0","新北市","新店區","121.510","24.890","20"
"29","364291","20220702152000","44","0","新北市","新店區","121.515","24.890","29"
"424","364296","20220702152000","506","0","桃園市","大溪區","121.265","24.885","424"
"567","364314","20220702152000","511","1","桃園市","大溪區","121.280","24.870","567"
"181","364340","20220702152000","174","1","桃園市","大溪區","121.285","24.820","181"
"22","364349","20220702152000","58","0","桃園市","大溪區","121.295","24.825","22"
"244","364352","20220702152000","318","0","桃園市","大溪區","121.310","24.825","244"
"23","364355","20220702152000","53","0","桃園市","大溪區","121.300","24.830","23"
"245","364359","20220702152000","268","0","桃園市","大溪區","121.305","24.830","245"
"33","364384","20220702152000","105","0","桃園市","大溪區","121.335","24.845","33"
"327","364400","20220702152000","442","0","桃園市","大溪區","121.285","24.885","327"
"707","364405","20220702152000","654","1","桃園市","大溪區","121.300","24.890","707"
"917","364409","20220702152000","599","3","新竹縣","湖口鄉","121.045","24.890","917"
"58","364419","20220702152000","33","3","新竹縣","湖口鄉","121.040","24.860","58"
"1005","364424","20220702152000","826","2","新竹縣","湖口鄉","121.035","24.865","1005"
"251","364429","20220702152000","204","2","新竹縣","湖口鄉","121.020","24.870","251"
"816","364430","20220702152000","1268","0","新竹縣","湖口鄉","121.025","24.870","816"
"934","364431","20220702152000","858","1","新竹縣","湖口鄉","121.030","24.870","934"
"949","364432","20220702152000","1082","0","新竹縣","湖口鄉","121.035","24.870","949"
"1453","364436","20220702152000","852","3","新竹縣","湖口鄉","121.030","24.875","1453"
"31","364448","20220702152000","30","1","新竹縣","新埔鎮","121.095","24.805","31"
"295","364453","20220702152000","340","0","新竹縣","新埔鎮","121.090","24.810","295"
"130","364455","20220702152000","75","3","新竹縣","新埔鎮","121.100","24.810","130"
"18","364462","20220702152000","13","2","新竹縣","新埔鎮","121.085","24.845","18"
"204","364470","20220702152000","133","3","新竹縣","新埔鎮","121.095","24.855","204"
"348","364480","20220702152000","460","0","新竹縣","新埔鎮","121.060","24.835","348"
"269","364482","20220702152000","206","2","新竹縣","新埔鎮","121.060","24.840","269"
"1988","364497","20220702152000","1988","1","新竹縣","新埔鎮","121.085","24.830","1988"
"118","364505","20220702152000","74","3","新竹縣","芎林鄉","121.085","24.790","118"
"101","364507","20220702152000","96","1","新竹縣","新埔鎮","121.085","24.795","101"
"165","364516","20220702152000","73","3","新竹縣","新埔鎮","121.080","24.810","165"
"161","364518","20220702152000","161","1","新竹縣","新埔鎮","121.080","24.815","161"
"628","364538","20220702152000","666","0","新竹縣","新埔鎮","121.120","24.840","628"
"508","364549","20220702152000","578","0","新竹縣","新埔鎮","121.060","24.820","508"
"200","364554","20220702152000","44","3","新竹縣","新埔鎮","121.055","24.825","200"
"32","364555","20220702152000","174","0","新竹縣","新埔鎮","121.060","24.825","32"
"41","364557","20220702152000","376","0","新竹縣","新埔鎮","121.035","24.830","41"
"725","364558","20220702152000","754","0","新竹縣","新埔鎮","121.040","24.830","725"
"3779","364561","20220702152000","2066","3","新竹縣","新埔鎮","121.030","24.835","3779"
"43","364571","20220702152000","75","0","新竹縣","新埔鎮","121.145","24.855","43"
"1247","364579","20220702152000","1237","1","新竹縣","新埔鎮","121.080","24.830","1247"
"156","364580","20220702152000","99","3","新竹縣","新埔鎮","121.075","24.830","156"
"343","364581","20220702152000","301","1","宜蘭縣","宜蘭市","121.760","24.770","343"
"526","364583","20220702152000","370","2","宜蘭縣","宜蘭市","121.770","24.770","526"
"171","364585","20220702152000","162","1","宜蘭縣","宜蘭市","121.765","24.770","171"
"244","364586","20220702152000","168","2","宜蘭縣","宜蘭市","121.760","24.775","244"
"370","364587","20220702152000","347","1","宜蘭縣","宜蘭市","121.760","24.780","370"
"43","364588","20220702152000","41","1","桃園市","平鎮區","121.185","24.890","43"
"274","364590","20220702152000","232","1","桃園市","大溪區","121.285","24.865","274"
"601","364594","20220702152000","561","1","桃園市","大溪區","121.285","24.875","601"
"1239","364597","20220702152000","1006","2","桃園市","大溪區","121.285","24.880","1239"
"778","364599","20220702152000","1123","0","桃園市","大溪區","121.295","24.880","778"
"1452","364601","20220702152000","1246","1","桃園市","大溪區","121.270","24.880","1452"
"13","364604","20220702152000","25","0","桃園市","楊梅區","121.175","24.885","-999"
"281","364607","20220702152000","206","2","桃園市","楊梅區","121.180","24.890","281"
"390","364609","20220702152000","417","0","桃園市","龍潭區","121.235","24.875","390"
"583","364612","20220702152000","531","1","桃園市","龍潭區","121.220","24.870","583"
"886","364613","20220702152000","638","2","桃園市","龍潭區","121.225","24.870","886"
"564","364614","20220702152000","383","2","桃園市","龍潭區","121.205","24.885","564"
"168","364615","20220702152000","96","3","桃園市","龍潭區","121.205","24.890","168"
"1082","364616","20220702152000","1062","1","桃園市","龍潭區","121.210","24.885","1082"
"258","364618","20220702152000","265","0","新竹縣","竹北市","120.990","24.835","258"
"398","364620","20220702152000","366","1","新竹縣","竹北市","120.990","24.840","398"
"450","364623","20220702152000","514","0","新竹縣","竹北市","120.990","24.845","450"
"764","364629","20220702152000","1635","0","新竹縣","竹北市","121.045","24.795","764"
"1233","364631","20220702152000","967","2","新竹縣","竹北市","121.040","24.800","1233"
"694","364632","20220702152000","382","3","新竹縣","竹北市","121.045","24.800","694"
"495","364633","20220702152000","550","0","新竹縣","竹北市","121.050","24.800","495"
"1704","364634","20220702152000","1590","1","新竹縣","竹北市","121.040","24.805","1704"
"495","364635","20220702152000","457","1","新竹縣","竹北市","121.045","24.805","495"
"1933","364637","20220702152000","1890","1","新竹縣","竹北市","121.020","24.810","1933"
"1934","364639","20220702152000","1630","1","新竹縣","竹北市","121.020","24.815","1934"
"1963","364640","20220702152000","2750","0","新竹縣","竹北市","121.025","24.815","1963"
"857","364641","20220702152000","532","3","新竹縣","竹北市","121.020","24.820","857"
"2012","364642","20220702152000","3689","0","新竹縣","竹北市","121.025","24.820","2012"
"1235","364648","20220702152000","871","2","新竹市","北區","120.925","24.840","1235"
"645","364657","20220702152000","616","1","桃園市","龍潭區","121.210","24.890","645"
"172","364662","20220702152000","158","1","桃園市","復興區","121.325","24.775","172"
"73","364692","20220702152000","65","1","桃園市","復興區","121.335","24.790","73"
"344","364720","20220702152000","373","0","桃園市","復興區","121.345","24.805","344"
"26","364724","20220702152000","41","0","桃園市","復興區","121.365","24.805","-999"
"663","364731","20220702152000","519","2","桃園市","復興區","121.350","24.815","663"
"237","364735","20220702152000","275","0","桃園市","復興區","121.350","24.820","237"
"194","364741","20220702152000","220","0","桃園市","復興區","121.370","24.825","194"
"22","364744","20220702152000","21","1","桃園市","復興區","121.365","24.830","22"
"29","364751","20220702152000","66","0","桃園市","復興區","121.360","24.780","29"
"175","364767","20220702152000","248","0","桃園市","復興區","121.375","24.800","175"
"162","364824","20220702152000","128","2","桃園市","復興區","121.375","24.785","162"
"47","364825","20220702152000","55","0","桃園市","復興區","121.380","24.785","47"
"175","364828","20220702152000","111","3","桃園市","復興區","121.395","24.785","175"
"30","364892","20220702152000","41","0","桃園市","復興區","121.275","24.790","30"
"443","364934","20220702152000","425","1","桃園市","復興區","121.305","24.800","443"
"171","364969","20220702152000","84","3","桃園市","復興區","121.400","24.805","171"
"21","364990","20220702152000","35","0","桃園市","復興區","121.375","24.815","21"
"148","365017","20220702152000","145","1","桃園市","復興區","121.390","24.825","148"
"14","365024","20220702152000","27","0","桃園市","復興區","121.375","24.830","14"
"442","365042","20220702152000","228","3","桃園市","復興區","121.385","24.835","442"
"219","365054","20220702152000","370","0","桃園市","楊梅區","121.155","24.880","219"
"113","365058","20220702152000","215","0","桃園市","楊梅區","121.155","24.885","113"
"394","365063","20220702152000","434","0","桃園市","楊梅區","121.150","24.885","394"
"221","365065","20220702152000","274","0","桃園市","楊梅區","121.160","24.885","221"
"46","365067","20220702152000","148","0","桃園市","楊梅區","121.150","24.890","46"
"804","365068","20220702152000","786","1","桃園市","楊梅區","121.155","24.890","804"
"944","365070","20220702152000","588","3","桃園市","楊梅區","121.170","24.885","944"
"2741","365073","20220702152000","2904","0","新竹市","北區","120.955","24.795","2741"
"148","365074","20220702152000","244","0","新竹市","香山區","120.955","24.780","148"
"1724","365075","20220702152000","1414","2","新竹市","香山區","120.945","24.790","1724"
"645","365076","20220702152000","432","2","新竹市","香山區","120.950","24.790","645"
"831","365079","20220702152000","850","0","新竹市","香山區","120.925","24.790","831"
"2021","365080","20220702152000","1949","1","新竹市","香山區","120.925","24.795","2021"
"815","365083","20220702152000","945","0","新竹市","香山區","120.940","24.775","815"
"170","365084","20220702152000","83","3","新竹市","香山區","120.930","24.780","170"
"277","365086","20220702152000","395","0","新竹市","香山區","120.940","24.780","277"
"270","365089","20220702152000","210","2","新竹市","香山區","120.935","24.785","270"
"2295","365090","20220702152000","1776","2","新竹縣","竹北市","121.015","24.840","2295"
"3601","365091","20220702152000","3298","1","新竹縣","竹北市","121.010","24.840","3601"
"1006","365092","20220702152000","784","2","桃園市","龍潭區","121.210","24.880","1006"
"504","365093","20220702152000","415","2","桃園市","龍潭區","121.215","24.880","504"
"583","365094","20220702152000","540","1","桃園市","龍潭區","121.215","24.885","583"
"438","365099","20220702152000","429","1","桃園市","龍潭區","121.200","24.875","438"
"558","365102","20220702152000","504","1","桃園市","龍潭區","121.195","24.885","558"
"268","365105","20220702152000","208","2","桃園市","龍潭區","121.200","24.885","268"
"1172","365121","20220702152000","1062","1","桃園市","龍潭區","121.180","24.835","1172"
"418","365122","20220702152000","492","0","桃園市","龍潭區","121.185","24.835","418"
"1011","365124","20220702152000","1119","0","桃園市","龍潭區","121.195","24.835","1011"
"794","365133","20220702152000","945","0","桃園市","龍潭區","121.200","24.850","794"
"549","365138","20220702152000","460","1","桃園市","龍潭區","121.210","24.810","549"
"80","365145","20220702152000","102","0","桃園市","龍潭區","121.205","24.820","80"
"280","365150","20220702152000","270","1","桃園市","龍潭區","121.205","24.825","280"
"61","365153","20220702152000","46","2","桃園市","龍潭區","121.220","24.825","61"
"494","365158","20220702152000","427","1","桃園市","龍潭區","121.205","24.835","494"
"711","365161","20220702152000","646","1","桃園市","龍潭區","121.205","24.840","711"
"384","365169","20220702152000","361","1","桃園市","龍潭區","121.230","24.885","384"
"1080","365173","20220702152000","1053","1","新竹市","北區","120.965","24.815","1080"
"939","365174","20220702152000","787","1","新竹市","北區","120.960","24.820","939"
"1411","365175","20220702152000","1351","1","新竹市","北區","120.960","24.800","1411"
"2693","365176","20220702152000","2780","0","新竹市","東區","120.980","24.795","2693"
"1050","365177","20220702152000","1399","0","新竹市","東區","120.985","24.795","1050"
"84","365178","20220702152000","168","0","新竹市","東區","120.985","24.790","84"
"1966","365183","20220702152000","1329","2","新竹市","北區","120.975","24.820","1966"
"1171","365184","20220702152000","1108","1","新竹市","北區","120.975","24.825","1171"
"667","365185","20220702152000","655","1","新竹市","北區","120.980","24.825","667"
"24","365199","20220702152000","114","0","新竹市","北區","120.950","24.820","-999"
"1347","365210","20220702152000","1287","1","新竹市","東區","121.000","24.800","1347"
"2541","365211","20220702152000","1883","2","新竹市","東區","121.000","24.795","2541"
"807","365212","20220702152000","644","2","新竹市","東區","121.025","24.780","807"
"632","365213","20220702152000","735","0","桃園市","龍潭區","121.245","24.880","632"
"479","365219","20220702152000","532","0","桃園市","平鎮區","121.240","24.890","479"
"1279","365221","20220702152000","1295","0","新竹市","北區","120.930","24.835","1279"
"840","365222","20220702152000","799","1","新竹市","北區","120.935","24.835","840"
"3370","365223","20220702152000","2545","2","新竹市","北區","120.970","24.825","3370"
"4571","365224","20220702152000","3720","2","新竹市","東區","120.975","24.815","4571"
"3253","365225","20220702152000","2436","2","新竹市","東區","120.980","24.815","3253"
"1583","365226","20220702152000","1024","3","新竹市","北區","120.965","24.825","1583"
"594","365227","20220702152000","452","2","新竹市","北區","120.965","24.830","594"
"210","365229","20220702152000","188","1","桃園市","楊梅區","121.140","24.885","210"
"121","365231","20220702152000","81","2","桃園市","楊梅區","121.135","24.885","121"
"530","365234","20220702152000","442","1","桃園市","楊梅區","121.135","24.890","530"
"253","365235","20220702152000","287","0","桃園市","楊梅區","121.140","24.890","253"
"563","365236","20220702152000","679","0","桃園市","楊梅區","121.145","24.890","563"
"964","365237","20220702152000","790","2","新竹市","北區","120.950","24.805","964"
"1208","365238","20220702152000","970","2","新竹市","北區","120.940","24.840","1208"
"961","365240","20220702152000","1066","0","新竹市","北區","120.930","24.840","961"
"802","365241","20220702152000","659","2","新竹市","北區","120.935","24.840","802"
"165","365242","20220702152000","48","3","新竹市","北區","120.920","24.845","165"
"1011","365243","20220702152000","813","2","新竹市","北區","120.925","24.845","1011"
"902","365244","20220702152000","1122","0","新竹市","北區","120.930","24.845","902"
"3222","365253","20220702152000","3128","1","新竹市","東區","120.965","24.800","3222"
"4771","365254","20220702152000","3592","2","新竹市","東區","121.005","24.795","4771"
"4171","365255","20220702152000","3396","2","新竹市","東區","121.010","24.795","4171"
"1052","365258","20220702152000","928","1","新竹市","東區","121.015","24.795","1052"
"1015","365259","20220702152000","657","3","新竹市","東區","120.970","24.790","1015"
"972","365261","20220702152000","812","1","新竹市","北區","120.955","24.815","972"
"5061","365262","20220702152000","4663","1","新竹市","北區","120.960","24.815","5061"
"750","365264","20220702152000","722","1","新竹市","北區","120.955","24.825","750"
"2501","365265","20220702152000","2460","1","新竹市","東區","121.010","24.790","2501"
"578","365266","20220702152000","939","0","新竹市","東區","120.970","24.795","578"
"921","365267","20220702152000","926","0","新竹市","東區","120.980","24.790","921"
"2994","365268","20220702152000","3028","0","新竹市","東區","120.970","24.805","2994"
"670","365269","20220702152000","705","0","新竹市","北區","120.945","24.805","670"
"651","365270","20220702152000","808","0","新竹市","香山區","120.950","24.800","651"
"1851","365271","20220702152000","1664","1","新竹市","北區","120.955","24.800","1851"
"244","365292","20220702152000","326","0","桃園市","復興區","121.340","24.820","244"
"165","365296","20220702152000","93","3","桃園市","復興區","121.340","24.825","165"
"21","365300","20220702152000","116","0","桃園市","復興區","121.335","24.830","21"
"421","365304","20220702152000","378","1","桃園市","大溪區","121.330","24.835","421"
"189","365315","20220702152000","267","0","桃園市","復興區","121.350","24.835","189"
"1722","365322","20220702152000","1779","0","新竹市","東區","120.970","24.815","1722"
"3613","365323","20220702152000","3452","1","新竹市","北區","120.965","24.810","3613"
"2630","365324","20220702152000","2753","0","新竹市","東區","120.990","24.800","2630"
"49","365325","20220702152000","89","0","新竹市","東區","120.990","24.805","49"
"217","365326","20220702152000","240","0","新竹市","東區","120.995","24.805","217"
"527","365327","20220702152000","1365","0","新竹市","東區","120.995","24.785","527"
"289","365328","20220702152000","646","0","新竹市","東區","121.000","24.780","289"
"291","365330","20220702152000","533","0","新竹市","東區","120.990","24.785","291"
"1062","365331","20220702152000","1862","0","新竹市","東區","121.000","24.790","1062"
"928","365332","20220702152000","737","2","新竹市","東區","121.000","24.785","928"
"367","365334","20220702152000","640","0","新竹市","東區","120.990","24.795","367"
"851","365335","20220702152000","1475","0","新竹市","東區","120.990","24.790","851"
"1794","365336","20220702152000","1813","0","新竹市","東區","120.995","24.795","1794"
"1535","365337","20220702152000","1398","1","新竹市","東區","120.995","24.790","1535"
"599","365338","20220702152000","574","1","新竹市","北區","120.960","24.790","599"
"1416","365339","20220702152000","1380","1","新竹市","東區","120.980","24.800","1416"
"507","365340","20220702152000","444","1","新竹市","東區","120.990","24.810","507"
"1604","365341","20220702152000","1926","0","新竹市","東區","120.985","24.815","1604"
"1026","365346","20220702152000","1337","0","新竹市","東區","120.995","24.820","1026"
"15","365347","20220702152000","12","2","新竹市","東區","121.005","24.800","-999"
"23","365352","20220702152000","339","0","新竹市","東區","121.015","24.805","23"
"342","365356","20220702152000","386","0","桃園市","楊梅區","121.130","24.885","342"
"116","365363","20220702152000","116","1","桃園市","楊梅區","121.125","24.890","116"
"229","365364","20220702152000","237","0","桃園市","楊梅區","121.130","24.890","229"
"142","367498","20220702152000","191","0","宜蘭縣","頭城鎮","121.880","24.910","142"
"46","369694","20220702152000","66","0","宜蘭縣","頭城鎮","121.895","24.940","46"
"96","369695","20220702152000","476","0","宜蘭縣","頭城鎮","121.900","24.940","96"
"355","373866","20220702152000","471","0","新北市","板橋區","121.435","24.985","355"
"1966","373867","20220702152000","3148","0","新北市","中和區","121.515","24.990","1966"
"79","373876","20220702152000","99","0","宜蘭縣","頭城鎮","121.850","24.895","79"
"288","373895","20220702152000","290","0","宜蘭縣","頭城鎮","121.890","24.940","288"
"150","373934","20220702152000","163","0","宜蘭縣","頭城鎮","121.900","24.945","150"
