"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"612","6258","20220915125000","362","3","屏東縣","恆春鎮","120.745","21.945","663"
"17","6267","20220915125000","109","0","屏東縣","恆春鎮","120.790","21.945","22"
"215","9415","20220915125000","63","3","屏東縣","恆春鎮","120.715","21.970","148"
"131","9416","20220915125000","67","3","屏東縣","恆春鎮","120.845","21.970","140"
"305","15716","20220915125000","190","3","臺東縣","蘭嶼鄉","121.535","22.025","337"
"45","15719","20220915125000","340","0","臺東縣","蘭嶼鄉","121.550","22.025","45"
"303","18068","20220915125000","318","0","屏東縣","車城鄉","120.695","22.045","264"
"191","20191","20220915125000","569","0","臺東縣","蘭嶼鄉","121.570","22.065","195"
"22","39868","20220915125000","33","0","屏東縣","牡丹鄉","120.895","22.240","18"
"247","40369","20220915125000","126","3","屏東縣","枋山鄉","120.660","22.245","292"
"65","46865","20220915125000","93","0","臺東縣","大武鄉","120.890","22.305","73"
"105","49782","20220915125000","154","0","屏東縣","琉球鄉","120.355","22.330","64"
"41","49783","20220915125000","183","0","屏東縣","琉球鄉","120.375","22.330","37"
"621","52213","20220915125000","377","3","屏東縣","琉球鄉","120.380","22.355","638"
"71","57589","20220915125000","28","3","屏東縣","春日鄉","120.660","22.365","92"
"93","57606","20220915125000","50","3","屏東縣","春日鄉","120.665","22.365","75"
"127","57748","20220915125000","131","0","屏東縣","春日鄉","120.750","22.405","111"
"241","57758","20220915125000","180","2","屏東縣","春日鄉","120.625","22.365","251"
"42","57868","20220915125000","184","0","屏東縣","車城鄉","120.730","22.055","45"
"218","57949","20220915125000","83","3","屏東縣","車城鄉","120.715","22.050","241"
"33","57951","20220915125000","139","0","屏東縣","車城鄉","120.710","22.055","32"
"473","57952","20220915125000","251","3","屏東縣","枋寮鄉","120.595","22.375","510"
"224","57962","20220915125000","420","0","屏東縣","枋寮鄉","120.595","22.385","236"
"509","57963","20220915125000","376","2","屏東縣","枋寮鄉","120.600","22.385","504"
"15","57992","20220915125000","24","0","屏東縣","滿州鄉","120.890","22.090","22"
"43","58022","20220915125000","38","1","屏東縣","滿州鄉","120.895","22.100","27"
"23","58112","20220915125000","11","3","屏東縣","滿州鄉","120.805","22.015","23"
"146","58150","20220915125000","124","1","屏東縣","滿州鄉","120.875","22.115","130"
"10","58179","20220915125000","18","0","屏東縣","滿州鄉","120.880","22.135","10"
"86","58209","20220915125000","80","1","屏東縣","滿州鄉","120.840","21.985","92"
"70","58243","20220915125000","65","1","屏東縣","滿州鄉","120.840","22.015","71"
"239","58245","20220915125000","209","1","屏東縣","滿州鄉","120.835","22.020","215"
"48","58246","20220915125000","11","3","屏東縣","滿州鄉","120.840","22.020","35"
"70","58248","20220915125000","77","0","屏東縣","滿州鄉","120.830","22.025","62"
"314","58265","20220915125000","248","2","屏東縣","滿州鄉","120.830","21.995","306"
"63","58303","20220915125000","31","3","屏東縣","滿州鄉","120.850","22.020","69"
"42","58452","20220915125000","36","1","屏東縣","滿州鄉","120.830","22.075","58"
"36","58493","20220915125000","31","1","屏東縣","滿州鄉","120.830","22.095","34"
"376","58514","20220915125000","225","3","屏東縣","枋山鄉","120.665","22.240","406"
"183","58522","20220915125000","309","0","屏東縣","枋山鄉","120.650","22.260","160"
"111","58529","20220915125000","281","0","屏東縣","枋山鄉","120.690","22.190","152"
"75","58531","20220915125000","200","0","屏東縣","枋山鄉","120.690","22.195","111"
"31","58544","20220915125000","10","3","屏東縣","佳冬鄉","120.525","22.410","32"
"660","58554","20220915125000","605","1","屏東縣","恆春鎮","120.740","22.030","801"
"29","58568","20220915125000","170","0","屏東縣","恆春鎮","120.735","22.040","35"
"77","58585","20220915125000","66","1","屏東縣","恆春鎮","120.720","22.045","114"
"72","58609","20220915125000","891","0","屏東縣","恆春鎮","120.750","21.955","86"
"137","58614","20220915125000","569","0","屏東縣","恆春鎮","120.755","21.960","138"
"12","58615","20220915125000","10","2","屏東縣","恆春鎮","120.760","21.960","18"
"556","58618","20220915125000","472","1","屏東縣","恆春鎮","120.755","21.965","424"
"406","58656","20220915125000","175","3","屏東縣","恆春鎮","120.730","22.010","466"
"14","58662","20220915125000","10","2","屏東縣","恆春鎮","120.725","22.020","17"
"325","58663","20220915125000","311","1","屏東縣","恆春鎮","120.745","22.005","370"
"230","58680","20220915125000","128","3","屏東縣","恆春鎮","120.730","21.995","271"
"46","58690","20220915125000","49","0","屏東縣","恆春鎮","120.740","21.920","64"
"361","58691","20220915125000","150","3","屏東縣","恆春鎮","120.725","21.925","361"
"25","58698","20220915125000","17","2","屏東縣","恆春鎮","120.715","21.935","22"
"33","58707","20220915125000","22","3","屏東縣","恆春鎮","120.715","21.945","149"
"489","58723","20220915125000","219","3","屏東縣","恆春鎮","120.720","21.960","606"
"853","58725","20220915125000","990","0","屏東縣","恆春鎮","120.740","22.010","882"
"23","58785","20220915125000","74","0","屏東縣","恆春鎮","120.720","22.040","32"
"11","58792","20220915125000","27","0","屏東縣","恆春鎮","120.710","22.015","10"
"168","58793","20220915125000","59","3","屏東縣","恆春鎮","120.695","22.020","177"
"14","58796","20220915125000","14","1","屏東縣","恆春鎮","120.710","22.020","12"
