EventName,EventDateTime,Magnitude,EQ_WGS84_Lon,EQ_WGS84_Lat,Depth,WGS84_Lon,WGS84_Lat,PGA,PGV,Intensity
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.035,23.055,1.85,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.035,23.08,2,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.035,23.105,2.13,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.035,23.13,2.24,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.03,1.74,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.055,1.9,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.08,2.07,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.105,2.24,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.13,2.39,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.155,2.47,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.06,23.18,2.44,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.03,1.75,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.055,1.91,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.08,2.09,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.105,2.28,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.13,2.48,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.155,2.65,0.1,2
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.18,2.58,0.1,2
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.205,2.39,0.1,1
嘉義番路地震,2022-01-05T21:54:00,4,120.67,23.43,11.4,120.085,23.23,2.2,0.1,1
