"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",1
"南投縣","仁愛鄉",15
"南投縣","信義鄉",3
"南投縣","南投市",44
"南投縣","名間鄉",15
"南投縣","國姓鄉",9
"南投縣","埔里鎮",38
"南投縣","水里鄉",1
"南投縣","竹山鎮",34
"南投縣","草屯鎮",57
"南投縣","集集鎮",5
"南投縣","魚池鄉",5
"南投縣","鹿谷鄉",9
"台中市","中區",29
"台中市","北區",334
"台中市","北屯區",572
"台中市","南區",162
"台中市","南屯區",342
"台中市","后里區",52
"台中市","和平區",5
"台中市","外埔區",16
"台中市","大安區",9
"台中市","大甲區",51
"台中市","大肚區",38
"台中市","大里區",345
"台中市","大雅區",106
"台中市","太平區",165
"台中市","新社區",8
"台中市","東勢區",30
"台中市","東區",129
"台中市","梧棲區",161
"台中市","沙鹿區",137
"台中市","清水區",85
"台中市","潭子區",96
"台中市","烏日區",94
"台中市","石岡區",3
"台中市","神岡區",93
"台中市","西區",142
"台中市","西屯區",559
"台中市","豐原區",253
"台中市","霧峰區",86
"台中市","龍井區",99
"台北市","中山區",2279
"台北市","中正區",1032
"台北市","信義區",1833
"台北市","內湖區",1461
"台北市","北投區",1438
"台北市","南港區",894
"台北市","士林區",1697
"台北市","大同區",732
"台北市","大安區",2163
"台北市","文山區",2108
"台北市","松山區",1467
"台北市","萬華區",2463
"台南市","七股區",1
"台南市","下營區",6
"台南市","中西區",68
"台南市","仁德區",100
"台南市","佳里區",10
"台南市","六甲區",5
"台南市","北區",135
"台南市","北門區",5
"台南市","南化區",2
"台南市","南區",97
"台南市","善化區",14
"台南市","大內區",1
"台南市","學甲區",10
"台南市","安南區",110
"台南市","安定區",9
"台南市","安平區",56
"台南市","官田區",5
"台南市","將軍區",5
"台南市","山上區",6
"台南市","後壁區",3
"台南市","新化區",84
"台南市","新市區",14
"台南市","新營區",58
"台南市","東區",173
"台南市","東山區",4
"台南市","柳營區",5
"台南市","楠西區",1
"台南市","歸仁區",36
"台南市","永康區",342
"台南市","玉井區",4
"台南市","白河區",12
"台南市","西港區",4
"台南市","關廟區",16
"台南市","鹽水區",10
"台南市","麻豆區",20
"台東縣","卑南鄉",19
"台東縣","台東市",165
"台東縣","太麻里鄉",4
"台東縣","延平鄉",2
"台東縣","成功鎮",6
