"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",30,5
"台北市",100,7
"台南市",12,1
"嘉義市",3,NA
"嘉義縣",2,NA
"基隆市",2,1
"宜蘭縣",2,NA
"屏東縣",7,NA
"彰化縣",14,4
"新北市",68,17
"新竹市",8,2
"新竹縣",6,NA
"桃園市",23,13
"苗栗縣",3,NA
"雲林縣",4,NA
"高雄市",27,NA
