"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1303
"南投縣","仁愛鄉",NA,3163
"南投縣","信義鄉",NA,3048
"南投縣","南投市",NA,17899
"南投縣","名間鄉",NA,4944
"南投縣","國姓鄉",NA,1748
"南投縣","埔里鎮",NA,12301
"南投縣","水里鄉",NA,1630
"南投縣","竹山鎮",NA,7356
"南投縣","草屯鎮",NA,16384
"南投縣","集集鎮",NA,1005
"南投縣","魚池鄉",NA,1178
"南投縣","鹿谷鄉",NA,1611
"台中市","中區",NA,3158
"台中市","北區",NA,28152
"台中市","北屯區",NA,50878
"台中市","南區",NA,24374
"台中市","南屯區",NA,32852
"台中市","后里區",NA,8818
"台中市","和平區",NA,1472
"台中市","外埔區",NA,5864
"台中市","大安區",NA,3128
"台中市","大甲區",NA,13627
"台中市","大肚區",NA,10856
"台中市","大里區",NA,41477
"台中市","大雅區",NA,20182
"台中市","太平區",NA,38560
"台中市","新社區",NA,2550
"台中市","東勢區",NA,6791
"台中市","東區",NA,14946
"台中市","梧棲區",NA,14012
"台中市","沙鹿區",NA,21233
"台中市","清水區",NA,17048
"台中市","潭子區",NA,20243
"台中市","烏日區",NA,16149
"台中市","石岡區",NA,2008
"台中市","神岡區",NA,12621
"台中市","西區",NA,19567
"台中市","西屯區",NA,47393
"台中市","豐原區",NA,28281
"台中市","霧峰區",NA,13173
"台中市","龍井區",NA,15830
"台北市","中山區",NA,41046
"台北市","中正區",NA,21498
"台北市","信義區",NA,40353
"台北市","內湖區",NA,47416
"台北市","北投區",NA,46063
"台北市","南港區",NA,23337
"台北市","士林區",NA,46504
"台北市","大同區",NA,23257
"台北市","大安區",NA,38318
"台北市","文山區",NA,46864
"台北市","松山區",NA,30229
"台北市","萬華區",NA,40355
"台南市","七股區",NA,2526
"台南市","下營區",NA,2894
"台南市","中西區",NA,11555
"台南市","仁德區",NA,15740
"台南市","佳里區",NA,8381
"台南市","六甲區",NA,3276
"台南市","北區",NA,22357
"台南市","北門區",NA,746
"台南市","南化區",NA,690
"台南市","南區",NA,22431
"台南市","善化區",NA,9342
"台南市","大內區",NA,967
"台南市","學甲區",NA,2886
"台南市","安南區",NA,36819
"台南市","安定區",NA,5032
"台南市","安平區",NA,11401
"台南市","官田區",NA,3306
"台南市","將軍區",NA,1757
"台南市","山上區",NA,1418
"台南市","左鎮區",NA,481
"台南市","後壁區",NA,2583
"台南市","新化區",NA,7646
"台南市","新市區",NA,8067
"台南市","新營區",NA,12037
"台南市","東區",NA,28755
"台南市","東山區",NA,1835
"台南市","柳營區",NA,3529
"台南市","楠西區",NA,832
"台南市","歸仁區",NA,12779
"台南市","永康區",NA,49761
"台南市","玉井區",NA,1842
"台南市","白河區",NA,3070
"台南市","西港區",NA,3643
"台南市","關廟區",NA,6425
"台南市","鹽水區",NA,3461
"台南市","麻豆區",NA,6380
"台南市","龍崎區",NA,285
"台東縣","卑南鄉",NA,3017
"台東縣","台東市",NA,23627
"台東縣","大武鄉",NA,708
"台東縣","太麻里鄉",NA,1741
"台東縣","延平鄉",NA,916
"台東縣","成功鎮",NA,2046
"台東縣","東河鄉",NA,1095
"台東縣","池上鄉",NA,974
"台東縣","海端鄉",NA,1141
"台東縣","綠島鄉",NA,572
"台東縣","蘭嶼鄉",NA,1220
"台東縣","達仁鄉",NA,515
"台東縣","金峰鄉",NA,715
"台東縣","長濱鄉",NA,884
"台東縣","關山鎮",NA,1270
"台東縣","鹿野鄉",NA,1260
"嘉義市","東區",NA,18117
"嘉義市","西區",NA,22981
"嘉義縣","中埔鄉",NA,6276
"嘉義縣","六腳鄉",NA,2225
"嘉義縣","大埔鄉",NA,184
"嘉義縣","大林鎮",NA,4675
"嘉義縣","太保市",NA,6054
"嘉義縣","布袋鎮",NA,2354
"嘉義縣","新港鄉",NA,3842
"嘉義縣","朴子市",NA,5755
"嘉義縣","東石鄉",NA,1800
"嘉義縣","梅山鄉",NA,1838
"嘉義縣","民雄鄉",NA,12124
"嘉義縣","水上鄉",NA,7983
"嘉義縣","溪口鄉",NA,1580
"嘉義縣","番路鄉",NA,1055
"嘉義縣","竹崎鄉",NA,3830
"嘉義縣","義竹鄉",NA,1249
"嘉義縣","阿里山鄉",NA,734
"嘉義縣","鹿草鄉",NA,1827
"基隆市","七堵區",NA,13676
"基隆市","中山區",NA,10953
"基隆市","中正區",NA,13453
"基隆市","仁愛區",NA,9580
"基隆市","信義區",NA,13548
"基隆市","其他",NA,1
"基隆市","安樂區",NA,21188
"基隆市","暖暖區",NA,9485
"宜蘭縣","三星鄉",NA,4043
"宜蘭縣","五結鄉",NA,8116
"宜蘭縣","冬山鄉",NA,11748
"宜蘭縣","南澳鄉",NA,2336
"宜蘭縣","員山鄉",NA,6272
"宜蘭縣","壯圍鄉",NA,4305
"宜蘭縣","大同鄉",NA,1772
"宜蘭縣","宜蘭市",NA,18962
"宜蘭縣","礁溪鄉",NA,7230
"宜蘭縣","羅東鎮",NA,13528
"宜蘭縣","蘇澳鎮",NA,8747
"宜蘭縣","頭城鎮",NA,5009
"屏東縣","三地門鄉",NA,1559
"屏東縣","九如鄉",NA,3605
"屏東縣","佳冬鄉",NA,2108
"屏東縣","來義鄉",NA,1855
"屏東縣","內埔鄉",NA,9958
"屏東縣","南州鄉",NA,1366
"屏東縣","屏東市",NA,35538
"屏東縣","崁頂鄉",NA,1693
"屏東縣","恆春鎮",NA,5607
"屏東縣","新園鄉",NA,6148
"屏東縣","新埤鄉",NA,1316
"屏東縣","春日鄉",NA,1274
"屏東縣","東港鎮",NA,9383
"屏東縣","枋寮鄉",NA,3759
"屏東縣","枋山鄉",NA,548
"屏東縣","林邊鄉",NA,2116
"屏東縣","泰武鄉",NA,1734
"屏東縣","滿州鄉",NA,805
"屏東縣","潮州鎮",NA,9755
"屏東縣","牡丹鄉",NA,853
"屏東縣","獅子鄉",NA,903
"屏東縣","琉球鄉",NA,1480
"屏東縣","瑪家鄉",NA,1813
"屏東縣","竹田鄉",NA,3585
"屏東縣","萬丹鄉",NA,9215
"屏東縣","萬巒鄉",NA,2847
"屏東縣","車城鄉",NA,1144
"屏東縣","里港鄉",NA,3895
"屏東縣","長治鄉",NA,5923
"屏東縣","霧台鄉",NA,340
"屏東縣","高樹鄉",NA,2461
"屏東縣","鹽埔鄉",NA,4115
"屏東縣","麟洛鄉",NA,1734
"彰化縣","二林鎮",NA,8372
"彰化縣","二水鄉",NA,1908
"彰化縣","伸港鄉",NA,7300
"彰化縣","北斗鎮",NA,5598
"彰化縣","和美鎮",NA,19128
"彰化縣","員林市",NA,20571
"彰化縣","埔心鄉",NA,6033
"彰化縣","埔鹽鄉",NA,4717
"彰化縣","埤頭鄉",NA,4352
"彰化縣","大城鄉",NA,1924
"彰化縣","大村鄉",NA,7652
"彰化縣","彰化市",NA,42443
"彰化縣","永靖鄉",NA,5177
"彰化縣","溪州鄉",NA,3964
"彰化縣","溪湖鎮",NA,8522
"彰化縣","田中鎮",NA,6545
"彰化縣","田尾鄉",NA,3409
"彰化縣","社頭鄉",NA,6508
"彰化縣","福興鄉",NA,8419
"彰化縣","秀水鄉",NA,6718
"彰化縣","竹塘鄉",NA,1677
"彰化縣","線西鄉",NA,3191
"彰化縣","芬園鄉",NA,3743
"彰化縣","花壇鄉",NA,8951
"彰化縣","芳苑鄉",NA,4891
"彰化縣","鹿港鎮",NA,19260
"新北市","三峽區",NA,24909
"新北市","三芝區",NA,3236
"新北市","三重區",NA,107602
"新北市","中和區",NA,109837
"新北市","五股區",NA,23707
"新北市","八里區",NA,8980
"新北市","土城區",NA,60722
"新北市","坪林區",NA,499
"新北市","平溪區",NA,381
"新北市","新店區",NA,70034
"新北市","新莊區",NA,107921
"新北市","板橋區",NA,139929
"新北市","林口區",NA,25237
"新北市","樹林區",NA,42408
"新北市","永和區",NA,49131
"新北市","汐止區",NA,57700
"新北市","泰山區",NA,19335
"新北市","淡水區",NA,38989
"新北市","深坑區",NA,6303
"新北市","烏來區",NA,931
"新北市","瑞芳區",NA,7593
"新北市","石碇區",NA,869
"新北市","石門區",NA,761
"新北市","萬里區",NA,2799
"新北市","蘆洲區",NA,49817
"新北市","貢寮區",NA,927
"新北市","金山區",NA,3310
"新北市","雙溪區",NA,711
"新北市","鶯歌區",NA,20946
"新竹市","北區",NA,27748
"新竹市","東區",NA,43477
"新竹市","香山區",NA,16311
"新竹縣","五峰鄉",NA,783
"新竹縣","北埔鄉",NA,1106
"新竹縣","寶山鄉",NA,2804
"新竹縣","尖石鄉",NA,1812
"新竹縣","峨眉鄉",NA,532
"新竹縣","新埔鎮",NA,5766
"新竹縣","新豐鄉",NA,12708
"新竹縣","橫山鄉",NA,1949
"新竹縣","湖口鄉",NA,22006
"新竹縣","竹北市",NA,39817
"新竹縣","竹東鎮",NA,21142
"新竹縣","芎林鄉",NA,3528
"新竹縣","關西鎮",NA,4784
"桃園市","中壢區",NA,94247
"桃園市","八德區",NA,48162
"桃園市","大園區",NA,19292
"桃園市","大溪區",NA,21655
"桃園市","平鎮區",NA,49510
"桃園市","復興區",NA,2224
"桃園市","新屋區",NA,9876
"桃園市","桃園區",NA,102965
"桃園市","楊梅區",NA,38667
"桃園市","蘆竹區",NA,40189
"桃園市","觀音區",NA,16411
