"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,32
"台中市",NA,208
"台北市",NA,4560
"台南市",NA,106
"台東縣",NA,36
"嘉義市",NA,44
"嘉義縣",NA,37
"基隆市",NA,389
"宜蘭縣",NA,224
"屏東縣",NA,69
"彰化縣",NA,269
"新北市",NA,6969
"新竹市",NA,80
"新竹縣",NA,105
"桃園市",NA,795
"澎湖縣",NA,12
"空值",1238,NA
"花蓮縣",NA,122
"苗栗縣",NA,627
"連江縣",NA,8
"金門縣",NA,6
"雲林縣",NA,68
"高雄市",NA,284
