"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,805
"南投縣","仁愛鄉",NA,2186
"南投縣","信義鄉",NA,2013
"南投縣","南投市",NA,11812
"南投縣","名間鄉",NA,3200
"南投縣","國姓鄉",NA,1107
"南投縣","埔里鎮",NA,7554
"南投縣","水里鄉",NA,974
"南投縣","竹山鎮",NA,4869
"南投縣","草屯鎮",NA,10081
"南投縣","集集鎮",NA,552
"南投縣","魚池鄉",NA,686
"南投縣","鹿谷鄉",NA,1044
"台中市","中區",NA,2393
"台中市","北區",NA,19324
"台中市","北屯區",NA,32777
"台中市","南區",NA,15824
"台中市","南屯區",NA,21140
"台中市","后里區",NA,5693
"台中市","和平區",NA,1004
"台中市","外埔區",NA,3751
"台中市","大安區",NA,2091
"台中市","大甲區",NA,9089
"台中市","大肚區",NA,7543
"台中市","大里區",NA,28510
"台中市","大雅區",NA,13543
"台中市","太平區",NA,26863
"台中市","新社區",NA,1638
"台中市","東勢區",NA,4240
"台中市","東區",NA,10339
"台中市","梧棲區",NA,10378
"台中市","沙鹿區",NA,14633
"台中市","清水區",NA,11526
"台中市","潭子區",NA,13417
"台中市","烏日區",NA,11074
"台中市","石岡區",NA,1210
"台中市","神岡區",NA,8606
"台中市","西區",NA,13117
"台中市","西屯區",NA,32038
"台中市","豐原區",NA,18637
"台中市","霧峰區",NA,9316
"台中市","龍井區",NA,10732
"台北市","中山區",NA,30678
"台北市","中正區",NA,16036
"台北市","信義區",NA,31054
"台北市","內湖區",NA,35094
"台北市","北投區",NA,36180
"台北市","南港區",NA,17808
"台北市","士林區",NA,35674
"台北市","大同區",NA,18405
"台北市","大安區",NA,28962
"台北市","文山區",NA,35803
"台北市","松山區",NA,22638
"台北市","萬華區",NA,34083
"台南市","七股區",NA,1771
"台南市","下營區",NA,1856
"台南市","中西區",NA,8048
"台南市","仁德區",NA,10508
"台南市","佳里區",NA,5516
"台南市","六甲區",NA,1979
"台南市","北區",NA,15339
"台南市","北門區",NA,461
"台南市","南化區",NA,445
"台南市","南區",NA,15217
"台南市","善化區",NA,6284
"台南市","大內區",NA,639
"台南市","學甲區",NA,1837
"台南市","安南區",NA,25595
"台南市","安定區",NA,3443
"台南市","安平區",NA,7583
"台南市","官田區",NA,1998
"台南市","將軍區",NA,934
"台南市","山上區",NA,860
"台南市","左鎮區",NA,361
"台南市","後壁區",NA,1572
"台南市","新化區",NA,5387
"台南市","新市區",NA,5620
"台南市","新營區",NA,7888
"台南市","東區",NA,19144
"台南市","東山區",NA,1110
"台南市","柳營區",NA,2387
"台南市","楠西區",NA,516
"台南市","歸仁區",NA,8432
"台南市","永康區",NA,34306
