"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,31
"台中市",NA,179
"台北市",NA,3976
"台南市",NA,40
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,17
"基隆市",NA,263
"宜蘭縣",NA,94
"屏東縣",NA,33
"彰化縣",NA,253
"新北市",NA,5733
"新竹市",NA,35
"新竹縣",NA,56
"桃園市",NA,584
"澎湖縣",NA,5
"空值",1208,NA
"花蓮縣",NA,55
"苗栗縣",NA,427
"連江縣",NA,4
"雲林縣",NA,20
"高雄市",NA,62
