"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"135","6258","20220415002000","105","2","屏東縣","恆春鎮","120.745","21.945","142"
"15","6267","20220415002000","198","0","屏東縣","恆春鎮","120.790","21.945","20"
"111","9415","20220415002000","87","2","屏東縣","恆春鎮","120.715","21.970","94"
"69","9416","20220415002000","57","2","屏東縣","恆春鎮","120.845","21.970","94"
"250","15716","20220415002000","206","2","臺東縣","蘭嶼鄉","121.535","22.025","283"
"31","15719","20220415002000","322","0","臺東縣","蘭嶼鄉","121.550","22.025","26"
"32","18068","20220415002000","45","0","屏東縣","車城鄉","120.695","22.045","34"
"101","20191","20220415002000","631","0","臺東縣","蘭嶼鄉","121.570","22.065","88"
"79","40369","20220415002000","75","1","屏東縣","枋山鄉","120.660","22.245","74"
"57","46865","20220415002000","71","0","臺東縣","大武鄉","120.890","22.305","70"
"203","49782","20220415002000","178","1","屏東縣","琉球鄉","120.355","22.330","224"
"224","49783","20220415002000","154","2","屏東縣","琉球鄉","120.375","22.330","217"
"292","52213","20220415002000","283","1","屏東縣","琉球鄉","120.380","22.355","314"
"18","57554","20220415002000","19","0","屏東縣","春日鄉","120.645","22.355","17"
"14","57589","20220415002000","22","0","屏東縣","春日鄉","120.660","22.365","22"
"89","57606","20220415002000","69","2","屏東縣","春日鄉","120.665","22.365","90"
"104","57748","20220415002000","87","1","屏東縣","春日鄉","120.750","22.405","90"
"217","57758","20220415002000","178","2","屏東縣","春日鄉","120.625","22.365","212"
"210","57858","20220415002000","197","1","屏東縣","恆春鎮","120.730","21.985","237"
"30","57868","20220415002000","234","0","屏東縣","車城鄉","120.730","22.055","36"
"109","57949","20220415002000","69","3","屏東縣","車城鄉","120.715","22.050","111"
"185","57951","20220415002000","142","2","屏東縣","車城鄉","120.710","22.055","186"
"209","57952","20220415002000","176","1","屏東縣","枋寮鄉","120.595","22.375","219"
"757","57962","20220415002000","459","3","屏東縣","枋寮鄉","120.595","22.385","727"
"367","57963","20220415002000","385","0","屏東縣","枋寮鄉","120.600","22.385","391"
"22","57992","20220415002000","17","2","屏東縣","滿州鄉","120.890","22.090","13"
"12","58112","20220415002000","15","0","屏東縣","滿州鄉","120.805","22.015","14"
"116","58150","20220415002000","89","2","屏東縣","滿州鄉","120.875","22.115","117"
"10","58180","20220415002000","16","0","屏東縣","滿州鄉","120.885","22.135","10"
"112","58209","20220415002000","86","2","屏東縣","滿州鄉","120.840","21.985","127"
"46","58243","20220415002000","41","1","屏東縣","滿州鄉","120.840","22.015","43"
"287","58245","20220415002000","232","2","屏東縣","滿州鄉","120.835","22.020","298"
"22","58246","20220415002000","17","2","屏東縣","滿州鄉","120.840","22.020","22"
"92","58248","20220415002000","136","0","屏東縣","滿州鄉","120.830","22.025","395"
"310","58265","20220415002000","256","2","屏東縣","滿州鄉","120.830","21.995","307"
"30","58303","20220415002000","26","1","屏東縣","滿州鄉","120.850","22.020","25"
"74","58452","20220415002000","47","3","屏東縣","滿州鄉","120.830","22.075","75"
"21","58493","20220415002000","23","0","屏東縣","滿州鄉","120.830","22.095","20"
"24","58500","20220415002000","26","0","屏東縣","滿州鄉","120.840","22.100","34"
"70","58514","20220415002000","73","0","屏東縣","枋山鄉","120.665","22.240","61"
"136","58522","20220415002000","141","0","屏東縣","枋山鄉","120.650","22.260","148"
"46","58529","20220415002000","252","0","屏東縣","枋山鄉","120.690","22.190","47"
"23","58531","20220415002000","109","0","屏東縣","枋山鄉","120.690","22.195","30"
"18","58544","20220415002000","12","3","屏東縣","佳冬鄉","120.525","22.410","18"
"403","58554","20220415002000","622","0","屏東縣","恆春鎮","120.740","22.030","429"
"21","58568","20220415002000","134","0","屏東縣","恆春鎮","120.735","22.040","34"
"87","58585","20220415002000","74","1","屏東縣","恆春鎮","120.720","22.045","74"
"12","58609","20220415002000","80","0","屏東縣","恆春鎮","120.750","21.955","12"
"67","58614","20220415002000","437","0","屏東縣","恆春鎮","120.755","21.960","57"
"22","58615","20220415002000","21","1","屏東縣","恆春鎮","120.760","21.960","33"
"323","58618","20220415002000","587","0","屏東縣","恆春鎮","120.755","21.965","357"
"71","58635","20220415002000","160","0","屏東縣","恆春鎮","120.750","21.980","217"
"434","58656","20220415002000","252","3","屏東縣","恆春鎮","120.730","22.010","443"
"325","58663","20220415002000","412","0","屏東縣","恆春鎮","120.745","22.005","356"
"301","58680","20220415002000","246","2","屏東縣","恆春鎮","120.730","21.995","300"
"23","58690","20220415002000","12","3","屏東縣","恆春鎮","120.740","21.920","22"
"195","58691","20220415002000","211","0","屏東縣","恆春鎮","120.725","21.925","294"
"22","58698","20220415002000","20","1","屏東縣","恆春鎮","120.715","21.935","21"
"92","58705","20220415002000","106","0","屏東縣","恆春鎮","120.730","21.940","81"
"50","58707","20220415002000","36","2","屏東縣","恆春鎮","120.715","21.945","43"
"248","58723","20220415002000","170","2","屏東縣","恆春鎮","120.720","21.960","251"
"1061","58725","20220415002000","1163","0","屏東縣","恆春鎮","120.740","22.010","1051"
"13","58785","20220415002000","65","0","屏東縣","恆春鎮","120.720","22.040","15"
"68","58793","20220415002000","50","2","屏東縣","恆春鎮","120.695","22.020","78"
"24","58796","20220415002000","20","2","屏東縣","恆春鎮","120.710","22.020","21"
"110","58818","20220415002000","127","0","屏東縣","恆春鎮","120.850","21.905","239"
"23","58819","20220415002000","17","2","屏東縣","恆春鎮","120.855","21.905","17"
"38","58824","20220415002000","51","0","屏東縣","恆春鎮","120.850","21.910","74"
"172","58829","20220415002000","140","2","屏東縣","恆春鎮","120.850","21.915","162"
"62","58837","20220415002000","71","0","屏東縣","恆春鎮","120.830","21.925","69"
"69","58849","20220415002000","111","0","屏東縣","恆春鎮","120.825","21.935","82"
"13","58859","20220415002000","15","0","屏東縣","恆春鎮","120.840","21.940","17"
"281","58893","20220415002000","240","1","屏東縣","車城鄉","120.715","22.070","284"
"105","58924","20220415002000","58","3","屏東縣","獅子鄉","120.730","22.195","90"
"23","58958","20220415002000","118","0","屏東縣","獅子鄉","120.750","22.205","13"
"102","58971","20220415002000","87","1","屏東縣","獅子鄉","120.725","22.210","90"
