"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,20
"台中市",NA,146
"台北市",NA,2956
"台南市",NA,31
"台東縣",NA,21
"嘉義市",NA,7
"嘉義縣",NA,12
"基隆市",NA,158
"宜蘭縣",NA,72
"屏東縣",NA,27
"彰化縣",NA,180
"新北市",NA,3970
"新竹市",NA,22
"新竹縣",NA,23
"桃園市",NA,407
"澎湖縣",NA,2
"空值",1194,NA
"花蓮縣",NA,36
"苗栗縣",NA,37
"連江縣",NA,4
"雲林縣",NA,11
"高雄市",NA,53
