"section_name","web_list","web_content","inc_type_name","inc_name","inc_time","incidentid","freewayid","expresswayid","directionid","inc_location","from_milepost","to_milepost","interchange","inc_blockage","inc_severity","inc_notify_time","inc_notify_mode","inc_end_time","inc_stepno","inc_step_time","area","latitude","longitude"
"桃園(49) - 機場系統(52)","國道1號南向51.4km","國道1號南向51.4km=>51.4km 事故","交通事故","事故","2020-07-17 17:36:00","202007171736490020","1","0","3",NA,51400,51400,NA,"00001000","1","2020-07-17 17:36:00","專線電話",NA,"1","2020-07-17 17:36:00","N","25.02478350","121.28040540"
"五堵(6) - 五堵(6)","國道1號北向6.8km","國道1號北向6.8km=>6.8km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-07-17 17:37:00","202007171737080001","1","0","4",NA,6800,6800,NA,"0000000","2","2020-07-17 17:37:00","偵測器(出口匝道)",NA,"1","2020-07-17 17:37:00","N","25.08577006","121.67842900"
"下塔悠(20) - 環北(25)","國1高架北向26km","國1高架北向26km=>25km 施工","施工維護","施工","2020-07-17 01:26:00","202007170126150021","N1H","0","4",NA,26000,25000,NA,"00000001","1","2020-07-17 01:26:00","語音0555871",NA,"1","2020-07-17 10:07:00","N","25.07803300","121.50605600"
"大竹(4) - 大竹(4)","國道2號西向5km","國道2號西向5km=>5km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-07-17 17:32:00","202007171732090001","2","0","2",NA,5000,5000,NA,"0000000","2","2020-07-17 17:32:00","偵測器(出口匝道)",NA,"1","2020-07-17 17:32:00","N","25.03017140","121.24773800"
"中和(35) - 土城(42)","國道3號南向37.5km","國道3號南向37.5km=>37.5km 散落物","散落物","散落物","2020-07-17 16:40:00","202007171640410023","3","0","3",NA,37500,37500,NA,"00100000","1","2020-07-17 16:40:00","1968",NA,"1","2020-07-17 16:40:00","N","24.98248109","121.47149290"
"竹田系統(415) - 崁頂(421)","國道3號北向419.3km","國道3號北向419.3km=>419.3km 散落物","一般事件","散落物","2020-07-17 17:03:00","20200717170302776400023","3","0","4",NA,419300,419300,NA,"00100000000000000000","2","2020-07-17 17:02:00",NA,NA,"1","2020-07-17 17:03:00","S","22.53604240","120.51884820"
"中和(35) - 中和(35)","國道3號南向35.9km","國道3號南向35.9km=>35.9km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-07-17 17:27:00","202007171727070001","3","0","3",NA,35900,35900,NA,"0000000","2","2020-07-17 17:27:00","偵測器(出口匝道)",NA,"1","2020-07-17 17:27:00","N","24.98448133","121.49307190"
"左營端(0) - 仁武(6)","國道10號西向2.2km","國道10號西向2.2km=>1.45km 施工維護","施工事件","施工維護","2020-07-16 08:54:00","20200716085417636400021","10","0","2",NA,2200,1450,NA,"22222222222222222222","1","2020-07-16 08:54:00","施工通報APP",NA,"1","2020-07-16 08:54:00","S","22.67595888","120.33197840"
"左營端(0) - 左營端(0)","國道10號東向0km","國道10號東向0km=>0km 長期性施工","施工事件","長期性施工","2020-02-13 21:57:00","20200213220026334400047","10","0","1",NA,0,0,"左營端東向入口","2222222222","1","2020-07-13 16:57:00",NA,NA,"12","2020-07-13 16:57:18","S","22.68015865","120.31189850"
"中和(24) - 中和(24)","快速公路64號東向23.75km","快速公路64號東向23.75km=>23.75km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-07-17 17:37:00","202007171737090001","0","64","1",NA,23750,23750,"中和東向出口","0000000","2","2020-07-17 17:37:00","偵測器(出口匝道)",NA,"1","2020-07-17 17:37:00","N","0.00000000","0.00000000"
"新竹科園(9) - 新竹科園(9)","快速公路68號東向10.2km","快速公路68號東向10.2km=>10.2km 出口匝道壅塞","交通壅塞","出口匝道壅塞","2020-07-17 17:29:00","202007171729030001","0","68","1",NA,10200,10200,"新竹科園東向出口","0000000","2","2020-07-17 17:29:00","偵測器(出口匝道)",NA,"1","2020-07-17 17:29:00","N","0.00000000","0.00000000"
"快官(0) - 成功(1)","快速公路74號東向0.9km","快速公路74號東向0.9km=>0.9km 都會區路網管理","壅塞事件","都會區路網管理","2020-07-17 17:23:00","20200717009289","0","74","1","快官-成功",900,900,NA,NA,"0","2020-07-17 17:28:14","偵測器",NA,"2","2020-07-17 17:23:00","C","24.09729210","120.60922360"
"西屯三(11) - 松竹(22)","快速公路74號東向12.13km","快速公路74號東向12.13km=>19.58km 多處壅塞","壅塞事件","多處壅塞","2020-07-17 17:27:10","20200717009287","0","74","1","北屯-北屯二",12136,19589,NA,NA,"0","2020-07-17 17:27:10","偵測器",NA,"2","2020-07-17 17:27:10","C","24.19090810","120.64085180"
"台南(5) - 台南(5)","快速公路86號西向5.31km","快速公路86號西向5.31km=>5.31km 出口壅塞","壅塞事件","出口壅塞","2020-07-17 17:00:25","20200717170000001400090","0","86","2",NA,5310,5310,"台南西向出口",NA,"0","2020-07-17 17:00:25",NA,NA,"1","2020-07-17 17:00:25","S","22.93140704","120.22433320"
"仁德系統(8) - 仁德系統(8)","快速公路86號東向8.74km","快速公路86號東向8.74km=>8.74km 出口壅塞","壅塞事件","出口壅塞","2020-07-17 17:27:25","20200717172700001400090","0","86","1",NA,8740,8740,"仁德系統東向出口",NA,"0","2020-07-17 17:27:25",NA,NA,"1","2020-07-17 17:27:25","S","22.94171474","120.25293980"
"大寮(7) - 大發(9)","快速公路88號西向9.4km","快速公路88號西向9.4km=>9.4km 散落物","一般事件","散落物","2020-07-17 16:16:00","20200717161627706400023","0","88","2",NA,9400,9400,NA,"01000000000000000000","2","2020-07-17 16:16:00",NA,NA,"1","2020-07-17 16:16:00","S","22.59216370","120.42716730"
"鳳山(2) - 鳳山(2)","快速公路88號西向2.2km","快速公路88號西向2.2km=>2.2km 出口壅塞","壅塞事件","出口壅塞","2020-07-17 17:01:24","20200717170100001400090","0","88","2",NA,2200,2200,"鳳山西向出口",NA,"0","2020-07-17 17:01:24",NA,NA,"1","2020-07-17 17:01:24","S","22.59026319","120.35976680"
"竹田端(22) - 竹田端(22)","快速公路88號東向22.5km","快速公路88號東向22.5km=>22.5km 出口壅塞","壅塞事件","出口壅塞","2020-07-17 17:13:23","20200717171300002400090","0","88","1",NA,22500,22500,"竹田端東向出口",NA,"0","2020-07-17 17:13:23",NA,NA,"1","2020-07-17 17:13:23","S","22.56938200","120.53940000"
"大寮(7) - 大寮(7)","快速公路88號西向7.02km","快速公路88號西向7.02km=>7.02km 出口壅塞","壅塞事件","出口壅塞","2020-07-17 17:34:25","20200717173400001400090","0","88","2",NA,7025,7025,"大寮西向出口",NA,"0","2020-07-17 17:34:25",NA,NA,"1","2020-07-17 17:34:25","S","22.58660448","120.40603220"
