"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",19
"南投縣","仁愛鄉",25
"南投縣","信義鄉",31
"南投縣","南投市",218
"南投縣","名間鄉",80
"南投縣","國姓鄉",29
"南投縣","埔里鎮",252
"南投縣","水里鄉",34
"南投縣","竹山鎮",87
"南投縣","草屯鎮",384
"南投縣","集集鎮",15
"南投縣","魚池鄉",11
"南投縣","鹿谷鄉",21
"台中市","中區",46
"台中市","北區",759
"台中市","北屯區",1420
"台中市","南區",563
"台中市","南屯區",726
"台中市","后里區",150
"台中市","和平區",14
"台中市","外埔區",99
"台中市","大安區",41
"台中市","大甲區",196
"台中市","大肚區",155
"台中市","大里區",878
"台中市","大雅區",317
"台中市","太平區",867
"台中市","新社區",43
"台中市","東勢區",59
"台中市","東區",254
"台中市","梧棲區",239
"台中市","沙鹿區",607
"台中市","清水區",318
"台中市","潭子區",506
"台中市","烏日區",271
"台中市","石岡區",14
"台中市","神岡區",142
"台中市","西區",462
"台中市","西屯區",1733
"台中市","豐原區",482
"台中市","霧峰區",216
"台中市","龍井區",352
"台北市","中山區",1114
"台北市","中正區",510
"台北市","信義區",765
"台北市","內湖區",1141
"台北市","北投區",1045
"台北市","南港區",379
"台北市","士林區",943
"台北市","大同區",425
"台北市","大安區",982
"台北市","文山區",1036
"台北市","松山區",813
"台北市","萬華區",462
"台南市","七股區",41
"台南市","下營區",47
"台南市","中西區",216
"台南市","仁德區",257
"台南市","佳里區",115
"台南市","六甲區",58
"台南市","北區",475
"台南市","北門區",18
"台南市","南化區",9
"台南市","南區",381
"台南市","善化區",229
"台南市","大內區",15
"台南市","學甲區",41
"台南市","安南區",694
"台南市","安定區",71
"台南市","安平區",215
"台南市","官田區",54
"台南市","將軍區",29
"台南市","山上區",11
"台南市","左鎮區",5
"台南市","後壁區",71
"台南市","新化區",98
"台南市","新市區",154
"台南市","新營區",227
"台南市","東區",854
"台南市","東山區",36
"台南市","柳營區",50
"台南市","楠西區",8
"台南市","歸仁區",147
"台南市","永康區",1684
"台南市","玉井區",21
"台南市","白河區",45
