"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",19
"南投縣","仁愛鄉",25
"南投縣","信義鄉",21
"南投縣","南投市",267
"南投縣","名間鄉",67
"南投縣","國姓鄉",26
"南投縣","埔里鎮",238
"南投縣","水里鄉",21
"南投縣","竹山鎮",109
"南投縣","草屯鎮",301
"南投縣","集集鎮",23
"南投縣","魚池鄉",26
"南投縣","鹿谷鄉",25
"台中市","中區",39
"台中市","北區",803
"台中市","北屯區",1592
"台中市","南區",498
"台中市","南屯區",725
"台中市","后里區",201
"台中市","和平區",17
"台中市","外埔區",79
"台中市","大安區",27
"台中市","大甲區",165
"台中市","大肚區",173
"台中市","大里區",891
"台中市","大雅區",296
"台中市","太平區",726
"台中市","新社區",36
"台中市","東勢區",90
"台中市","東區",232
"台中市","梧棲區",201
"台中市","沙鹿區",425
"台中市","清水區",212
"台中市","潭子區",611
"台中市","烏日區",281
"台中市","石岡區",21
"台中市","神岡區",139
"台中市","西區",335
"台中市","西屯區",1201
"台中市","豐原區",564
"台中市","霧峰區",200
"台中市","龍井區",358
"台北市","中山區",824
"台北市","中正區",553
"台北市","信義區",807
"台北市","內湖區",1182
"台北市","北投區",803
"台北市","南港區",335
"台北市","士林區",842
"台北市","大同區",334
"台北市","大安區",970
"台北市","文山區",1015
"台北市","松山區",644
"台北市","萬華區",411
"台南市","七股區",32
"台南市","下營區",34
"台南市","中西區",227
"台南市","仁德區",319
"台南市","佳里區",151
"台南市","六甲區",54
"台南市","北區",526
"台南市","北門區",14
"台南市","南化區",5
"台南市","南區",368
"台南市","善化區",222
"台南市","大內區",7
"台南市","學甲區",36
"台南市","安南區",719
"台南市","安定區",90
"台南市","安平區",211
"台南市","官田區",39
"台南市","將軍區",30
"台南市","山上區",11
"台南市","左鎮區",1
"台南市","後壁區",51
"台南市","新化區",113
"台南市","新市區",187
"台南市","新營區",267
"台南市","東區",756
"台南市","東山區",35
"台南市","柳營區",64
"台南市","楠西區",4
"台南市","歸仁區",185
"台南市","永康區",1446
"台南市","玉井區",15
"台南市","白河區",61
