"section_name","web_list","web_content","inc_type_name","inc_name","inc_time","incidentid","freewayid","expresswayid","directionid","inc_location","from_milepost","to_milepost","interchange","inc_blockage","inc_severity","inc_notify_time","inc_notify_mode","inc_end_time","inc_stepno","inc_step_time","area","latitude","longitude"
"鼎金系統(362) - 鼎金系統(362)","國道1號北向362.4km","國道1號北向362.4km=>362.4km 封閉預告","其他事件","封閉預告","2020-02-27 00:42:00","20200227004251414400043","1","0","4",NA,362400,362400,"鼎金系統北向出口","2222222222","1","2020-02-27 00:42:00",NA,NA,"1","2020-02-27 00:42:00","S","22.67412089","120.32907840"
"西濱(115) - 西濱(115)","國道3號北向115km","國道3號北向115km=>115km 事故","一般事件","事故","2020-03-01 22:42:20","20200301004488","3","0","4","西濱-香山",115000,115000,NA,"1000000000","低","2020-03-01 22:42:20","1968#2用路人",NA,"1",NA,"C","24.70290246","120.87038850"
"左營端(0) - 左營端(0)","國道10號東向0km","國道10號東向0km=>0km 長期性施工","施工事件","長期性施工","2020-02-13 21:57:00","20200213220026334400047","10","0","1",NA,0,0,"左營端東向入口","2222222222","1","2020-02-27 17:29:00",NA,NA,"2","2020-02-27 17:29:14","S","22.68015865","120.31189850"
"燕巢(13) - 燕巢(13)","國道10號東向13km","國道10號東向13km=>13km 長期性施工","施工事件","長期性施工","2020-02-23 11:17:00","20200209082305800400047","10","0","1",NA,13000,13000,"燕巢東向入口","2222222222","1","2020-02-23 11:17:00","1968",NA,"5","2020-02-23 11:18:04","S","22.75629391","120.37127920"
