"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",21,4
"台北市",55,3
"台南市",8,1
"基隆市",1,NA
"宜蘭縣",1,NA
"屏東縣",5,NA
"彰化縣",5,4
"新北市",41,14
"新竹市",4,1
"新竹縣",3,NA
"桃園市",14,10
"苗栗縣",2,NA
"雲林縣",3,NA
"高雄市",14,NA
