"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,286
"南投縣","仁愛鄉",NA,934
"南投縣","信義鄉",NA,825
"南投縣","南投市",NA,4377
"南投縣","名間鄉",NA,1188
"南投縣","國姓鄉",NA,438
"南投縣","埔里鎮",NA,2755
"南投縣","水里鄉",NA,344
"南投縣","竹山鎮",NA,2066
"南投縣","草屯鎮",NA,3362
"南投縣","集集鎮",NA,224
"南投縣","魚池鄉",NA,262
"南投縣","鹿谷鄉",NA,414
"台中市","中區",NA,1216
"台中市","北區",NA,9715
"台中市","北屯區",NA,15560
"台中市","南區",NA,7425
"台中市","南屯區",NA,9350
"台中市","后里區",NA,2401
"台中市","和平區",NA,411
"台中市","外埔區",NA,1290
"台中市","大安區",NA,808
"台中市","大甲區",NA,3538
"台中市","大肚區",NA,2977
"台中市","大里區",NA,12218
"台中市","大雅區",NA,5638
"台中市","太平區",NA,11458
"台中市","新社區",NA,693
"台中市","東勢區",NA,1754
"台中市","東區",NA,4701
"台中市","梧棲區",NA,4885
"台中市","沙鹿區",NA,6826
"台中市","清水區",NA,5568
"台中市","潭子區",NA,5656
"台中市","烏日區",NA,4683
"台中市","石岡區",NA,509
"台中市","神岡區",NA,3616
"台中市","西區",NA,6248
"台中市","西屯區",NA,15072
"台中市","豐原區",NA,7621
"台中市","霧峰區",NA,3797
"台中市","龍井區",NA,4647
"台北市","中山區",NA,22958
"台北市","中正區",NA,12143
"台北市","信義區",NA,22602
"台北市","內湖區",NA,25636
"台北市","北投區",NA,27328
"台北市","南港區",NA,13305
"台北市","士林區",NA,26972
"台北市","大同區",NA,14045
"台北市","大安區",NA,21735
"台北市","文山區",NA,27439
"台北市","松山區",NA,16572
"台北市","萬華區",NA,28578
"台南市","七股區",NA,671
"台南市","下營區",NA,637
"台南市","中西區",NA,3486
"台南市","仁德區",NA,4733
"台南市","佳里區",NA,2236
"台南市","六甲區",NA,732
"台南市","北區",NA,6975
"台南市","北門區",NA,187
"台南市","南化區",NA,144
"台南市","南區",NA,7005
"台南市","善化區",NA,2851
"台南市","大內區",NA,270
"台南市","學甲區",NA,757
"台南市","安南區",NA,10876
"台南市","安定區",NA,1494
"台南市","安平區",NA,3497
"台南市","官田區",NA,790
"台南市","將軍區",NA,502
"台南市","山上區",NA,460
"台南市","左鎮區",NA,190
"台南市","後壁區",NA,632
"台南市","新化區",NA,2416
"台南市","新市區",NA,2492
"台南市","新營區",NA,3143
"台南市","東區",NA,8447
"台南市","東山區",NA,465
"台南市","柳營區",NA,1045
"台南市","楠西區",NA,139
"台南市","歸仁區",NA,3726
"台南市","永康區",NA,17049
"台南市","玉井區",NA,342
"台南市","白河區",NA,537
"台南市","西港區",NA,933
"台南市","關廟區",NA,1940
"台南市","鹽水區",NA,750
"台南市","麻豆區",NA,1798
"台南市","龍崎區",NA,72
"台東縣","卑南鄉",NA,881
"台東縣","台東市",NA,7118
"台東縣","大武鄉",NA,177
"台東縣","太麻里鄉",NA,541
"台東縣","延平鄉",NA,241
"台東縣","成功鎮",NA,724
"台東縣","東河鄉",NA,380
"台東縣","池上鄉",NA,257
"台東縣","海端鄉",NA,418
"台東縣","綠島鄉",NA,250
"台東縣","蘭嶼鄉",NA,421
"台東縣","達仁鄉",NA,93
"台東縣","金峰鄉",NA,276
"台東縣","長濱鄉",NA,393
"台東縣","關山鎮",NA,450
"台東縣","鹿野鄉",NA,306
"嘉義市","東區",NA,3992
"嘉義市","西區",NA,5292
"嘉義縣","中埔鄉",NA,1360
"嘉義縣","六腳鄉",NA,495
"嘉義縣","大埔鄉",NA,37
"嘉義縣","大林鎮",NA,1168
"嘉義縣","太保市",NA,1368
"嘉義縣","布袋鎮",NA,552
"嘉義縣","新港鄉",NA,744
"嘉義縣","朴子市",NA,1258
"嘉義縣","東石鄉",NA,290
"嘉義縣","梅山鄉",NA,431
"嘉義縣","民雄鄉",NA,2703
"嘉義縣","水上鄉",NA,2161
