"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,14
"台中市",NA,66
"台北市",NA,1916
"台南市",NA,21
"台東縣",NA,3
"嘉義市",NA,2
"嘉義縣",NA,1
"基隆市",NA,80
"宜蘭縣",NA,51
"屏東縣",NA,23
"彰化縣",NA,116
"新北市",NA,2303
"新竹市",NA,15
"新竹縣",NA,11
"桃園市",NA,241
"空值",1173,NA
"花蓮縣",NA,6
"苗栗縣",NA,7
"連江縣",NA,1
"雲林縣",NA,9
"高雄市",NA,29
