"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1352
"南投縣","仁愛鄉",NA,3252
"南投縣","信義鄉",NA,3105
"南投縣","南投市",NA,18495
"南投縣","名間鄉",NA,5138
"南投縣","國姓鄉",NA,1821
"南投縣","埔里鎮",NA,12584
"南投縣","水里鄉",NA,1727
"南投縣","竹山鎮",NA,7573
"南投縣","草屯鎮",NA,16928
"南投縣","集集鎮",NA,1061
"南投縣","魚池鄉",NA,1222
"南投縣","鹿谷鄉",NA,1670
"台中市","中區",NA,3239
"台中市","北區",NA,29040
"台中市","北屯區",NA,52818
"台中市","南區",NA,25230
"台中市","南屯區",NA,34039
"台中市","后里區",NA,9106
"台中市","和平區",NA,1560
"台中市","外埔區",NA,6022
"台中市","大安區",NA,3204
"台中市","大甲區",NA,13967
"台中市","大肚區",NA,11150
"台中市","大里區",NA,42616
"台中市","大雅區",NA,20801
"台中市","太平區",NA,39570
"台中市","新社區",NA,2623
"台中市","東勢區",NA,6963
"台中市","東區",NA,15382
"台中市","梧棲區",NA,14368
"台中市","沙鹿區",NA,21854
"台中市","清水區",NA,17539
"台中市","潭子區",NA,20850
"台中市","烏日區",NA,16612
"台中市","石岡區",NA,2059
"台中市","神岡區",NA,13030
"台中市","西區",NA,20228
"台中市","西屯區",NA,49101
"台中市","豐原區",NA,29167
"台中市","霧峰區",NA,13451
"台中市","龍井區",NA,16214
"台北市","中山區",NA,42326
"台北市","中正區",NA,22131
"台北市","信義區",NA,41511
"台北市","內湖區",NA,49060
"台北市","北投區",NA,47261
"台北市","南港區",NA,23999
"台北市","士林區",NA,47949
"台北市","大同區",NA,23843
"台北市","大安區",NA,39583
"台北市","文山區",NA,48342
"台北市","松山區",NA,31119
"台北市","萬華區",NA,41068
"台南市","七股區",NA,2594
"台南市","下營區",NA,2983
"台南市","中西區",NA,11958
"台南市","仁德區",NA,16213
"台南市","佳里區",NA,8693
"台南市","六甲區",NA,3406
"台南市","北區",NA,23094
"台南市","北門區",NA,787
"台南市","南化區",NA,716
"台南市","南區",NA,23089
"台南市","善化區",NA,9675
"台南市","大內區",NA,985
"台南市","學甲區",NA,3014
"台南市","安南區",NA,37875
"台南市","安定區",NA,5187
"台南市","安平區",NA,11777
"台南市","官田區",NA,3401
"台南市","將軍區",NA,1829
"台南市","山上區",NA,1437
"台南市","左鎮區",NA,500
"台南市","後壁區",NA,2693
"台南市","新化區",NA,7839
"台南市","新市區",NA,8300
"台南市","新營區",NA,12553
"台南市","東區",NA,29710
"台南市","東山區",NA,1906
"台南市","柳營區",NA,3635
"台南市","楠西區",NA,847
"台南市","歸仁區",NA,13119
"台南市","永康區",NA,51477
"台南市","玉井區",NA,1873
"台南市","白河區",NA,3177
"台南市","西港區",NA,3754
"台南市","關廟區",NA,6582
"台南市","鹽水區",NA,3593
"台南市","麻豆區",NA,6615
