"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"402","264703","20220420001000","294","2","臺中市","霧峰區","120.675","24.040","404"
"181","264707","20220420001000","159","1","臺中市","霧峰區","120.680","24.045","143"
"391","264712","20220420001000","376","1","臺中市","霧峰區","120.675","24.050","398"
"768","264717","20220420001000","803","0","臺中市","烏日區","120.645","24.090","775"
"186","264719","20220420001000","197","0","臺中市","烏日區","120.635","24.095","208"
"14","264720","20220420001000","17","0","臺中市","烏日區","120.640","24.095","16"
"48","264722","20220420001000","228","0","臺中市","烏日區","120.645","24.095","41"
"447","264725","20220420001000","416","1","臺中市","烏日區","120.655","24.095","426"
"144","264726","20220420001000","106","2","臺中市","大里區","120.660","24.095","139"
"843","264728","20220420001000","837","1","花蓮縣","花蓮市","121.625","24.010","903"
"303","264732","20220420001000","301","1","花蓮縣","花蓮市","121.630","24.015","307"
"215","264737","20220420001000","224","0","花蓮縣","花蓮市","121.635","24.025","223"
"54","265344","20220420001000","45","2","南投縣","國姓鄉","120.830","24.030","43"
"20","265374","20220420001000","20","1","南投縣","國姓鄉","120.800","24.045","19"
"50","265406","20220420001000","35","2","南投縣","國姓鄉","120.825","24.070","45"
"12","265430","20220420001000","16","0","南投縣","國姓鄉","120.880","24.050","16"
"143","265436","20220420001000","129","1","南投縣","國姓鄉","120.910","24.050","119"
"140","265440","20220420001000","121","1","南投縣","國姓鄉","120.930","24.050","133"
"398","265442","20220420001000","308","2","南投縣","國姓鄉","120.880","24.055","360"
"229","265449","20220420001000","218","1","南投縣","國姓鄉","120.915","24.055","236"
"121","265467","20220420001000","95","2","南投縣","國姓鄉","120.940","24.060","98"
"21","265498","20220420001000","25","0","南投縣","國姓鄉","120.930","24.075","24"
"45","265569","20220420001000","440","0","南投縣","國姓鄉","120.850","24.040","607"
"24","265593","20220420001000","153","0","南投縣","埔里鎮","120.910","24.025","19"
"272","265615","20220420001000","270","1","南投縣","埔里鎮","120.920","24.040","294"
"361","265622","20220420001000","265","2","南投縣","國姓鄉","120.930","24.045","342"
"21","265627","20220420001000","23","0","南投縣","埔里鎮","120.950","24.010","25"
"107","265628","20220420001000","296","0","南投縣","埔里鎮","120.945","24.015","109"
"228","265633","20220420001000","210","1","南投縣","埔里鎮","120.950","24.020","205"
"67","265651","20220420001000","84","0","南投縣","埔里鎮","120.950","24.035","62"
