"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"138","6258","20220412024000","101","2","屏東縣","恆春鎮","120.745","21.945","205"
"11","6267","20220412024000","142","0","屏東縣","恆春鎮","120.790","21.945","34"
"84","9415","20220412024000","76","1","屏東縣","恆春鎮","120.715","21.970","125"
"72","9416","20220412024000","50","2","屏東縣","恆春鎮","120.845","21.970","116"
"242","15716","20220412024000","230","1","臺東縣","蘭嶼鄉","121.535","22.025","262"
"25","15719","20220412024000","303","0","臺東縣","蘭嶼鄉","121.550","22.025","32"
"32","18068","20220412024000","35","0","屏東縣","車城鄉","120.695","22.045","107"
"49","20191","20220412024000","583","0","臺東縣","蘭嶼鄉","121.570","22.065","63"
"66","40369","20220412024000","61","1","屏東縣","枋山鄉","120.660","22.245","132"
"61","46865","20220412024000","70","0","臺東縣","大武鄉","120.890","22.305","109"
"179","49782","20220412024000","166","1","屏東縣","琉球鄉","120.355","22.330","356"
"209","49783","20220412024000","147","2","屏東縣","琉球鄉","120.375","22.330","378"
"314","52213","20220412024000","258","2","屏東縣","琉球鄉","120.380","22.355","570"
"17","57554","20220412024000","16","1","屏東縣","春日鄉","120.645","22.355","21"
"13","57589","20220412024000","14","0","屏東縣","春日鄉","120.660","22.365","24"
"84","57606","20220412024000","53","3","屏東縣","春日鄉","120.665","22.365","124"
"97","57748","20220412024000","73","2","屏東縣","春日鄉","120.750","22.405","94"
"199","57758","20220412024000","158","2","屏東縣","春日鄉","120.625","22.365","241"
"226","57858","20220412024000","191","1","屏東縣","恆春鎮","120.730","21.985","252"
"16","57868","20220412024000","229","0","屏東縣","車城鄉","120.730","22.055","36"
"90","57949","20220412024000","64","2","屏東縣","車城鄉","120.715","22.050","116"
"174","57951","20220412024000","134","2","屏東縣","車城鄉","120.710","22.055","267"
"183","57952","20220412024000","147","2","屏東縣","枋寮鄉","120.595","22.375","216"
"700","57962","20220412024000","420","3","屏東縣","枋寮鄉","120.595","22.385","937"
"343","57963","20220412024000","387","0","屏東縣","枋寮鄉","120.600","22.385","474"
"14","57992","20220412024000","14","1","屏東縣","滿州鄉","120.890","22.090","28"
"18","58112","20220412024000","13","2","屏東縣","滿州鄉","120.805","22.015","23"
