"id","name_id","name","time","city","level","level_web","longitude","latitude","created_at","updated_at"
1327383,1,"東大門國際觀光夜市周邊","2020-05-01 15:40:00","花蓮縣","G","正常","121.61370000","23.97487000",NA,NA
1327384,2,"文賢商圈、花園夜市周邊","2020-05-01 15:40:00","臺南市","G","正常","120.19470000","23.01234000",NA,NA
1327385,3,"內灣老街周邊","2020-05-01 15:40:00","新竹縣","G","正常","121.18240000","24.70735000",NA,NA
1327386,4,"碧雲寺周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.36850000","22.34034000",NA,NA
1327387,5,"湯圍溝公園大眾浴池周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.77120000","24.82736000",NA,NA
1327388,6,"新天堂樂園周邊","2020-05-01 15:40:00","花蓮縣","G","正常","121.59390000","23.93883000",NA,NA
1327389,7,"建德宮周邊","2020-05-01 15:40:00","嘉義縣","G","正常","120.18250000","23.41862000",NA,NA
1327390,8,"赤崁樓、永樂市場、水仙宮市場周邊","2020-05-01 15:40:00","臺南市","G","正常","120.19970000","22.99430000",NA,NA
1327391,9,"南庄桂花巷、遊客中心周邊","2020-05-01 15:40:00","苗栗縣","G","正常","120.99960000","24.59912000",NA,NA
1327392,10,"竹圍漁港周邊","2020-05-01 15:40:00","桃園市","G","正常","121.24250000","25.11806000",NA,NA
1327393,11,"恆春老街周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.74290000","22.00268000",NA,NA
1327394,12,"元長夜市周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.31340000","23.64950000",NA,NA
1327395,13,"北投市場周邊","2020-05-01 15:40:00","臺北市","G","正常","121.50040000","25.13095000",NA,NA
1327396,14,"古坑綠色隧道周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.53880000","23.65937000",NA,NA
1327397,15,"宜蘭火車站周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.75590000","24.75521000",NA,NA
1327398,16,"台西夜市周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.20040000","23.69862000",NA,NA
1327399,17,"十鼓仁糖文創園區、奇美博物館周邊","2020-05-01 15:40:00","臺南市","G","正常","120.22930000","22.94478000",NA,NA
1327400,18,"十七公里海岸風景區周邊","2020-05-01 15:40:00","新竹市","G","正常","120.92540000","24.84739000",NA,NA
1327401,19,"龍岡忠貞市場周邊","2020-05-01 15:40:00","桃園市","G","正常","121.25200000","24.92845000",NA,NA
1327402,20,"華泰名品城 GLORIA OUTLETS周邊","2020-05-01 15:40:00","桃園市","G","正常","121.21260000","25.01428000",NA,NA
1327403,21,"都蘭部落周邊","2020-05-01 15:40:00","臺東縣","G","正常","121.22370000","22.86973000",NA,NA
1327404,22,"墾丁大街周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.80110000","21.94405000",NA,NA
1327405,23,"伊達邵商圈周邊","2020-05-01 15:40:00","南投縣","G","正常","120.93080000","23.84967000",NA,NA
1327406,24,"清境農場周邊","2020-05-01 15:40:00","南投縣","G","正常","121.16180000","24.05728000",NA,NA
1327407,25,"麗寶OUTLET MALL周邊","2020-05-01 15:40:00","臺中市","G","正常","120.69900000","24.32343000",NA,NA
1327408,26,"臺東觀光夜市周邊","2020-05-01 15:40:00","臺東縣","G","正常","121.15540000","22.75241000",NA,NA
1327409,27,"石門水庫周邊","2020-05-01 15:40:00","桃園市","G","正常","121.24190000","24.81561000",NA,NA
1327410,28,"屏東觀光夜市、千禧公園周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.49350000","22.67944000",NA,NA
1327411,29,"新竹市立動物園周邊","2020-05-01 15:40:00","新竹市","G","正常","120.97980000","24.79775000",NA,NA
1327412,30,"奮起湖老街周邊","2020-05-01 15:40:00","嘉義縣","G","正常","120.69600000","23.50625000",NA,NA
1327413,31,"褒忠市場、褒忠夜市周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.31320000","23.69465000",NA,NA
1327414,32,"墾丁大街周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.79630000","21.94405000",NA,NA
1327415,33,"頑皮世界野生動物園周邊","2020-05-01 15:40:00","臺南市","G","正常","120.20780000","23.28330000",NA,NA
1327416,34,"永安海濱公園、新屋綠色走廊周邊","2020-05-01 15:40:00","桃園市","G","正常","121.01440000","24.98734000",NA,NA
1327417,35,"北勢寮公有零售市場周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.60150000","22.35914000",NA,NA
1327418,36,"烏嘎彥竹林、苗栗泰安露營區周邊","2020-05-01 15:40:00","苗栗縣","G","正常","120.92560000","24.42303000",NA,NA
1327419,37,"竹山鎮市區、竹山形象商圈周邊","2020-05-01 15:40:00","南投縣","G","正常","120.68560000","23.75906000",NA,NA
1327420,38,"城隍廟東市場周邊","2020-05-01 15:40:00","嘉義市","G","正常","120.45620000","23.47850000",NA,NA
1327421,39,"清水大街周邊","2020-05-01 15:40:00","臺中市","G","正常","120.57600000","24.27348000",NA,NA
1327422,40,"五指山周邊","2020-05-01 15:40:00","新竹縣","G","正常","121.09830000","24.63971000",NA,NA
1327423,41,"國立傳統藝術中心周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.82470000","24.68262000",NA,NA
1327424,42,"臺東火車站周邊","2020-05-01 15:40:00","臺東縣","G","正常","121.14560000","22.75242000",NA,NA
1327425,43,"龍潭龍元宮商圈周邊","2020-05-01 15:40:00","桃園市","G","正常","121.21730000","24.86530000",NA,NA
1327426,45,"潮州火車站商圈周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.53770000","22.55314000",NA,NA
1327427,46,"池上火車站、池上夜市周邊","2020-05-01 15:40:00","臺東縣","G","正常","121.21930000","23.12260000",NA,NA
1327428,47,"日月潭水社碼頭廣場周邊","2020-05-01 15:40:00","南投縣","G","正常","120.91120000","23.86320000",NA,NA
1327429,48,"學甲慈濟宮中正商圈周邊","2020-05-01 15:40:00","臺南市","G","正常","120.17880000","23.23349000",NA,NA
1327430,49,"東勢林場遊樂區周邊","2020-05-01 15:40:00","臺中市","G","正常","120.87150000","24.28304000",NA,NA
1327431,50,"大湳公有零售市場周邊","2020-05-01 15:40:00","桃園市","G","正常","121.29670000","24.95996000",NA,NA
1327432,51,"IKEA高雄店、家樂福成功店周邊","2020-05-01 15:40:00","高雄市","G","正常","120.30410000","22.60648000",NA,NA
1327433,52,"墾丁南灣周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.75750000","21.96206000",NA,NA
1327434,53,"通天府周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.24030000","23.57241000",NA,NA
1327435,54,"台南中正海安商圈、公有零售市場保安市場周邊","2020-05-01 15:40:00","臺南市","G","正常","120.19490000","22.98976000",NA,NA
1327436,55,"新店仁愛市場周邊","2020-05-01 15:40:00","新北市","G","正常","121.53940000","24.97283000",NA,NA
1327437,56,"埔心牧場周邊","2020-05-01 15:40:00","桃園市","G","正常","121.18270000","24.92855000",NA,NA
1327438,57,"北港朝天宮周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.30400000","23.56820000",NA,NA
1327439,58,"麒麟潭周邊","2020-05-01 15:40:00","南投縣","G","正常","120.77390000","23.75019000",NA,NA
1327440,59,"竹子湖海芋園周邊","2020-05-01 15:40:00","臺北市","Y","略多","121.53530000","25.17597000",NA,NA
1327441,61,"田尾公路花園夜市周邊","2020-05-01 15:40:00","彰化縣","G","正常","120.53310000","23.89864000",NA,NA
1327442,62,"大甲第一市場、大甲蔣公路夜市周邊","2020-05-01 15:40:00","臺中市","G","正常","120.62010000","24.34583000",NA,NA
1327443,63,"台北市立動物園周邊","2020-05-01 15:40:00","臺北市","G","正常","121.58900000","24.99069000",NA,NA
1327444,64,"蘇澳服務區周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.81440000","24.61948000",NA,NA
1327445,65,"北埔老街周邊","2020-05-01 15:40:00","新竹縣","G","正常","121.05890000","24.70293000",NA,NA
1327446,66,"國宅夜市周邊","2020-05-01 15:40:00","臺南市","G","正常","120.19450000","23.04394000",NA,NA
1327447,67,"東港魅力商圈、東隆宮周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.45060000","22.46256000",NA,NA
1327448,68,"淡水老街周邊","2020-05-01 15:40:00","新北市","Y","略多","121.44100000","25.17177000",NA,NA
1327449,69,"萬巒豬腳街周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.56680000","22.57580000",NA,NA
1327450,70,"礁溪溫泉公園周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.78120000","24.83633000",NA,NA
1327451,71,"梅花湖風景區周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.73060000","24.65151000",NA,NA
1327452,72,"太平風景區周邊","2020-05-01 15:40:00","嘉義縣","G","正常","120.60770000","23.56474000",NA,NA
1327453,73,"太平風景區周邊","2020-05-01 15:40:00","嘉義縣","G","正常","120.60280000","23.56022000",NA,NA
1327454,74,"內惟夜市周邊","2020-05-01 15:40:00","高雄市","G","正常","120.27950000","22.66056000",NA,NA
1327455,75,"湖口夜市周邊","2020-05-01 15:40:00","新竹縣","G","正常","121.04910000","24.90157000",NA,NA
1327456,76,"大溪老街周邊","2020-05-01 15:40:00","桃園市","G","正常","121.28660000","24.88324000",NA,NA
1327457,77,"北港運動公園周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.29910000","23.57269000",NA,NA
1327458,78,"安平老街(延平老街)周邊","2020-05-01 15:40:00","臺南市","G","正常","120.16070000","22.99862000",NA,NA
1327459,79,"枋山濱海遊憩區周邊","2020-05-01 15:40:00","屏東縣","G","正常","120.66490000","22.24187000",NA,NA
1327460,80,"台中秀泰廣場站前店S1館、台中火車站周邊","2020-05-01 15:40:00","臺中市","G","正常","120.68960000","24.13831000",NA,NA
1327461,81,"車埕老街周邊","2020-05-01 15:40:00","南投縣","G","正常","120.86700000","23.83608000",NA,NA
1327462,82,"安平漁港周邊","2020-05-01 15:40:00","臺南市","G","正常","120.15100000","22.98953000",NA,NA
1327463,83,"深坑老街周邊","2020-05-01 15:40:00","新北市","G","正常","121.61380000","25.00414000",NA,NA
1327464,85,"旗山轉運站周邊","2020-05-01 15:40:00","高雄市","G","正常","120.48300000","22.88260000",NA,NA
1327465,86,"鹿港老街周邊","2020-05-01 15:40:00","彰化縣","G","正常","120.43420000","24.05632000",NA,NA
1327466,87,"淡水老街周邊","2020-05-01 15:40:00","新北市","Y","略多","121.43610000","25.17178000",NA,NA
1327467,88,"七星潭海岸風景特定區周邊","2020-05-01 15:40:00","花蓮縣","G","正常","121.62870000","24.02447000",NA,NA
1327468,89,"台東成功漁港、成功夜市周邊","2020-05-01 15:40:00","臺東縣","G","正常","121.38030000","23.10423000",NA,NA
1327469,90,"苗栗鯉魚潭觀景台周邊","2020-05-01 15:40:00","苗栗縣","G","正常","120.78280000","24.33260000",NA,NA
1327470,91,"關西老街周邊","2020-05-01 15:40:00","新竹縣","G","正常","121.17760000","24.79313000",NA,NA
1327471,92,"新屋漂流木公園周邊","2020-05-01 15:40:00","桃園市","G","正常","120.98970000","24.94220000",NA,NA
1327472,93,"莿桐夜市周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.49430000","23.75856000",NA,NA
1327473,94,"草屯太平路商圈周邊","2020-05-01 15:40:00","南投縣","G","正常","120.68510000","23.98029000",NA,NA
1327474,95,"七堵南興菜市場周邊","2020-05-01 15:40:00","基隆市","G","正常","121.71340000","25.09848000",NA,NA
1327475,96,"南方澳周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.86350000","24.58310000",NA,NA
1327476,97,"飛牛牧場周邊","2020-05-01 15:40:00","苗栗縣","G","正常","120.73820000","24.44088000",NA,NA
1327477,98,"文心森林公園周邊","2020-05-01 15:40:00","臺中市","G","正常","120.64530000","24.14725000",NA,NA
1327478,99,"台北市立動物園周邊","2020-05-01 15:40:00","臺北市","G","正常","121.58400000","24.99523000",NA,NA
1327479,100,"埔里老街周邊","2020-05-01 15:40:00","南投縣","G","正常","120.97010000","23.96255000",NA,NA
1327480,101,"鯉魚山觀景台周邊","2020-05-01 15:40:00","花蓮縣","G","正常","121.52010000","23.91652000",NA,NA
1327481,102,"瑞芳火車站周邊","2020-05-01 15:40:00","新北市","G","正常","121.80770000","25.10703000",NA,NA
1327482,103,"旗山老街周邊","2020-05-01 15:40:00","高雄市","G","正常","120.48300000","22.88711000",NA,NA
1327483,104,"關子嶺周邊","2020-05-01 15:40:00","臺南市","G","正常","120.50570000","23.33870000",NA,NA
1327484,105,"虎頭埤周邊","2020-05-01 15:40:00","臺南市","G","正常","120.33610000","23.03557000",NA,NA
1327485,106,"虎頭埤周邊","2020-05-01 15:40:00","臺南市","G","正常","120.33120000","23.02652000",NA,NA
1327486,107,"烏山頭水庫","2020-05-01 15:40:00","臺南市","G","正常","120.36940000","23.21179000",NA,NA
1327487,108,"烏山頭水庫周邊","2020-05-01 15:40:00","臺南市","G","正常","120.37440000","23.19375000",NA,NA
1327488,109,"高雄興達港周邊","2020-05-01 15:40:00","高雄市","G","正常","120.19070000","22.87235000",NA,NA
1327489,110,"高雄興達港周邊","2020-05-01 15:40:00","高雄市","G","正常","120.19560000","22.87237000",NA,NA
1327490,111,"德元埤荷蘭村周邊","2020-05-01 15:40:00","臺南市","G","正常","120.33980000","23.27037000",NA,NA
1327491,112,"吉林夜市周邊","2020-05-01 15:40:00","高雄市","G","正常","120.30880000","22.64714000",NA,NA
1327492,113,"埔里夜市周邊","2020-05-01 15:40:00","南投縣","G","正常","120.96030000","23.97158000",NA,NA
1327493,114,"三和夜市周邊","2020-05-01 15:40:00","新北市","G","正常","121.50010000","25.06325000",NA,NA
1327494,115,"花園夜市周邊","2020-05-01 15:40:00","臺南市","G","正常","120.19960000","23.00785000",NA,NA
1327495,116,"小北觀光夜市周邊","2020-05-01 15:40:00","臺南市","G","正常","120.20450000","23.00787000",NA,NA
1327496,117,"青草湖夜市周邊","2020-05-01 15:40:00","新竹市","G","正常","120.97980000","24.77066000",NA,NA
1327497,118,"蘆洲廟口夜市(得勝街夜市)周邊","2020-05-01 15:40:00","新北市","G","正常","121.47040000","25.08140000",NA,NA
1327498,119,"草鞋墩人文觀光夜市周邊","2020-05-01 15:40:00","南投縣","G","正常","120.68510000","23.98932000",NA,NA
1327499,120,"東海夜市周邊","2020-05-01 15:40:00","臺中市","G","正常","120.59110000","24.18323000",NA,NA
1327500,122,"鳳山五甲自強夜市周邊","2020-05-01 15:40:00","高雄市","G","正常","120.32850000","22.59304000",NA,NA
1327501,123,"凱旋觀光夜市周邊","2020-05-01 15:40:00","高雄市","G","正常","120.31870000","22.59752000",NA,NA
1327502,124,"善化夜市周邊","2020-05-01 15:40:00","臺南市","G","正常","120.29660000","23.12570000",NA,NA
1327503,127,"清大夜市周邊","2020-05-01 15:40:00","新竹市","G","正常","120.99960000","24.79775000",NA,NA
1327504,129,"文化路夜市周邊","2020-05-01 15:40:00","嘉義市","G","正常","120.45130000","23.47849000",NA,NA
1327505,130,"中華夜市周邊","2020-05-01 15:40:00","臺中市","G","正常","120.67490000","24.14280000",NA,NA
1327506,133,"一中街夜市周邊","2020-05-01 15:40:00","臺中市","G","正常","120.68470000","24.15185000",NA,NA
1327507,134,"瑞北夜市周邊","2020-05-01 15:40:00","高雄市","G","正常","120.32840000","22.61110000",NA,NA
1327508,135,"大雅觀光夜市周邊","2020-05-01 15:40:00","臺中市","G","正常","120.65500000","24.21950000",NA,NA
1327509,137,"清溝夜市周邊","2020-05-01 15:40:00","宜蘭縣","G","正常","121.76030000","24.66491000",NA,NA
1327510,138,"中原夜市商圈周邊","2020-05-01 15:40:00","桃園市","G","正常","121.24220000","24.95555000",NA,NA
1327511,139,"東南夜市周邊","2020-05-01 15:40:00","雲林縣","G","正常","120.45000000","23.80355000",NA,NA
1327512,140,"桃園觀光夜市周邊","2020-05-01 15:40:00","桃園市","G","正常","121.30670000","25.00057000",NA,NA
