"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",10
"南投縣","仁愛鄉",13
"南投縣","信義鄉",17
"南投縣","南投市",145
"南投縣","名間鄉",47
"南投縣","國姓鄉",7
"南投縣","埔里鎮",59
"南投縣","水里鄉",10
"南投縣","竹山鎮",94
"南投縣","草屯鎮",119
"南投縣","集集鎮",9
"南投縣","魚池鄉",14
"南投縣","鹿谷鄉",15
"台中市","中區",21
"台中市","北區",315
"台中市","北屯區",746
"台中市","南區",328
"台中市","南屯區",422
"台中市","后里區",59
"台中市","和平區",16
"台中市","外埔區",44
"台中市","大安區",12
"台中市","大甲區",102
"台中市","大肚區",67
"台中市","大里區",385
"台中市","大雅區",157
"台中市","太平區",381
"台中市","新社區",28
"台中市","東勢區",67
"台中市","東區",149
"台中市","梧棲區",77
"台中市","沙鹿區",195
"台中市","清水區",117
"台中市","潭子區",258
"台中市","烏日區",154
"台中市","石岡區",15
"台中市","神岡區",78
"台中市","西區",228
"台中市","西屯區",698
"台中市","豐原區",272
"台中市","霧峰區",75
"台中市","龍井區",148
"台北市","中山區",653
"台北市","中正區",312
"台北市","信義區",577
"台北市","內湖區",800
"台北市","北投區",620
"台北市","南港區",272
"台北市","士林區",726
"台北市","大同區",242
"台北市","大安區",645
"台北市","文山區",851
"台北市","松山區",463
"台北市","萬華區",320
"台南市","七股區",15
"台南市","下營區",13
"台南市","中西區",117
"台南市","仁德區",116
"台南市","佳里區",63
"台南市","六甲區",13
"台南市","北區",240
"台南市","北門區",3
"台南市","南化區",6
"台南市","南區",189
"台南市","善化區",73
"台南市","大內區",9
"台南市","學甲區",14
"台南市","安南區",286
"台南市","安定區",21
"台南市","安平區",92
"台南市","官田區",19
"台南市","將軍區",10
"台南市","山上區",3
"台南市","左鎮區",4
"台南市","後壁區",24
"台南市","新化區",67
"台南市","新市區",65
"台南市","新營區",93
"台南市","東區",255
"台南市","東山區",16
"台南市","柳營區",34
"台南市","楠西區",5
"台南市","歸仁區",54
"台南市","永康區",480
"台南市","玉井區",7
"台南市","白河區",22
"台南市","西港區",23
"台南市","關廟區",47
"台南市","鹽水區",23
"台南市","麻豆區",48
"台南市","龍崎區",4
"台東縣","卑南鄉",21
"台東縣","台東市",282
"台東縣","大武鄉",7
"台東縣","太麻里鄉",17
"台東縣","延平鄉",5
"台東縣","成功鎮",7
"台東縣","東河鄉",12
"台東縣","池上鄉",11
"台東縣","海端鄉",8
"台東縣","綠島鄉",5
"台東縣","蘭嶼鄉",5
"台東縣","達仁鄉",11
"台東縣","金峰鄉",9
"台東縣","長濱鄉",1
"台東縣","關山鎮",18
"台東縣","鹿野鄉",2
"嘉義市","東區",186
"嘉義市","西區",223
"嘉義縣","中埔鄉",56
"嘉義縣","六腳鄉",20
"嘉義縣","大埔鄉",12
"嘉義縣","大林鎮",30
"嘉義縣","太保市",55
"嘉義縣","布袋鎮",11
"嘉義縣","新港鄉",29
"嘉義縣","朴子市",41
"嘉義縣","東石鄉",18
"嘉義縣","梅山鄉",10
"嘉義縣","民雄鄉",124
"嘉義縣","水上鄉",74
"嘉義縣","溪口鄉",11
"嘉義縣","番路鄉",13
"嘉義縣","竹崎鄉",18
"嘉義縣","義竹鄉",3
"嘉義縣","阿里山鄉",14
"嘉義縣","鹿草鄉",7
"基隆市","七堵區",92
"基隆市","中山區",91
"基隆市","中正區",96
"基隆市","仁愛區",61
"基隆市","信義區",119
"基隆市","安樂區",174
"基隆市","暖暖區",61
"宜蘭縣","三星鄉",33
"宜蘭縣","五結鄉",60
"宜蘭縣","冬山鄉",89
"宜蘭縣","南澳鄉",4
"宜蘭縣","員山鄉",74
"宜蘭縣","壯圍鄉",40
"宜蘭縣","大同鄉",3
"宜蘭縣","宜蘭市",186
"宜蘭縣","礁溪鄉",58
"宜蘭縣","羅東鎮",100
"宜蘭縣","蘇澳鎮",82
"宜蘭縣","頭城鎮",58
"屏東縣","三地門鄉",15
"屏東縣","九如鄉",17
"屏東縣","佳冬鄉",16
"屏東縣","來義鄉",8
"屏東縣","內埔鄉",77
"屏東縣","南州鄉",4
"屏東縣","屏東市",284
"屏東縣","崁頂鄉",13
"屏東縣","恆春鎮",34
"屏東縣","新園鄉",35
"屏東縣","新埤鄉",4
"屏東縣","春日鄉",4
"屏東縣","東港鎮",44
"屏東縣","枋寮鄉",14
"屏東縣","林邊鄉",5
"屏東縣","泰武鄉",14
"屏東縣","滿州鄉",7
"屏東縣","潮州鎮",48
"屏東縣","牡丹鄉",6
"屏東縣","獅子鄉",9
"屏東縣","琉球鄉",10
"屏東縣","瑪家鄉",12
"屏東縣","竹田鄉",20
"屏東縣","萬丹鄉",36
"屏東縣","萬巒鄉",24
"屏東縣","車城鄉",3
"屏東縣","里港鄉",16
"屏東縣","長治鄉",39
"屏東縣","霧台鄉",3
"屏東縣","高樹鄉",19
"屏東縣","鹽埔鄉",18
"屏東縣","麟洛鄉",15
"彰化縣","二林鎮",66
"彰化縣","二水鄉",10
"彰化縣","伸港鄉",41
"彰化縣","北斗鎮",33
"彰化縣","和美鎮",101
"彰化縣","員林市",187
"彰化縣","埔心鄉",21
"彰化縣","埔鹽鄉",22
"彰化縣","埤頭鄉",20
"彰化縣","大城鄉",20
"彰化縣","大村鄉",59
"彰化縣","彰化市",342
"彰化縣","永靖鄉",30
"彰化縣","溪州鄉",15
"彰化縣","溪湖鎮",57
"彰化縣","田中鎮",46
"彰化縣","田尾鄉",26
"彰化縣","社頭鄉",46
"彰化縣","福興鄉",49
"彰化縣","秀水鄉",51
"彰化縣","竹塘鄉",3
"彰化縣","線西鄉",19
"彰化縣","芬園鄉",11
"彰化縣","花壇鄉",48
"彰化縣","芳苑鄉",26
"彰化縣","鹿港鎮",105
"新北市","三峽區",241
"新北市","三芝區",25
"新北市","三重區",1178
"新北市","中和區",1465
"新北市","五股區",272
"新北市","八里區",62
"新北市","土城區",626
"新北市","坪林區",1
"新北市","平溪區",3
"新北市","新店區",946
"新北市","新莊區",1295
"新北市","板橋區",2268
"新北市","林口區",341
"新北市","樹林區",458
"新北市","永和區",616
"新北市","汐止區",782
"新北市","泰山區",155
"新北市","淡水區",557
"新北市","深坑區",61
"新北市","烏來區",9
"新北市","瑞芳區",22
"新北市","石碇區",3
"新北市","石門區",2
"新北市","萬里區",21
"新北市","蘆洲區",555
"新北市","貢寮區",6
"新北市","金山區",38
"新北市","雙溪區",8
"新北市","鶯歌區",168
"新竹市","北區",375
"新竹市","東區",838
"新竹市","香山區",216
"新竹縣","五峰鄉",4
"新竹縣","北埔鄉",10
"新竹縣","寶山鄉",29
"新竹縣","尖石鄉",10
"新竹縣","峨眉鄉",8
"新竹縣","新埔鎮",64
"新竹縣","新豐鄉",89
"新竹縣","橫山鄉",20
"新竹縣","湖口鄉",174
"新竹縣","竹北市",742
"新竹縣","竹東鎮",190
"新竹縣","芎林鄉",25
"新竹縣","關西鎮",34
"桃園市","中壢區",1158
"桃園市","八德區",444
"桃園市","大園區",185
"桃園市","大溪區",117
"桃園市","平鎮區",492
"桃園市","復興區",9
"桃園市","新屋區",75
"桃園市","桃園區",1306
"桃園市","楊梅區",356
"桃園市","蘆竹區",357
"桃園市","觀音區",99
"桃園市","龍潭區",215
"桃園市","龜山區",442
"澎湖縣","七美鄉",5
"澎湖縣","望安鄉",3
"澎湖縣","湖西鄉",28
"澎湖縣","白沙鄉",10
"澎湖縣","西嶼鄉",8
"澎湖縣","馬公市",174
"花蓮縣","光復鄉",47
"花蓮縣","卓溪鄉",9
"花蓮縣","吉安鄉",234
"花蓮縣","壽豐鄉",38
"花蓮縣","富里鄉",11
"花蓮縣","新城鄉",33
"花蓮縣","玉里鎮",53
"花蓮縣","瑞穗鄉",23
"花蓮縣","秀林鄉",16
"花蓮縣","花蓮市",300
"花蓮縣","萬榮鄉",7
"花蓮縣","豐濱鄉",2
"花蓮縣","鳳林鎮",24
"苗栗縣","三灣鄉",8
"苗栗縣","三義鄉",27
"苗栗縣","公館鄉",79
"苗栗縣","卓蘭鎮",8
"苗栗縣","南庄鄉",10
"苗栗縣","大湖鄉",12
"苗栗縣","後龍鎮",56
"苗栗縣","泰安鄉",9
"苗栗縣","獅潭鄉",10
"苗栗縣","竹南鎮",175
"苗栗縣","苑裡鎮",64
"苗栗縣","苗栗市",178
"苗栗縣","西湖鄉",1
"苗栗縣","通霄鎮",29
"苗栗縣","造橋鄉",13
"苗栗縣","銅鑼鄉",19
"苗栗縣","頭份市",248
"苗栗縣","頭屋鄉",11
"連江縣","北竿鄉",2
"連江縣","南竿鄉",4
"連江縣","莒光鄉",1
"金門縣","烈嶼鄉",3
"金門縣","金城鎮",65
"金門縣","金寧鄉",53
"金門縣","金沙鎮",7
"金門縣","金湖鎮",46
"雲林縣","二崙鄉",13
"雲林縣","元長鄉",23
"雲林縣","北港鎮",45
"雲林縣","口湖鄉",14
"雲林縣","古坑鄉",33
"雲林縣","台西鄉",19
"雲林縣","四湖鄉",16
"雲林縣","土庫鎮",39
"雲林縣","大埤鄉",16
"雲林縣","崙背鄉",12
"雲林縣","斗六市",291
"雲林縣","斗南鎮",50
"雲林縣","東勢鄉",24
"雲林縣","林內鄉",13
"雲林縣","水林鄉",17
"雲林縣","莿桐鄉",24
"雲林縣","虎尾鎮",161
"雲林縣","褒忠鄉",7
"雲林縣","西螺鎮",33
"雲林縣","麥寮鄉",62
"高雄市","三民區",655
"高雄市","仁武區",118
"高雄市","內門區",1
"高雄市","六龜區",4
"高雄市","前金區",30
"高雄市","前鎮區",258
"高雄市","大寮區",120
"高雄市","大樹區",24
"高雄市","大社區",31
"高雄市","小港區",153
"高雄市","岡山區",119
"高雄市","左營區",326
"高雄市","彌陀區",9
"高雄市","新興區",69
"高雄市","旗山區",21
"高雄市","旗津區",26
"高雄市","杉林區",3
"高雄市","林園區",47
"高雄市","桃源區",1
"高雄市","梓官區",25
"高雄市","楠梓區",315
"高雄市","橋頭區",27
"高雄市","永安區",10
"高雄市","湖內區",29
"高雄市","燕巢區",11
"高雄市","田寮區",5
"高雄市","甲仙區",1
"高雄市","美濃區",18
"高雄市","苓雅區",202
"高雄市","茂林區",4
"高雄市","茄萣區",25
"高雄市","路竹區",32
"高雄市","那瑪夏區",4
"高雄市","阿蓮區",21
"高雄市","鳥松區",38
"高雄市","鳳山區",628
