"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1527
"南投縣","仁愛鄉",NA,3535
"南投縣","信義鄉",NA,3439
"南投縣","南投市",NA,20956
"南投縣","名間鄉",NA,5774
"南投縣","國姓鄉",NA,2038
"南投縣","埔里鎮",NA,14102
"南投縣","水里鄉",NA,2027
"南投縣","竹山鎮",NA,8739
"南投縣","草屯鎮",NA,19162
"南投縣","集集鎮",NA,1239
"南投縣","魚池鄉",NA,1475
"南投縣","鹿谷鄉",NA,1956
"台中市","中區",NA,3549
"台中市","北區",NA,33544
"台中市","北屯區",NA,61485
"台中市","南區",NA,29388
"台中市","南屯區",NA,39248
"台中市","后里區",NA,10424
"台中市","和平區",NA,1786
"台中市","外埔區",NA,6892
"台中市","大安區",NA,3582
"台中市","大甲區",NA,15655
"台中市","大肚區",NA,12421
"台中市","大里區",NA,48135
"台中市","大雅區",NA,23447
"台中市","太平區",NA,44878
"台中市","新社區",NA,3112
"台中市","東勢區",NA,7903
"台中市","東區",NA,17464
"台中市","梧棲區",NA,15693
"台中市","沙鹿區",NA,24480
"台中市","清水區",NA,19570
"台中市","潭子區",NA,23554
"台中市","烏日區",NA,18620
"台中市","石岡區",NA,2355
"台中市","神岡區",NA,14705
"台中市","西區",NA,23172
"台中市","西屯區",NA,56259
"台中市","豐原區",NA,33284
"台中市","霧峰區",NA,14895
"台中市","龍井區",NA,18237
"台北市","中山區",NA,49061
"台北市","中正區",NA,25811
"台北市","信義區",NA,47881
"台北市","內湖區",NA,57796
"台北市","北投區",NA,54207
"台北市","南港區",NA,27502
"台北市","士林區",NA,55905
"台北市","大同區",NA,26934
"台北市","大安區",NA,46978
"台北市","文山區",NA,56236
"台北市","松山區",NA,36284
"台北市","萬華區",NA,45033
"台南市","七股區",NA,2873
"台南市","下營區",NA,3358
"台南市","中西區",NA,13381
"台南市","仁德區",NA,18175
"台南市","佳里區",NA,9887
"台南市","六甲區",NA,3767
"台南市","北區",NA,26138
"台南市","北門區",NA,863
"台南市","南化區",NA,804
"台南市","南區",NA,25669
"台南市","善化區",NA,11101
"台南市","大內區",NA,1108
"台南市","學甲區",NA,3432
"台南市","安南區",NA,42243
"台南市","安定區",NA,5759
"台南市","安平區",NA,13359
"台南市","官田區",NA,3697
"台南市","將軍區",NA,2069
"台南市","山上區",NA,1525
"台南市","左鎮區",NA,545
"台南市","後壁區",NA,3073
"台南市","新化區",NA,8776
"台南市","新市區",NA,9401
"台南市","新營區",NA,14255
"台南市","東區",NA,33864
"台南市","東山區",NA,2177
"台南市","柳營區",NA,4099
"台南市","楠西區",NA,911
"台南市","歸仁區",NA,14412
"台南市","永康區",NA,57924
"台南市","玉井區",NA,1986
"台南市","白河區",NA,3515
"台南市","西港區",NA,4199
"台南市","關廟區",NA,7181
"台南市","鹽水區",NA,4083
"台南市","麻豆區",NA,7374
"台南市","龍崎區",NA,304
"台東縣","卑南鄉",NA,3506
