"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,38
"台中市",NA,206
"台北市",NA,4783
"台南市",NA,50
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,313
"宜蘭縣",NA,98
"屏東縣",NA,48
"彰化縣",NA,272
"新北市",NA,6767
"新竹市",NA,43
"新竹縣",NA,110
"桃園市",NA,778
"澎湖縣",NA,5
"空值",1311,NA
"花蓮縣",NA,68
"苗栗縣",NA,549
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,86
