"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,22
"南投縣","仁愛鄉",NA,144
"南投縣","信義鄉",NA,153
"南投縣","南投市",NA,535
"南投縣","名間鄉",NA,164
"南投縣","國姓鄉",NA,63
"南投縣","埔里鎮",NA,450
"南投縣","水里鄉",NA,41
"南投縣","竹山鎮",NA,258
"南投縣","草屯鎮",NA,577
"南投縣","集集鎮",NA,43
"南投縣","魚池鄉",NA,50
"南投縣","鹿谷鄉",NA,67
"台中市","中區",NA,282
"台中市","北區",NA,2120
"台中市","北屯區",NA,3489
"台中市","南區",NA,1309
"台中市","南屯區",NA,1990
"台中市","后里區",NA,511
"台中市","和平區",NA,61
"台中市","外埔區",NA,208
"台中市","大安區",NA,160
"台中市","大甲區",NA,553
"台中市","大肚區",NA,417
"台中市","大里區",NA,2085
"台中市","大雅區",NA,1029
"台中市","太平區",NA,1717
"台中市","新社區",NA,82
"台中市","東勢區",NA,235
"台中市","東區",NA,872
"台中市","梧棲區",NA,1010
"台中市","沙鹿區",NA,1175
"台中市","清水區",NA,942
"台中市","潭子區",NA,898
"台中市","烏日區",NA,673
"台中市","石岡區",NA,69
"台中市","神岡區",NA,763
"台中市","西區",NA,1210
"台中市","西屯區",NA,3248
"台中市","豐原區",NA,1306
"台中市","霧峰區",NA,675
"台中市","龍井區",NA,813
"台北市","中山區",NA,9589
"台北市","中正區",NA,5125
"台北市","信義區",NA,8611
"台北市","內湖區",NA,8985
"台北市","北投區",NA,9782
"台北市","南港區",NA,4766
"台北市","士林區",NA,10414
"台北市","大同區",NA,5777
"台北市","大安區",NA,9623
"台北市","文山區",NA,12024
"台北市","松山區",NA,6633
"台北市","萬華區",NA,14096
"台南市","七股區",NA,81
"台南市","下營區",NA,96
"台南市","中西區",NA,746
"台南市","仁德區",NA,799
"台南市","佳里區",NA,227
"台南市","六甲區",NA,105
"台南市","北區",NA,1212
"台南市","北門區",NA,11
"台南市","南化區",NA,18
"台南市","南區",NA,1092
"台南市","善化區",NA,309
"台南市","大內區",NA,36
"台南市","學甲區",NA,133
"台南市","安南區",NA,1511
"台南市","安定區",NA,231
"台南市","安平區",NA,717
"台南市","官田區",NA,108
"台南市","將軍區",NA,64
"台南市","山上區",NA,81
"台南市","左鎮區",NA,12
"台南市","後壁區",NA,80
"台南市","新化區",NA,682
"台南市","新市區",NA,269
"台南市","新營區",NA,428
"台南市","東區",NA,1497
"台南市","東山區",NA,92
"台南市","柳營區",NA,115
"台南市","楠西區",NA,19
"台南市","歸仁區",NA,582
"台南市","永康區",NA,2866
"台南市","玉井區",NA,57
"台南市","白河區",NA,119
"台南市","西港區",NA,98
"台南市","關廟區",NA,243
"台南市","鹽水區",NA,104
"台南市","麻豆區",NA,276
"台南市","龍崎區",NA,10
"台東縣","卑南鄉",NA,243
"台東縣","台東市",NA,1405
"台東縣","大武鄉",NA,34
"台東縣","太麻里鄉",NA,107
"台東縣","延平鄉",NA,40
"台東縣","成功鎮",NA,288
"台東縣","東河鄉",NA,49
"台東縣","池上鄉",NA,49
"台東縣","海端鄉",NA,70
"台東縣","綠島鄉",NA,93
"台東縣","蘭嶼鄉",NA,108
"台東縣","達仁鄉",NA,24
"台東縣","金峰鄉",NA,47
"台東縣","長濱鄉",NA,138
"台東縣","關山鎮",NA,56
