"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,591
"南投縣","仁愛鄉",NA,1716
"南投縣","信義鄉",NA,1534
"南投縣","南投市",NA,8917
"南投縣","名間鄉",NA,2396
"南投縣","國姓鄉",NA,819
"南投縣","埔里鎮",NA,5319
"南投縣","水里鄉",NA,690
"南投縣","竹山鎮",NA,3747
"南投縣","草屯鎮",NA,7049
"南投縣","集集鎮",NA,401
"南投縣","魚池鄉",NA,488
"南投縣","鹿谷鄉",NA,797
"台中市","中區",NA,1966
"台中市","北區",NA,15509
"台中市","北屯區",NA,26004
"台中市","南區",NA,12414
"台中市","南屯區",NA,16422
"台中市","后里區",NA,4370
"台中市","和平區",NA,779
"台中市","外埔區",NA,2762
"台中市","大安區",NA,1560
"台中市","大甲區",NA,6894
"台中市","大肚區",NA,5761
"台中市","大里區",NA,22118
"台中市","大雅區",NA,10586
"台中市","太平區",NA,20741
"台中市","新社區",NA,1284
"台中市","東勢區",NA,3125
"台中市","東區",NA,8193
"台中市","梧棲區",NA,8316
"台中市","沙鹿區",NA,11723
"台中市","清水區",NA,9111
"台中市","潭子區",NA,10254
"台中市","烏日區",NA,8597
"台中市","石岡區",NA,949
"台中市","神岡區",NA,6502
"台中市","西區",NA,10470
"台中市","西屯區",NA,25640
"台中市","豐原區",NA,14269
"台中市","霧峰區",NA,7079
"台中市","龍井區",NA,8407
"台北市","中山區",NA,27931
"台北市","中正區",NA,14526
"台北市","信義區",NA,28249
"台北市","內湖區",NA,31970
"台北市","北投區",NA,33302
"台北市","南港區",NA,16337
"台北市","士林區",NA,32739
"台北市","大同區",NA,16945
"台北市","大安區",NA,26486
"台北市","文山區",NA,32844
"台北市","松山區",NA,20567
"台北市","萬華區",NA,32391
"台南市","七股區",NA,1284
"台南市","下營區",NA,1300
"台南市","中西區",NA,6201
"台南市","仁德區",NA,8227
"台南市","佳里區",NA,4155
"台南市","六甲區",NA,1482
"台南市","北區",NA,11958
"台南市","北門區",NA,345
"台南市","南化區",NA,293
"台南市","南區",NA,12003
"台南市","善化區",NA,4852
"台南市","大內區",NA,501
"台南市","學甲區",NA,1435
"台南市","安南區",NA,19939
"台南市","安定區",NA,2663
"台南市","安平區",NA,6021
"台南市","官田區",NA,1501
"台南市","將軍區",NA,731
"台南市","山上區",NA,713
"台南市","左鎮區",NA,301
"台南市","後壁區",NA,1178
"台南市","新化區",NA,4237
"台南市","新市區",NA,4375
"台南市","新營區",NA,6049
"台南市","東區",NA,14774
"台南市","東山區",NA,848
"台南市","柳營區",NA,1853
"台南市","楠西區",NA,358
"台南市","歸仁區",NA,6455
"台南市","永康區",NA,27456
"台南市","玉井區",NA,780
"台南市","白河區",NA,1195
"台南市","西港區",NA,1851
"台南市","關廟區",NA,3580
"台南市","鹽水區",NA,1534
"台南市","麻豆區",NA,3384
"台南市","龍崎區",NA,134
"台東縣","卑南鄉",NA,1513
"台東縣","台東市",NA,12704
"台東縣","大武鄉",NA,308
"台東縣","太麻里鄉",NA,888
"台東縣","延平鄉",NA,428
"台東縣","成功鎮",NA,1118
"台東縣","東河鄉",NA,603
"台東縣","池上鄉",NA,431
"台東縣","海端鄉",NA,597
"台東縣","綠島鄉",NA,338
"台東縣","蘭嶼鄉",NA,586
"台東縣","達仁鄉",NA,199
"台東縣","金峰鄉",NA,356
"台東縣","長濱鄉",NA,560
"台東縣","關山鎮",NA,704
"台東縣","鹿野鄉",NA,514
"嘉義市","東區",NA,8150
"嘉義市","西區",NA,10262
"嘉義縣","中埔鄉",NA,2651
"嘉義縣","六腳鄉",NA,1007
"嘉義縣","大埔鄉",NA,90
"嘉義縣","大林鎮",NA,2184
"嘉義縣","太保市",NA,2638
"嘉義縣","布袋鎮",NA,1082
"嘉義縣","新港鄉",NA,1499
"嘉義縣","朴子市",NA,2468
"嘉義縣","東石鄉",NA,662
"嘉義縣","梅山鄉",NA,763
"嘉義縣","民雄鄉",NA,5493
"嘉義縣","水上鄉",NA,3791
"嘉義縣","溪口鄉",NA,670
"嘉義縣","番路鄉",NA,459
"嘉義縣","竹崎鄉",NA,1482
"嘉義縣","義竹鄉",NA,565
"嘉義縣","阿里山鄉",NA,329
"嘉義縣","鹿草鄉",NA,964
"基隆市","七堵區",NA,9974
"基隆市","中山區",NA,8281
"基隆市","中正區",NA,10135
"基隆市","仁愛區",NA,7704
"基隆市","信義區",NA,10162
"基隆市","其他",NA,1
"基隆市","安樂區",NA,15378
"基隆市","暖暖區",NA,6937
"宜蘭縣","三星鄉",NA,2526
"宜蘭縣","五結鄉",NA,4882
"宜蘭縣","冬山鄉",NA,6691
"宜蘭縣","南澳鄉",NA,1824
"宜蘭縣","員山鄉",NA,3803
"宜蘭縣","壯圍鄉",NA,2506
"宜蘭縣","大同鄉",NA,1269
"宜蘭縣","宜蘭市",NA,11379
"宜蘭縣","礁溪鄉",NA,4689
"宜蘭縣","羅東鎮",NA,8566
"宜蘭縣","蘇澳鎮",NA,5874
"宜蘭縣","頭城鎮",NA,3081
"屏東縣","三地門鄉",NA,910
"屏東縣","九如鄉",NA,1819
"屏東縣","佳冬鄉",NA,1069
"屏東縣","來義鄉",NA,995
"屏東縣","內埔鄉",NA,5151
"屏東縣","南州鄉",NA,672
"屏東縣","屏東市",NA,19655
"屏東縣","崁頂鄉",NA,847
"屏東縣","恆春鎮",NA,2675
"屏東縣","新園鄉",NA,3634
"屏東縣","新埤鄉",NA,669
"屏東縣","春日鄉",NA,663
"屏東縣","東港鎮",NA,5610
"屏東縣","枋寮鄉",NA,1769
"屏東縣","枋山鄉",NA,249
"屏東縣","林邊鄉",NA,1098
"屏東縣","泰武鄉",NA,963
"屏東縣","滿州鄉",NA,360
"屏東縣","潮州鎮",NA,5102
"屏東縣","牡丹鄉",NA,422
"屏東縣","獅子鄉",NA,494
"屏東縣","琉球鄉",NA,513
"屏東縣","瑪家鄉",NA,1080
"屏東縣","竹田鄉",NA,1205
"屏東縣","萬丹鄉",NA,4887
"屏東縣","萬巒鄉",NA,1423
"屏東縣","車城鄉",NA,506
"屏東縣","里港鄉",NA,2181
"屏東縣","長治鄉",NA,2987
"屏東縣","霧台鄉",NA,166
"屏東縣","高樹鄉",NA,1107
"屏東縣","鹽埔鄉",NA,2161
"屏東縣","麟洛鄉",NA,927
"彰化縣","二林鎮",NA,4248
"彰化縣","二水鄉",NA,787
"彰化縣","伸港鄉",NA,3466
"彰化縣","北斗鎮",NA,2655
"彰化縣","和美鎮",NA,9561
"彰化縣","員林市",NA,10427
"彰化縣","埔心鄉",NA,2850
"彰化縣","埔鹽鄉",NA,1941
"彰化縣","埤頭鄉",NA,1925
"彰化縣","大城鄉",NA,944
"彰化縣","大村鄉",NA,3952
"彰化縣","彰化市",NA,20970
"彰化縣","永靖鄉",NA,2442
"彰化縣","溪州鄉",NA,1679
"彰化縣","溪湖鎮",NA,3629
"彰化縣","田中鎮",NA,2966
"彰化縣","田尾鄉",NA,1509
"彰化縣","社頭鄉",NA,2897
"彰化縣","福興鄉",NA,3823
"彰化縣","秀水鄉",NA,3038
"彰化縣","竹塘鄉",NA,708
"彰化縣","線西鄉",NA,1512
"彰化縣","芬園鄉",NA,1661
"彰化縣","花壇鄉",NA,4326
"彰化縣","芳苑鄉",NA,2309
"彰化縣","鹿港鎮",NA,10172
"新北市","三峽區",NA,17583
"新北市","三芝區",NA,1953
"新北市","三重區",NA,81612
"新北市","中和區",NA,82204
"新北市","五股區",NA,17154
"新北市","八里區",NA,6091
"新北市","土城區",NA,44863
"新北市","坪林區",NA,312
"新北市","平溪區",NA,267
"新北市","新店區",NA,50516
"新北市","新莊區",NA,81976
"新北市","板橋區",NA,104485
"新北市","林口區",NA,16691
"新北市","樹林區",NA,31182
"新北市","永和區",NA,35361
"新北市","汐止區",NA,41291
"新北市","泰山區",NA,14032
"新北市","淡水區",NA,26733
"新北市","深坑區",NA,4416
"新北市","烏來區",NA,629
"新北市","瑞芳區",NA,5696
"新北市","石碇區",NA,619
"新北市","石門區",NA,487
"新北市","萬里區",NA,2012
"新北市","蘆洲區",NA,36061
"新北市","貢寮區",NA,544
"新北市","金山區",NA,2146
"新北市","雙溪區",NA,449
"新北市","鶯歌區",NA,14840
"新竹市","北區",NA,15728
"新竹市","東區",NA,26250
"新竹市","香山區",NA,9507
"新竹縣","五峰鄉",NA,522
"新竹縣","北埔鄉",NA,555
"新竹縣","寶山鄉",NA,1641
"新竹縣","尖石鄉",NA,1179
"新竹縣","峨眉鄉",NA,302
"新竹縣","新埔鎮",NA,3274
"新竹縣","新豐鄉",NA,7809
"新竹縣","橫山鄉",NA,1089
"新竹縣","湖口鄉",NA,15176
"新竹縣","竹北市",NA,23727
"新竹縣","竹東鎮",NA,12822
"新竹縣","芎林鄉",NA,2020
"新竹縣","關西鎮",NA,2771
"桃園市","中壢區",NA,63285
"桃園市","八德區",NA,32153
"桃園市","大園區",NA,12857
"桃園市","大溪區",NA,15008
"桃園市","平鎮區",NA,32864
