"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",96
"南投縣","仁愛鄉",182
"南投縣","信義鄉",149
"南投縣","南投市",1340
"南投縣","名間鄉",326
"南投縣","國姓鄉",75
"南投縣","埔里鎮",1002
"南投縣","水里鄉",77
"南投縣","竹山鎮",424
"南投縣","草屯鎮",1220
"南投縣","集集鎮",55
"南投縣","魚池鄉",58
"南投縣","鹿谷鄉",102
"台中市","中區",178
"台中市","北區",2057
"台中市","北屯區",3595
"台中市","南區",1547
"台中市","南屯區",2542
"台中市","后里區",461
"台中市","和平區",82
"台中市","外埔區",325
"台中市","大安區",168
"台中市","大甲區",993
"台中市","大肚區",711
"台中市","大里區",3055
"台中市","大雅區",1294
"台中市","太平區",3139
"台中市","新社區",120
"台中市","東勢區",324
"台中市","東區",1064
"台中市","梧棲區",913
"台中市","沙鹿區",1375
"台中市","清水區",1000
"台中市","潭子區",1425
"台中市","烏日區",1029
"台中市","石岡區",109
"台中市","神岡區",790
"台中市","西區",1252
"台中市","西屯區",4565
"台中市","豐原區",2365
"台中市","霧峰區",954
"台中市","龍井區",1041
"台北市","中山區",1836
"台北市","中正區",836
"台北市","信義區",1792
"台北市","內湖區",3484
"台北市","北投區",2093
"台北市","南港區",968
"台北市","士林區",1783
"台北市","大同區",967
"台北市","大安區",1533
"台北市","文山區",1896
"台北市","松山區",1263
"台北市","萬華區",1362
"台南市","七股區",168
"台南市","下營區",183
"台南市","中西區",862
"台南市","仁德區",1018
"台南市","佳里區",545
"台南市","六甲區",187
"台南市","北區",1724
"台南市","北門區",42
"台南市","南化區",49
"台南市","南區",1542
"台南市","善化區",588
"台南市","大內區",42
"台南市","學甲區",144
"台南市","安南區",2814
"台南市","安定區",244
"台南市","安平區",650
"台南市","官田區",185
"台南市","將軍區",62
"台南市","山上區",54
"台南市","左鎮區",26
"台南市","後壁區",149
"台南市","新化區",555
"台南市","新市區",564
"台南市","新營區",943
"台南市","東區",2288
"台南市","東山區",121
"台南市","柳營區",203
"台南市","楠西區",66
"台南市","歸仁區",888
"台南市","永康區",4529
"台南市","玉井區",117
"台南市","白河區",267
"台南市","西港區",193
"台南市","關廟區",460
"台南市","鹽水區",199
"台南市","麻豆區",395
"台南市","龍崎區",13
"台東縣","卑南鄉",142
"台東縣","台東市",1618
"台東縣","大武鄉",31
"台東縣","太麻里鄉",89
"台東縣","延平鄉",61
"台東縣","成功鎮",100
"台東縣","東河鄉",52
"台東縣","池上鄉",40
"台東縣","海端鄉",64
"台東縣","綠島鄉",16
"台東縣","蘭嶼鄉",41
"台東縣","達仁鄉",34
"台東縣","金峰鄉",20
"台東縣","長濱鄉",50
"台東縣","關山鎮",25
"台東縣","鹿野鄉",40
"嘉義市","東區",1252
"嘉義市","西區",1612
"嘉義縣","中埔鄉",374
"嘉義縣","六腳鄉",93
"嘉義縣","大埔鄉",20
"嘉義縣","大林鎮",271
"嘉義縣","太保市",351
"嘉義縣","布袋鎮",78
"嘉義縣","新港鄉",179
"嘉義縣","朴子市",281
"嘉義縣","東石鄉",132
"嘉義縣","梅山鄉",93
"嘉義縣","民雄鄉",903
"嘉義縣","水上鄉",391
"嘉義縣","溪口鄉",70
"嘉義縣","番路鄉",62
"嘉義縣","竹崎鄉",219
"嘉義縣","義竹鄉",68
"嘉義縣","阿里山鄉",32
"嘉義縣","鹿草鄉",102
"基隆市","七堵區",417
"基隆市","中山區",362
"基隆市","中正區",443
"基隆市","仁愛區",273
"基隆市","信義區",472
"基隆市","安樂區",814
"基隆市","暖暖區",262
"宜蘭縣","三星鄉",167
"宜蘭縣","五結鄉",347
"宜蘭縣","冬山鄉",607
"宜蘭縣","南澳鄉",89
"宜蘭縣","員山鄉",274
"宜蘭縣","壯圍鄉",151
"宜蘭縣","大同鄉",76
"宜蘭縣","宜蘭市",985
"宜蘭縣","礁溪鄉",399
"宜蘭縣","羅東鎮",764
"宜蘭縣","蘇澳鎮",454
"宜蘭縣","頭城鎮",206
"屏東縣","三地門鄉",97
"屏東縣","九如鄉",246
"屏東縣","佳冬鄉",116
"屏東縣","來義鄉",48
"屏東縣","內埔鄉",886
