"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1446
"南投縣","仁愛鄉",NA,3421
"南投縣","信義鄉",NA,3281
"南投縣","南投市",NA,19888
"南投縣","名間鄉",NA,5504
"南投縣","國姓鄉",NA,1966
"南投縣","埔里鎮",NA,13526
"南投縣","水里鄉",NA,1909
"南投縣","竹山鎮",NA,8217
"南投縣","草屯鎮",NA,18226
"南投縣","集集鎮",NA,1180
"南投縣","魚池鄉",NA,1374
"南投縣","鹿谷鄉",NA,1829
"台中市","中區",NA,3400
"台中市","北區",NA,31396
"台中市","北屯區",NA,57599
"台中市","南區",NA,27626
"台中市","南屯區",NA,36908
"台中市","后里區",NA,9846
"台中市","和平區",NA,1677
"台中市","外埔區",NA,6489
"台中市","大安區",NA,3430
"台中市","大甲區",NA,14925
"台中市","大肚區",NA,11911
"台中市","大里區",NA,45730
"台中市","大雅區",NA,22351
"台中市","太平區",NA,42403
"台中市","新社區",NA,2938
"台中市","東勢區",NA,7468
"台中市","東區",NA,16546
"台中市","梧棲區",NA,15136
"台中市","沙鹿區",NA,23345
"台中市","清水區",NA,18746
"台中市","潭子區",NA,22329
"台中市","烏日區",NA,17673
"台中市","石岡區",NA,2225
"台中市","神岡區",NA,14007
"台中市","西區",NA,21928
"台中市","西屯區",NA,52911
"台中市","豐原區",NA,31386
"台中市","霧峰區",NA,14257
"台中市","龍井區",NA,17391
"台北市","中山區",NA,45864
"台北市","中正區",NA,23940
"台北市","信義區",NA,44745
"台北市","內湖區",NA,53674
"台北市","北投區",NA,50916
"台北市","南港區",NA,25897
"台北市","士林區",NA,52217
"台北市","大同區",NA,25361
"台北市","大安區",NA,43476
"台北市","文山區",NA,52398
"台北市","松山區",NA,33858
"台北市","萬華區",NA,43116
"台南市","七股區",NA,2740
"台南市","下營區",NA,3215
"台南市","中西區",NA,12749
"台南市","仁德區",NA,17341
"台南市","佳里區",NA,9355
"台南市","六甲區",NA,3626
"台南市","北區",NA,24760
"台南市","北門區",NA,836
"台南市","南化區",NA,773
"台南市","南區",NA,24563
"台南市","善化區",NA,10431
"台南市","大內區",NA,1067
"台南市","學甲區",NA,3277
"台南市","安南區",NA,40387
"台南市","安定區",NA,5525
"台南市","安平區",NA,12711
"台南市","官田區",NA,3572
"台南市","將軍區",NA,1966
"台南市","山上區",NA,1488
"台南市","左鎮區",NA,520
"台南市","後壁區",NA,2881
"台南市","新化區",NA,8271
"台南市","新市區",NA,8952
"台南市","新營區",NA,13576
"台南市","東區",NA,31976
"台南市","東山區",NA,2052
"台南市","柳營區",NA,3907
"台南市","楠西區",NA,872
"台南市","歸仁區",NA,13867
"台南市","永康區",NA,55308
"台南市","玉井區",NA,1933
"台南市","白河區",NA,3357
"台南市","西港區",NA,4048
"台南市","關廟區",NA,6869
"台南市","鹽水區",NA,3919
"台南市","麻豆區",NA,7059
"台南市","龍崎區",NA,293
"台東縣","卑南鄉",NA,3358
"台東縣","台東市",NA,26288
"台東縣","大武鄉",NA,825
"台東縣","太麻里鄉",NA,1935
"台東縣","延平鄉",NA,972
"台東縣","成功鎮",NA,2363
"台東縣","東河鄉",NA,1230
"台東縣","池上鄉",NA,1104
"台東縣","海端鄉",NA,1190
"台東縣","綠島鄉",NA,698
"台東縣","蘭嶼鄉",NA,1270
"台東縣","達仁鄉",NA,631
"台東縣","金峰鄉",NA,819
"台東縣","長濱鄉",NA,915
"台東縣","關山鎮",NA,1403
"台東縣","鹿野鄉",NA,1376
"嘉義市","東區",NA,20312
"嘉義市","西區",NA,25717
"嘉義縣","中埔鄉",NA,7001
"嘉義縣","六腳鄉",NA,2575
"嘉義縣","大埔鄉",NA,213
"嘉義縣","大林鎮",NA,5201
"嘉義縣","太保市",NA,6821
"嘉義縣","布袋鎮",NA,2652
"嘉義縣","新港鄉",NA,4272
"嘉義縣","朴子市",NA,6496
