"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"139","6258","20220412023000","102","2","屏東縣","恆春鎮","120.745","21.945","209"
"10","6267","20220412023000","140","0","屏東縣","恆春鎮","120.790","21.945","34"
"84","9415","20220412023000","75","1","屏東縣","恆春鎮","120.715","21.970","125"
"69","9416","20220412023000","50","2","屏東縣","恆春鎮","120.845","21.970","120"
"243","15716","20220412023000","230","1","臺東縣","蘭嶼鄉","121.535","22.025","260"
"26","15719","20220412023000","303","0","臺東縣","蘭嶼鄉","121.550","22.025","32"
"31","18068","20220412023000","35","0","屏東縣","車城鄉","120.695","22.045","107"
"53","20191","20220412023000","589","0","臺東縣","蘭嶼鄉","121.570","22.065","63"
"66","40369","20220412023000","63","1","屏東縣","枋山鄉","120.660","22.245","129"
"58","46865","20220412023000","70","0","臺東縣","大武鄉","120.890","22.305","109"
"179","49782","20220412023000","166","1","屏東縣","琉球鄉","120.355","22.330","361"
"207","49783","20220412023000","144","2","屏東縣","琉球鄉","120.375","22.330","380"
"312","52213","20220412023000","259","2","屏東縣","琉球鄉","120.380","22.355","566"
"17","57554","20220412023000","16","1","屏東縣","春日鄉","120.645","22.355","21"
"15","57589","20220412023000","14","1","屏東縣","春日鄉","120.660","22.365","24"
"84","57606","20220412023000","52","3","屏東縣","春日鄉","120.665","22.365","125"
"96","57748","20220412023000","74","2","屏東縣","春日鄉","120.750","22.405","92"
"199","57758","20220412023000","159","2","屏東縣","春日鄉","120.625","22.365","241"
"227","57858","20220412023000","191","1","屏東縣","恆春鎮","120.730","21.985","253"
"17","57868","20220412023000","230","0","屏東縣","車城鄉","120.730","22.055","35"
"90","57949","20220412023000","66","2","屏東縣","車城鄉","120.715","22.050","115"
"173","57951","20220412023000","133","2","屏東縣","車城鄉","120.710","22.055","268"
"176","57952","20220412023000","151","1","屏東縣","枋寮鄉","120.595","22.375","211"
"684","57962","20220412023000","420","3","屏東縣","枋寮鄉","120.595","22.385","956"
"357","57963","20220412023000","387","0","屏東縣","枋寮鄉","120.600","22.385","473"
"14","57992","20220412023000","14","1","屏東縣","滿州鄉","120.890","22.090","28"
"19","58112","20220412023000","13","2","屏東縣","滿州鄉","120.805","22.015","23"
"122","58150","20220412023000","83","2","屏東縣","滿州鄉","120.875","22.115","101"
"10","58179","20220412023000","11","0","屏東縣","滿州鄉","120.880","22.135","10"
"131","58209","20220412023000","90","2","屏東縣","滿州鄉","120.840","21.985","224"
"47","58243","20220412023000","37","2","屏東縣","滿州鄉","120.840","22.015","62"
"251","58245","20220412023000","205","2","屏東縣","滿州鄉","120.835","22.020","326"
