"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,38
"台中市",NA,199
"台北市",NA,4610
"台南市",NA,50
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,307
"宜蘭縣",NA,96
"屏東縣",NA,48
"彰化縣",NA,268
"新北市",NA,6589
"新竹市",NA,41
"新竹縣",NA,108
"桃園市",NA,713
"澎湖縣",NA,5
"空值",1242,NA
"花蓮縣",NA,68
"苗栗縣",NA,547
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,85
