"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",11
"南投縣","仁愛鄉",9
"南投縣","信義鄉",9
"南投縣","南投市",148
"南投縣","名間鄉",35
"南投縣","國姓鄉",10
"南投縣","埔里鎮",127
"南投縣","水里鄉",16
"南投縣","竹山鎮",74
"南投縣","草屯鎮",229
"南投縣","集集鎮",6
"南投縣","魚池鄉",17
"南投縣","鹿谷鄉",9
"台中市","中區",40
"台中市","北區",629
"台中市","北屯區",996
"台中市","南區",485
"台中市","南屯區",710
"台中市","后里區",132
"台中市","和平區",4
"台中市","外埔區",86
"台中市","大安區",23
"台中市","大甲區",142
"台中市","大肚區",215
"台中市","大里區",684
"台中市","大雅區",259
"台中市","太平區",600
"台中市","新社區",31
"台中市","東勢區",129
"台中市","東區",195
"台中市","梧棲區",124
"台中市","沙鹿區",334
"台中市","清水區",186
"台中市","潭子區",347
"台中市","烏日區",207
"台中市","石岡區",37
"台中市","神岡區",131
"台中市","西區",347
"台中市","西屯區",1214
"台中市","豐原區",365
"台中市","霧峰區",133
"台中市","龍井區",232
"台北市","中山區",1091
"台北市","中正區",627
"台北市","信義區",961
"台北市","內湖區",1330
"台北市","北投區",937
"台北市","南港區",449
"台北市","士林區",1071
"台北市","大同區",424
"台北市","大安區",1303
"台北市","文山區",1253
"台北市","松山區",916
"台北市","萬華區",576
"台南市","七股區",12
"台南市","下營區",22
"台南市","中西區",120
"台南市","仁德區",153
"台南市","佳里區",67
"台南市","六甲區",37
"台南市","北區",309
"台南市","北門區",6
"台南市","南化區",5
"台南市","南區",241
"台南市","善化區",149
"台南市","大內區",6
"台南市","學甲區",21
"台南市","安南區",319
"台南市","安定區",39
"台南市","安平區",110
"台南市","官田區",18
"台南市","將軍區",12
"台南市","山上區",10
"台南市","左鎮區",5
"台南市","後壁區",30
"台南市","新化區",39
"台南市","新市區",86
"台南市","新營區",148
"台南市","東區",498
"台南市","東山區",28
"台南市","柳營區",28
"台南市","楠西區",10
"台南市","歸仁區",113
"台南市","永康區",603
"台南市","玉井區",10
"台南市","白河區",17
"台南市","西港區",24
"台南市","關廟區",41
"台南市","鹽水區",30
"台南市","麻豆區",66
"台南市","龍崎區",2
"台東縣","卑南鄉",29
"台東縣","台東市",285
"台東縣","大武鄉",6
"台東縣","太麻里鄉",16
"台東縣","延平鄉",4
"台東縣","成功鎮",21
"台東縣","東河鄉",12
"台東縣","池上鄉",12
"台東縣","海端鄉",4
"台東縣","綠島鄉",3
"台東縣","蘭嶼鄉",7
"台東縣","達仁鄉",4
"台東縣","金峰鄉",18
"台東縣","長濱鄉",6
"台東縣","關山鎮",8
"台東縣","鹿野鄉",12
"嘉義市","東區",246
"嘉義市","西區",341
"嘉義縣","中埔鄉",73
"嘉義縣","六腳鄉",21
"嘉義縣","大埔鄉",1
"嘉義縣","大林鎮",39
"嘉義縣","太保市",74
"嘉義縣","布袋鎮",2
"嘉義縣","新港鄉",34
"嘉義縣","朴子市",65
"嘉義縣","東石鄉",10
"嘉義縣","梅山鄉",12
"嘉義縣","民雄鄉",178
"嘉義縣","水上鄉",75
"嘉義縣","溪口鄉",11
"嘉義縣","番路鄉",6
"嘉義縣","竹崎鄉",64
"嘉義縣","義竹鄉",7
"嘉義縣","阿里山鄉",6
"嘉義縣","鹿草鄉",15
"基隆市","七堵區",160
"基隆市","中山區",129
"基隆市","中正區",140
"基隆市","仁愛區",111
"基隆市","信義區",200
"基隆市","安樂區",270
"基隆市","暖暖區",104
"宜蘭縣","三星鄉",55
"宜蘭縣","五結鄉",100
"宜蘭縣","冬山鄉",133
"宜蘭縣","南澳鄉",6
"宜蘭縣","員山鄉",74
"宜蘭縣","壯圍鄉",45
"宜蘭縣","大同鄉",4
"宜蘭縣","宜蘭市",341
"宜蘭縣","礁溪鄉",97
"宜蘭縣","羅東鎮",241
"宜蘭縣","蘇澳鎮",91
"宜蘭縣","頭城鎮",57
"屏東縣","三地門鄉",7
"屏東縣","九如鄉",19
"屏東縣","佳冬鄉",25
"屏東縣","來義鄉",10
"屏東縣","內埔鄉",87
"屏東縣","南州鄉",13
"屏東縣","屏東市",450
"屏東縣","崁頂鄉",12
"屏東縣","恆春鎮",34
"屏東縣","新園鄉",32
"屏東縣","新埤鄉",9
"屏東縣","春日鄉",10
"屏東縣","東港鎮",65
"屏東縣","枋寮鄉",20
"屏東縣","枋山鄉",10
"屏東縣","林邊鄉",24
"屏東縣","泰武鄉",5
"屏東縣","滿州鄉",3
"屏東縣","潮州鎮",84
"屏東縣","牡丹鄉",6
"屏東縣","獅子鄉",17
"屏東縣","琉球鄉",7
"屏東縣","瑪家鄉",21
"屏東縣","竹田鄉",16
"屏東縣","萬丹鄉",51
"屏東縣","萬巒鄉",14
"屏東縣","車城鄉",11
"屏東縣","里港鄉",51
"屏東縣","長治鄉",43
"屏東縣","霧台鄉",6
"屏東縣","高樹鄉",34
"屏東縣","鹽埔鄉",21
"屏東縣","麟洛鄉",11
"彰化縣","二林鎮",68
"彰化縣","二水鄉",19
"彰化縣","伸港鄉",62
"彰化縣","北斗鎮",61
"彰化縣","和美鎮",167
"彰化縣","員林市",253
"彰化縣","埔心鄉",56
"彰化縣","埔鹽鄉",58
"彰化縣","埤頭鄉",44
"彰化縣","大城鄉",8
"彰化縣","大村鄉",52
"彰化縣","彰化市",492
"彰化縣","永靖鄉",44
"彰化縣","溪州鄉",23
"彰化縣","溪湖鎮",98
"彰化縣","田中鎮",60
"彰化縣","田尾鄉",34
"彰化縣","社頭鄉",61
"彰化縣","福興鄉",50
"彰化縣","秀水鄉",82
"彰化縣","竹塘鄉",14
"彰化縣","線西鄉",22
"彰化縣","芬園鄉",26
"彰化縣","花壇鄉",109
"彰化縣","芳苑鄉",45
"彰化縣","鹿港鎮",131
"新北市","三峽區",381
"新北市","三芝區",44
"新北市","三重區",1922
"新北市","中和區",2376
"新北市","五股區",341
"新北市","八里區",114
"新北市","土城區",917
"新北市","坪林區",6
"新北市","平溪區",4
"新北市","新店區",1734
"新北市","新莊區",1993
"新北市","板橋區",2876
"新北市","林口區",541
"新北市","樹林區",685
"新北市","永和區",970
"新北市","汐止區",1045
"新北市","泰山區",229
"新北市","淡水區",854
"新北市","深坑區",77
"新北市","烏來區",6
"新北市","瑞芳區",72
"新北市","石碇區",9
"新北市","石門區",8
"新北市","萬里區",28
"新北市","蘆洲區",926
"新北市","貢寮區",11
"新北市","金山區",49
"新北市","雙溪區",6
"新北市","鶯歌區",278
"新竹市","北區",581
"新竹市","東區",1369
"新竹市","香山區",252
"新竹縣","五峰鄉",13
"新竹縣","北埔鄉",26
"新竹縣","寶山鄉",45
"新竹縣","尖石鄉",13
"新竹縣","峨眉鄉",7
"新竹縣","新埔鎮",100
"新竹縣","新豐鄉",159
"新竹縣","橫山鄉",23
"新竹縣","湖口鄉",205
"新竹縣","竹北市",1218
"新竹縣","竹東鎮",333
"新竹縣","芎林鄉",72
"新竹縣","關西鎮",78
"桃園市","中壢區",1998
"桃園市","八德區",577
"桃園市","大園區",248
"桃園市","大溪區",239
"桃園市","平鎮區",842
"桃園市","復興區",22
"桃園市","新屋區",70
"桃園市","桃園區",1812
"桃園市","楊梅區",447
"桃園市","蘆竹區",593
"桃園市","觀音區",198
"桃園市","龍潭區",350
"桃園市","龜山區",723
"澎湖縣","望安鄉",5
"澎湖縣","湖西鄉",36
"澎湖縣","白沙鄉",3
"澎湖縣","西嶼鄉",18
"澎湖縣","馬公市",155
"花蓮縣","光復鄉",37
"花蓮縣","卓溪鄉",12
"花蓮縣","吉安鄉",409
"花蓮縣","壽豐鄉",59
"花蓮縣","富里鄉",13
"花蓮縣","新城鄉",100
"花蓮縣","玉里鎮",57
"花蓮縣","瑞穗鄉",15
"花蓮縣","秀林鄉",18
"花蓮縣","花蓮市",512
"花蓮縣","萬榮鄉",6
"花蓮縣","豐濱鄉",4
"花蓮縣","鳳林鎮",30
"苗栗縣","三灣鄉",7
"苗栗縣","三義鄉",24
"苗栗縣","公館鄉",70
"苗栗縣","卓蘭鎮",16
"苗栗縣","南庄鄉",5
"苗栗縣","大湖鄉",21
"苗栗縣","後龍鎮",68
"苗栗縣","泰安鄉",13
"苗栗縣","獅潭鄉",6
"苗栗縣","竹南鎮",317
"苗栗縣","苑裡鎮",75
"苗栗縣","苗栗市",239
"苗栗縣","西湖鄉",11
"苗栗縣","通霄鎮",50
"苗栗縣","造橋鄉",20
"苗栗縣","銅鑼鄉",26
"苗栗縣","頭份市",298
"苗栗縣","頭屋鄉",12
"連江縣","北竿鄉",2
"連江縣","南竿鄉",24
"連江縣","東引鄉",4
"金門縣","烈嶼鄉",8
"金門縣","烏坵鄉",1
"金門縣","金城鎮",58
"金門縣","金寧鄉",49
"金門縣","金沙鎮",25
"金門縣","金湖鎮",38
"雲林縣","二崙鄉",19
"雲林縣","元長鄉",16
"雲林縣","北港鎮",44
"雲林縣","口湖鄉",19
"雲林縣","古坑鄉",54
"雲林縣","台西鄉",26
"雲林縣","四湖鄉",23
"雲林縣","土庫鎮",61
"雲林縣","大埤鄉",17
"雲林縣","崙背鄉",23
"雲林縣","斗六市",233
"雲林縣","斗南鎮",69
"雲林縣","東勢鄉",31
"雲林縣","林內鄉",12
"雲林縣","水林鄉",29
"雲林縣","莿桐鄉",39
"雲林縣","虎尾鎮",176
"雲林縣","褒忠鄉",18
"雲林縣","西螺鎮",71
"雲林縣","麥寮鄉",77
"高雄市","三民區",905
"高雄市","仁武區",142
"高雄市","內門區",10
"高雄市","六龜區",8
"高雄市","前金區",31
"高雄市","前鎮區",296
"高雄市","大寮區",153
"高雄市","大樹區",51
"高雄市","大社區",31
"高雄市","小港區",195
"高雄市","岡山區",161
"高雄市","左營區",447
"高雄市","彌陀區",19
"高雄市","新興區",73
"高雄市","旗山區",44
"高雄市","旗津區",21
"高雄市","杉林區",5
"高雄市","林園區",50
"高雄市","梓官區",43
"高雄市","楠梓區",405
"高雄市","橋頭區",59
"高雄市","永安區",7
"高雄市","湖內區",29
"高雄市","燕巢區",43
"高雄市","田寮區",3
"高雄市","美濃區",39
"高雄市","苓雅區",270
"高雄市","茄萣區",14
"高雄市","路竹區",45
"高雄市","那瑪夏區",4
"高雄市","阿蓮區",13
"高雄市","鳥松區",54
"高雄市","鳳山區",719
"高雄市","鹽埕區",28
"高雄市","鼓山區",169
