"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,20
"台中市",NA,128
"台北市",NA,2599
"台南市",NA,28
"台東縣",NA,14
"嘉義市",NA,7
"嘉義縣",NA,8
"基隆市",NA,126
"宜蘭縣",NA,67
"屏東縣",NA,27
"彰化縣",NA,147
"新北市",NA,3325
"新竹市",NA,19
"新竹縣",NA,19
"桃園市",NA,328
"空值",1186,NA
"花蓮縣",NA,31
"苗栗縣",NA,20
"連江縣",NA,4
"雲林縣",NA,11
"高雄市",NA,46
