"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",11,4
"台北市",33,2
"台南市",6,1
"基隆市",1,NA
"宜蘭縣",1,NA
"彰化縣",2,4
"新北市",23,12
"新竹市",4,NA
"新竹縣",1,NA
"桃園市",6,9
"苗栗縣",1,NA
"雲林縣",3,NA
"高雄市",9,NA
