"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",14
"南投縣","仁愛鄉",11
"南投縣","信義鄉",18
"南投縣","南投市",456
"南投縣","名間鄉",88
"南投縣","國姓鄉",19
"南投縣","埔里鎮",265
"南投縣","水里鄉",16
"南投縣","竹山鎮",81
"南投縣","草屯鎮",480
"南投縣","集集鎮",13
"南投縣","魚池鄉",16
"南投縣","鹿谷鄉",20
"台中市","中區",55
"台中市","北區",1609
"台中市","北屯區",3761
"台中市","南區",1245
"台中市","南屯區",1800
"台中市","后里區",208
"台中市","和平區",18
"台中市","外埔區",73
"台中市","大安區",36
"台中市","大甲區",181
"台中市","大肚區",146
"台中市","大里區",1594
"台中市","大雅區",389
"台中市","太平區",1434
"台中市","新社區",34
"台中市","東勢區",143
"台中市","東區",404
"台中市","梧棲區",300
"台中市","沙鹿區",888
"台中市","清水區",451
"台中市","潭子區",515
"台中市","烏日區",356
"台中市","石岡區",23
"台中市","神岡區",272
"台中市","西區",979
"台中市","西屯區",4123
"台中市","豐原區",1001
"台中市","霧峰區",353
"台中市","龍井區",738
"台北市","中山區",2980
"台北市","中正區",1352
"台北市","信義區",2691
"台北市","內湖區",3792
"台北市","北投區",1888
"台北市","南港區",1057
"台北市","士林區",2950
"台北市","大同區",1020
"台北市","大安區",3320
"台北市","文山區",2975
"台北市","松山區",2130
"台北市","萬華區",1330
"台南市","七股區",26
"台南市","下營區",41
"台南市","中西區",673
"台南市","仁德區",760
"台南市","佳里區",248
"台南市","六甲區",55
"台南市","北區",1400
"台南市","北門區",10
"台南市","南化區",10
"台南市","南區",1067
"台南市","善化區",520
"台南市","大內區",19
"台南市","學甲區",41
"台南市","安南區",2065
"台南市","安定區",118
"台南市","安平區",497
"台南市","官田區",55
"台南市","將軍區",32
"台南市","山上區",29
"台南市","左鎮區",2
"台南市","後壁區",37
"台南市","新化區",157
"台南市","新市區",426
"台南市","新營區",333
"台南市","東區",2302
"台南市","東山區",26
"台南市","柳營區",48
"台南市","楠西區",5
"台南市","歸仁區",421
"台南市","永康區",4008
"台南市","玉井區",29
"台南市","白河區",53
"台南市","西港區",86
"台南市","關廟區",136
"台南市","鹽水區",59
"台南市","麻豆區",168
"台南市","龍崎區",2
"台東縣","卑南鄉",42
"台東縣","台東市",582
"台東縣","大武鄉",4
"台東縣","太麻里鄉",10
"台東縣","延平鄉",2
"台東縣","成功鎮",9
"台東縣","東河鄉",3
"台東縣","池上鄉",8
"台東縣","海端鄉",4
"台東縣","綠島鄉",2
"台東縣","達仁鄉",10
"台東縣","金峰鄉",4
"台東縣","長濱鄉",5
"台東縣","關山鎮",1
"台東縣","鹿野鄉",5
"嘉義市","東區",995
"嘉義市","西區",1104
"嘉義縣","中埔鄉",108
"嘉義縣","六腳鄉",30
"嘉義縣","大埔鄉",12
"嘉義縣","大林鎮",69
"嘉義縣","太保市",132
"嘉義縣","布袋鎮",62
"嘉義縣","新港鄉",78
"嘉義縣","朴子市",129
"嘉義縣","東石鄉",20
"嘉義縣","梅山鄉",17
"嘉義縣","民雄鄉",476
"嘉義縣","水上鄉",158
"嘉義縣","溪口鄉",23
"嘉義縣","番路鄉",16
"嘉義縣","竹崎鄉",75
"嘉義縣","義竹鄉",28
"嘉義縣","阿里山鄉",3
"嘉義縣","鹿草鄉",34
"基隆市","七堵區",290
"基隆市","中山區",152
"基隆市","中正區",277
"基隆市","仁愛區",175
"基隆市","信義區",318
"基隆市","安樂區",462
"基隆市","暖暖區",153
"宜蘭縣","三星鄉",71
"宜蘭縣","五結鄉",220
"宜蘭縣","冬山鄉",295
"宜蘭縣","南澳鄉",3
"宜蘭縣","員山鄉",140
"宜蘭縣","壯圍鄉",81
"宜蘭縣","大同鄉",8
"宜蘭縣","宜蘭市",774
"宜蘭縣","礁溪鄉",147
"宜蘭縣","羅東鎮",426
"宜蘭縣","蘇澳鎮",91
"宜蘭縣","頭城鎮",81
"屏東縣","三地門鄉",21
"屏東縣","九如鄉",52
"屏東縣","佳冬鄉",22
"屏東縣","來義鄉",18
"屏東縣","內埔鄉",213
"屏東縣","南州鄉",29
"屏東縣","屏東市",1400
"屏東縣","崁頂鄉",19
"屏東縣","恆春鎮",45
"屏東縣","新園鄉",67
"屏東縣","新埤鄉",11
"屏東縣","春日鄉",7
"屏東縣","東港鎮",94
"屏東縣","枋寮鄉",22
"屏東縣","枋山鄉",6
"屏東縣","林邊鄉",38
"屏東縣","泰武鄉",6
"屏東縣","滿州鄉",8
"屏東縣","潮州鎮",137
"屏東縣","牡丹鄉",6
"屏東縣","獅子鄉",3
"屏東縣","琉球鄉",7
"屏東縣","瑪家鄉",17
"屏東縣","竹田鄉",34
"屏東縣","萬丹鄉",118
"屏東縣","萬巒鄉",39
"屏東縣","車城鄉",7
"屏東縣","里港鄉",51
"屏東縣","長治鄉",105
"屏東縣","霧台鄉",2
"屏東縣","高樹鄉",36
"屏東縣","鹽埔鄉",74
"屏東縣","麟洛鄉",21
"彰化縣","二林鎮",87
"彰化縣","二水鄉",19
"彰化縣","伸港鄉",114
"彰化縣","北斗鎮",76
"彰化縣","和美鎮",332
"彰化縣","員林市",331
"彰化縣","埔心鄉",63
"彰化縣","埔鹽鄉",52
"彰化縣","埤頭鄉",49
"彰化縣","大城鄉",14
"彰化縣","大村鄉",97
"彰化縣","彰化市",1177
"彰化縣","永靖鄉",47
"彰化縣","溪州鄉",36
"彰化縣","溪湖鎮",104
"彰化縣","田中鎮",65
"彰化縣","田尾鄉",27
"彰化縣","社頭鄉",81
"彰化縣","福興鄉",103
"彰化縣","秀水鄉",108
"彰化縣","竹塘鄉",14
"彰化縣","線西鄉",26
"彰化縣","芬園鄉",49
"彰化縣","花壇鄉",107
"彰化縣","芳苑鄉",59
"彰化縣","鹿港鎮",207
"新北市","三峽區",799
"新北市","三芝區",36
"新北市","三重區",6423
"新北市","中和區",8385
"新北市","五股區",763
"新北市","八里區",153
"新北市","土城區",3014
"新北市","坪林區",4
"新北市","平溪區",1
"新北市","新店區",5019
"新北市","新莊區",7025
"新北市","板橋區",10284
"新北市","林口區",1212
"新北市","樹林區",1941
"新北市","永和區",3006
"新北市","汐止區",3103
"新北市","泰山區",511
"新北市","淡水區",2562
"新北市","深坑區",103
"新北市","烏來區",4
"新北市","瑞芳區",80
"新北市","石碇區",10
"新北市","石門區",11
"新北市","萬里區",29
"新北市","蘆洲區",2169
"新北市","貢寮區",8
"新北市","金山區",39
"新北市","雙溪區",13
"新北市","鶯歌區",527
"新竹市","北區",1455
"新竹市","東區",4383
"新竹市","香山區",650
"新竹縣","五峰鄉",3
"新竹縣","北埔鄉",14
"新竹縣","寶山鄉",56
"新竹縣","尖石鄉",1
"新竹縣","峨眉鄉",4
"新竹縣","新埔鎮",107
"新竹縣","新豐鄉",377
"新竹縣","橫山鄉",9
"新竹縣","湖口鄉",586
"新竹縣","竹北市",2523
"新竹縣","竹東鎮",720
"新竹縣","芎林鄉",51
"新竹縣","關西鎮",103
"桃園市","中壢區",7616
"桃園市","八德區",2651
"桃園市","大園區",613
"桃園市","大溪區",622
