"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1906
"南投縣","仁愛鄉",NA,4028
"南投縣","信義鄉",NA,4065
"南投縣","南投市",NA,26379
"南投縣","名間鄉",NA,7432
"南投縣","國姓鄉",NA,2517
"南投縣","埔里鎮",NA,17627
"南投縣","水里鄉",NA,2938
"南投縣","竹山鎮",NA,10995
"南投縣","草屯鎮",NA,24887
"南投縣","集集鎮",NA,1653
"南投縣","魚池鄉",NA,2066
"南投縣","鹿谷鄉",NA,2511
"台中市","中區",NA,4281
"台中市","北區",NA,43152
"台中市","北屯區",NA,79574
"台中市","南區",NA,38119
"台中市","南屯區",NA,50886
"台中市","后里區",NA,13441
"台中市","和平區",NA,2077
"台中市","外埔區",NA,8775
"台中市","大安區",NA,4526
"台中市","大甲區",NA,19274
"台中市","大肚區",NA,15422
"台中市","大里區",NA,60691
"台中市","大雅區",NA,29159
"台中市","太平區",NA,56110
"台中市","新社區",NA,4115
"台中市","東勢區",NA,10628
"台中市","東區",NA,21764
"台中市","梧棲區",NA,18812
"台中市","沙鹿區",NA,30939
"台中市","清水區",NA,24123
"台中市","潭子區",NA,30342
"台中市","烏日區",NA,23264
"台中市","石岡區",NA,2963
"台中市","神岡區",NA,18267
"台中市","西區",NA,29716
"台中市","西屯區",NA,72031
"台中市","豐原區",NA,42353
"台中市","霧峰區",NA,18507
"台中市","龍井區",NA,22479
"台北市","中山區",NA,63053
"台北市","中正區",NA,33501
"台北市","信義區",NA,61256
"台北市","內湖區",NA,75468
"台北市","北投區",NA,67944
"台北市","南港區",NA,34872
"台北市","士林區",NA,71787
"台北市","大同區",NA,33774
"台北市","大安區",NA,62592
"台北市","文山區",NA,73141
"台北市","松山區",NA,47770
"台北市","萬華區",NA,54082
"台南市","七股區",NA,3319
"台南市","下營區",NA,3989
"台南市","中西區",NA,16061
"台南市","仁德區",NA,21876
"台南市","佳里區",NA,11878
"台南市","六甲區",NA,4559
"台南市","北區",NA,31694
"台南市","北門區",NA,1045
"台南市","南化區",NA,973
"台南市","南區",NA,30304
"台南市","善化區",NA,13883
"台南市","大內區",NA,1330
"台南市","學甲區",NA,4101
"台南市","安南區",NA,50220
"台南市","安定區",NA,6802
"台南市","安平區",NA,16400
"台南市","官田區",NA,4593
"台南市","將軍區",NA,2514
"台南市","山上區",NA,1720
"台南市","左鎮區",NA,619
"台南市","後壁區",NA,3865
"台南市","新化區",NA,10381
"台南市","新市區",NA,11612
"台南市","新營區",NA,17730
"台南市","東區",NA,41920
"台南市","東山區",NA,2822
"台南市","柳營區",NA,4779
"台南市","楠西區",NA,1117
"台南市","歸仁區",NA,17418
"台南市","永康區",NA,69430
"台南市","玉井區",NA,2301
"台南市","白河區",NA,4249
"台南市","西港區",NA,5003
"台南市","關廟區",NA,8357
"台南市","鹽水區",NA,4923
"台南市","麻豆區",NA,9251
"台南市","龍崎區",NA,359
"台東縣","卑南鄉",NA,4163
"台東縣","台東市",NA,33846
"台東縣","大武鄉",NA,1033
"台東縣","太麻里鄉",NA,2468
"台東縣","延平鄉",NA,1109
"台東縣","成功鎮",NA,2958
"台東縣","東河鄉",NA,1621
"台東縣","池上鄉",NA,1488
"台東縣","海端鄉",NA,1345
"台東縣","綠島鄉",NA,828
"台東縣","蘭嶼鄉",NA,1401
"台東縣","達仁鄉",NA,811
"台東縣","金峰鄉",NA,1093
"台東縣","長濱鄉",NA,1107
"台東縣","關山鎮",NA,1871
"台東縣","鹿野鄉",NA,1662
"嘉義市","東區",NA,27399
"嘉義市","西區",NA,34080
"嘉義縣","中埔鄉",NA,9488
"嘉義縣","六腳鄉",NA,3338
"嘉義縣","大埔鄉",NA,276
"嘉義縣","大林鎮",NA,6622
"嘉義縣","太保市",NA,9156
"嘉義縣","布袋鎮",NA,3147
"嘉義縣","新港鄉",NA,5569
"嘉義縣","朴子市",NA,8562
"嘉義縣","東石鄉",NA,2618
"嘉義縣","梅山鄉",NA,2658
"嘉義縣","民雄鄉",NA,18734
"嘉義縣","水上鄉",NA,11586
"嘉義縣","溪口鄉",NA,2371
"嘉義縣","番路鄉",NA,1747
"嘉義縣","竹崎鄉",NA,5969
"嘉義縣","義竹鄉",NA,1790
"嘉義縣","阿里山鄉",NA,1223
"嘉義縣","鹿草鄉",NA,2455
"基隆市","七堵區",NA,19109
"基隆市","中山區",NA,15249
"基隆市","中正區",NA,18673
"基隆市","仁愛區",NA,12830
"基隆市","信義區",NA,19217
"基隆市","其他",NA,1
"基隆市","安樂區",NA,30460
"基隆市","暖暖區",NA,13684
"宜蘭縣","三星鄉",NA,6135
"宜蘭縣","五結鄉",NA,12777
"宜蘭縣","冬山鄉",NA,17786
"宜蘭縣","南澳鄉",NA,2656
"宜蘭縣","員山鄉",NA,9696
"宜蘭縣","壯圍鄉",NA,6837
"宜蘭縣","大同鄉",NA,2074
"宜蘭縣","宜蘭市",NA,29554
"宜蘭縣","礁溪鄉",NA,10881
"宜蘭縣","羅東鎮",NA,20318
"宜蘭縣","蘇澳鎮",NA,11999
"宜蘭縣","頭城鎮",NA,7315
"屏東縣","三地門鄉",NA,2088
"屏東縣","九如鄉",NA,4927
"屏東縣","佳冬鄉",NA,2948
"屏東縣","來義鄉",NA,2367
"屏東縣","內埔鄉",NA,13563
"屏東縣","南州鄉",NA,1942
"屏東縣","屏東市",NA,48654
"屏東縣","崁頂鄉",NA,2269
"屏東縣","恆春鎮",NA,7392
"屏東縣","新園鄉",NA,7949
"屏東縣","新埤鄉",NA,1820
"屏東縣","春日鄉",NA,1622
"屏東縣","東港鎮",NA,11916
"屏東縣","枋寮鄉",NA,5004
"屏東縣","枋山鄉",NA,751
"屏東縣","林邊鄉",NA,2965
"屏東縣","泰武鄉",NA,2106
"屏東縣","滿州鄉",NA,1039
"屏東縣","潮州鎮",NA,13603
"屏東縣","牡丹鄉",NA,1286
"屏東縣","獅子鄉",NA,1294
"屏東縣","琉球鄉",NA,2011
"屏東縣","瑪家鄉",NA,2424
"屏東縣","竹田鄉",NA,4533
"屏東縣","萬丹鄉",NA,12247
"屏東縣","萬巒鄉",NA,3890
"屏東縣","車城鄉",NA,1579
"屏東縣","里港鄉",NA,5138
"屏東縣","長治鄉",NA,7989
"屏東縣","霧台鄉",NA,473
"屏東縣","高樹鄉",NA,3507
"屏東縣","鹽埔鄉",NA,5342
"屏東縣","麟洛鄉",NA,2346
"彰化縣","二林鎮",NA,11305
"彰化縣","二水鄉",NA,2715
