"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,16
"台中市",NA,119
"台北市",NA,2513
"台南市",NA,27
"台東縣",NA,13
"嘉義市",NA,7
"嘉義縣",NA,5
"基隆市",NA,118
"宜蘭縣",NA,66
"屏東縣",NA,27
"彰化縣",NA,140
"新北市",NA,3132
"新竹市",NA,18
"新竹縣",NA,19
"桃園市",NA,304
"空值",1187,NA
"花蓮縣",NA,25
"苗栗縣",NA,11
"連江縣",NA,3
"雲林縣",NA,11
"高雄市",NA,45
