"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",17
"南投縣","仁愛鄉",55
"南投縣","信義鄉",50
"南投縣","南投市",484
"南投縣","名間鄉",125
"南投縣","國姓鄉",36
"南投縣","埔里鎮",395
"南投縣","水里鄉",27
"南投縣","竹山鎮",201
"南投縣","草屯鎮",570
"南投縣","集集鎮",33
"南投縣","魚池鄉",23
"南投縣","鹿谷鄉",27
"台中市","中區",61
"台中市","北區",1110
"台中市","北屯區",2317
"台中市","南區",740
"台中市","南屯區",1353
"台中市","后里區",219
"台中市","和平區",30
"台中市","外埔區",97
"台中市","大安區",50
"台中市","大甲區",261
"台中市","大肚區",205
"台中市","大里區",1280
"台中市","大雅區",624
"台中市","太平區",1136
"台中市","新社區",35
"台中市","東勢區",160
"台中市","東區",416
"台中市","梧棲區",281
"台中市","沙鹿區",617
"台中市","清水區",301
"台中市","潭子區",756
"台中市","烏日區",296
"台中市","石岡區",44
"台中市","神岡區",229
"台中市","西區",784
"台中市","西屯區",2619
"台中市","豐原區",666
"台中市","霧峰區",298
"台中市","龍井區",429
"台北市","中山區",2297
"台北市","中正區",1114
"台北市","信義區",2396
"台北市","內湖區",2720
"台北市","北投區",2289
"台北市","南港區",917
"台北市","士林區",2899
"台北市","大同區",848
"台北市","大安區",2086
"台北市","文山區",2126
"台北市","松山區",1820
"台北市","萬華區",1873
"台南市","七股區",43
"台南市","下營區",44
"台南市","中西區",361
"台南市","仁德區",543
"台南市","佳里區",156
"台南市","六甲區",56
"台南市","北區",746
"台南市","北門區",17
"台南市","南化區",8
"台南市","南區",566
"台南市","善化區",272
"台南市","大內區",23
"台南市","學甲區",34
"台南市","安南區",1025
"台南市","安定區",85
"台南市","安平區",292
"台南市","官田區",60
"台南市","將軍區",26
"台南市","山上區",98
"台南市","左鎮區",6
"台南市","後壁區",29
"台南市","新化區",131
"台南市","新市區",243
"台南市","新營區",238
"台南市","東區",1038
"台南市","東山區",31
"台南市","柳營區",74
"台南市","楠西區",23
"台南市","歸仁區",251
"台南市","永康區",2540
"台南市","玉井區",33
"台南市","白河區",75
"台南市","西港區",48
"台南市","關廟區",114
"台南市","鹽水區",60
"台南市","麻豆區",103
"台南市","龍崎區",4
"台東縣","卑南鄉",59
"台東縣","台東市",733
"台東縣","大武鄉",25
"台東縣","太麻里鄉",32
"台東縣","延平鄉",26
"台東縣","成功鎮",42
"台東縣","東河鄉",16
"台東縣","池上鄉",32
"台東縣","海端鄉",28
"台東縣","綠島鄉",21
"台東縣","蘭嶼鄉",46
"台東縣","達仁鄉",17
"台東縣","金峰鄉",29
"台東縣","長濱鄉",14
"台東縣","關山鎮",33
"台東縣","鹿野鄉",47
"嘉義市","東區",462
"嘉義市","西區",573
"嘉義縣","中埔鄉",121
"嘉義縣","六腳鄉",50
"嘉義縣","大埔鄉",3
"嘉義縣","大林鎮",123
"嘉義縣","太保市",146
"嘉義縣","布袋鎮",33
"嘉義縣","新港鄉",116
"嘉義縣","朴子市",120
"嘉義縣","東石鄉",30
"嘉義縣","梅山鄉",51
"嘉義縣","民雄鄉",262
"嘉義縣","水上鄉",211
"嘉義縣","溪口鄉",27
"嘉義縣","番路鄉",16
"嘉義縣","竹崎鄉",82
"嘉義縣","義竹鄉",20
"嘉義縣","阿里山鄉",20
"嘉義縣","鹿草鄉",22
"基隆市","七堵區",360
"基隆市","中山區",214
"基隆市","中正區",197
"基隆市","仁愛區",117
"基隆市","信義區",336
"基隆市","安樂區",617
"基隆市","暖暖區",185
"宜蘭縣","三星鄉",94
"宜蘭縣","五結鄉",195
"宜蘭縣","冬山鄉",323
"宜蘭縣","南澳鄉",27
"宜蘭縣","員山鄉",133
"宜蘭縣","壯圍鄉",114
"宜蘭縣","大同鄉",47
"宜蘭縣","宜蘭市",679
"宜蘭縣","礁溪鄉",265
"宜蘭縣","羅東鎮",538
"宜蘭縣","蘇澳鎮",194
"宜蘭縣","頭城鎮",105
"屏東縣","三地門鄉",24
"屏東縣","九如鄉",87
"屏東縣","佳冬鄉",57
"屏東縣","來義鄉",15
"屏東縣","內埔鄉",277
"屏東縣","南州鄉",21
"屏東縣","屏東市",1196
"屏東縣","崁頂鄉",34
"屏東縣","恆春鎮",181
"屏東縣","新園鄉",101
"屏東縣","新埤鄉",13
"屏東縣","春日鄉",14
"屏東縣","東港鎮",166
"屏東縣","枋寮鄉",85
"屏東縣","枋山鄉",13
"屏東縣","林邊鄉",40
"屏東縣","泰武鄉",30
"屏東縣","滿州鄉",14
"屏東縣","潮州鎮",204
"屏東縣","牡丹鄉",5
"屏東縣","獅子鄉",23
"屏東縣","琉球鄉",45
"屏東縣","瑪家鄉",22
"屏東縣","竹田鄉",30
"屏東縣","萬丹鄉",136
"屏東縣","萬巒鄉",60
"屏東縣","車城鄉",17
"屏東縣","里港鄉",62
"屏東縣","長治鄉",122
"屏東縣","霧台鄉",9
"屏東縣","高樹鄉",45
"屏東縣","鹽埔鄉",69
"屏東縣","麟洛鄉",34
"彰化縣","二林鎮",156
"彰化縣","二水鄉",32
"彰化縣","伸港鄉",114
"彰化縣","北斗鎮",117
"彰化縣","和美鎮",350
"彰化縣","員林市",452
"彰化縣","埔心鄉",111
"彰化縣","埔鹽鄉",71
"彰化縣","埤頭鄉",94
"彰化縣","大城鄉",31
"彰化縣","大村鄉",180
"彰化縣","彰化市",1305
"彰化縣","永靖鄉",122
"彰化縣","溪州鄉",70
"彰化縣","溪湖鎮",133
"彰化縣","田中鎮",103
"彰化縣","田尾鄉",50
"彰化縣","社頭鄉",114
"彰化縣","福興鄉",113
"彰化縣","秀水鄉",145
"彰化縣","竹塘鄉",23
"彰化縣","線西鄉",45
"彰化縣","芬園鄉",58
"彰化縣","花壇鄉",114
"彰化縣","芳苑鄉",85
"彰化縣","鹿港鎮",245
"新北市","三峽區",921
"新北市","三芝區",57
"新北市","三重區",8019
"新北市","中和區",7888
"新北市","五股區",782
"新北市","八里區",225
"新北市","土城區",3147
"新北市","坪林區",7
"新北市","平溪區",3
"新北市","新店區",4429
"新北市","新莊區",7961
"新北市","板橋區",11197
"新北市","林口區",878
"新北市","樹林區",1800
"新北市","永和區",2816
"新北市","汐止區",3319
"新北市","泰山區",764
"新北市","淡水區",1739
"新北市","深坑區",153
"新北市","烏來區",29
"新北市","瑞芳區",162
"新北市","石碇區",6
"新北市","石門區",10
"新北市","萬里區",35
"新北市","蘆洲區",1931
"新北市","貢寮區",20
"新北市","金山區",28
"新北市","雙溪區",13
"新北市","鶯歌區",891
"新竹市","北區",1885
"新竹市","東區",2683
