EventName,EventDateTime,Magnitude,EQ_WGS84_Lon,EQ_WGS84_Lat,Depth,WGS84_Lon,WGS84_Lat,PGA,PGV,Intensity
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.035,23.055,0.15,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.035,23.08,0.28,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.035,23.105,0.4,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.035,23.13,0.52,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.03,0.3,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.055,0.43,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.08,0.56,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.105,0.69,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.13,0.81,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.155,0.92,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.06,23.18,0.99,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.03,0.6,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.055,0.73,0.1,0
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.08,0.85,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.105,0.97,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.13,1.11,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.155,1.23,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.18,1.29,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.205,1.31,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.23,1.33,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.255,1.36,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.28,1.39,0.1,1
台南南化地震,2022-04-04T09:51:00,4.8,120.57,23.09,8.4,120.085,23.305,1.41,0.1,1
