"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,825
"南投縣","仁愛鄉",NA,2233
"南投縣","信義鄉",NA,2055
"南投縣","南投市",NA,12128
"南投縣","名間鄉",NA,3300
"南投縣","國姓鄉",NA,1135
"南投縣","埔里鎮",NA,7827
"南投縣","水里鄉",NA,1018
"南投縣","竹山鎮",NA,5025
"南投縣","草屯鎮",NA,10452
"南投縣","集集鎮",NA,578
"南投縣","魚池鄉",NA,723
"南投縣","鹿谷鄉",NA,1088
"台中市","中區",NA,2450
"台中市","北區",NA,19770
"台中市","北屯區",NA,33484
"台中市","南區",NA,16217
"台中市","南屯區",NA,21602
"台中市","后里區",NA,5780
"台中市","和平區",NA,1037
"台中市","外埔區",NA,3878
"台中市","大安區",NA,2145
"台中市","大甲區",NA,9353
"台中市","大肚區",NA,7696
"台中市","大里區",NA,29294
"台中市","大雅區",NA,13877
"台中市","太平區",NA,27509
"台中市","新社區",NA,1680
"台中市","東勢區",NA,4380
"台中市","東區",NA,10556
"台中市","梧棲區",NA,10554
"台中市","沙鹿區",NA,14927
"台中市","清水區",NA,11798
"台中市","潭子區",NA,13739
"台中市","烏日區",NA,11324
"台中市","石岡區",NA,1242
"台中市","神岡區",NA,8789
"台中市","西區",NA,13446
"台中市","西屯區",NA,32760
"台中市","豐原區",NA,19145
"台中市","霧峰區",NA,9548
"台中市","龍井區",NA,11004
"台北市","中山區",NA,30979
"台北市","中正區",NA,16250
"台北市","信義區",NA,31369
"台北市","內湖區",NA,35437
"台北市","北投區",NA,36556
"台北市","南港區",NA,17993
"台北市","士林區",NA,35998
"台北市","大同區",NA,18524
"台北市","大安區",NA,29303
"台北市","文山區",NA,36130
"台北市","松山區",NA,22851
"台北市","萬華區",NA,34296
"台南市","七股區",NA,1818
"台南市","下營區",NA,1905
"台南市","中西區",NA,8247
"台南市","仁德區",NA,10793
"台南市","佳里區",NA,5633
"台南市","六甲區",NA,2083
"台南市","北區",NA,15700
"台南市","北門區",NA,476
"台南市","南化區",NA,461
"台南市","南區",NA,15593
"台南市","善化區",NA,6398
"台南市","大內區",NA,646
"台南市","學甲區",NA,1894
"台南市","安南區",NA,26183
"台南市","安定區",NA,3509
