"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",25
"南投縣","仁愛鄉",89
"南投縣","信義鄉",55
"南投縣","南投市",565
"南投縣","名間鄉",106
"南投縣","國姓鄉",68
"南投縣","埔里鎮",258
"南投縣","水里鄉",23
"南投縣","竹山鎮",142
"南投縣","草屯鎮",388
"南投縣","集集鎮",16
"南投縣","魚池鄉",31
"南投縣","鹿谷鄉",32
"台中市","中區",137
"台中市","北區",1584
"台中市","北屯區",2571
"台中市","南區",1392
"台中市","南屯區",1976
"台中市","后里區",305
"台中市","和平區",42
"台中市","外埔區",152
"台中市","大安區",87
"台中市","大甲區",554
"台中市","大肚區",364
"台中市","大里區",2532
"台中市","大雅區",807
"台中市","太平區",2318
"台中市","新社區",99
"台中市","東勢區",300
"台中市","東區",614
"台中市","梧棲區",636
"台中市","沙鹿區",1038
"台中市","清水區",780
"台中市","潭子區",1017
"台中市","烏日區",719
"台中市","石岡區",65
"台中市","神岡區",448
"台中市","西區",1121
"台中市","西屯區",3145
"台中市","豐原區",1372
"台中市","霧峰區",591
"台中市","龍井區",744
"台北市","中山區",3239
"台北市","中正區",1326
"台北市","信義區",3746
"台北市","內湖區",5552
"台北市","北投區",6218
"台北市","南港區",2204
"台北市","士林區",4190
"台北市","大同區",1697
"台北市","大安區",4127
"台北市","文山區",3924
"台北市","松山區",3106
"台北市","萬華區",4255
"台南市","七股區",70
"台南市","下營區",48
"台南市","中西區",522
"台南市","仁德區",611
"台南市","佳里區",300
"台南市","六甲區",88
"台南市","北區",1243
"台南市","北門區",11
"台南市","南化區",14
"台南市","南區",1062
"台南市","善化區",424
"台南市","大內區",42
"台南市","學甲區",53
"台南市","安南區",1997
"台南市","安定區",131
"台南市","安平區",469
"台南市","官田區",96
"台南市","將軍區",62
"台南市","山上區",35
"台南市","左鎮區",15
"台南市","後壁區",62
"台南市","新化區",308
"台南市","新市區",373
"台南市","新營區",607
"台南市","東區",1757
"台南市","東山區",52
"台南市","柳營區",111
"台南市","楠西區",20
"台南市","歸仁區",418
"台南市","永康區",3799
"台南市","玉井區",34
"台南市","白河區",54
"台南市","西港區",112
"台南市","關廟區",212
"台南市","鹽水區",110
"台南市","麻豆區",254
"台南市","龍崎區",11
"台東縣","卑南鄉",80
"台東縣","台東市",1277
"台東縣","大武鄉",11
"台東縣","太麻里鄉",39
"台東縣","延平鄉",37
"台東縣","成功鎮",60
"台東縣","東河鄉",37
"台東縣","池上鄉",14
"台東縣","海端鄉",26
"台東縣","綠島鄉",15
"台東縣","蘭嶼鄉",23
"台東縣","達仁鄉",3
"台東縣","金峰鄉",15
"台東縣","長濱鄉",16
"台東縣","關山鎮",23
"台東縣","鹿野鄉",34
"嘉義市","東區",436
"嘉義市","西區",693
"嘉義縣","中埔鄉",152
"嘉義縣","六腳鄉",61
"嘉義縣","大埔鄉",8
"嘉義縣","大林鎮",130
"嘉義縣","太保市",141
"嘉義縣","布袋鎮",76
"嘉義縣","新港鄉",62
"嘉義縣","朴子市",164
"嘉義縣","東石鄉",18
"嘉義縣","梅山鄉",29
"嘉義縣","民雄鄉",399
"嘉義縣","水上鄉",167
"嘉義縣","溪口鄉",22
"嘉義縣","番路鄉",19
"嘉義縣","竹崎鄉",107
"嘉義縣","義竹鄉",54
"嘉義縣","阿里山鄉",8
"嘉義縣","鹿草鄉",37
"基隆市","七堵區",435
"基隆市","中山區",262
"基隆市","中正區",378
"基隆市","仁愛區",268
"基隆市","信義區",441
"基隆市","安樂區",891
"基隆市","暖暖區",281
"宜蘭縣","三星鄉",192
"宜蘭縣","五結鄉",184
"宜蘭縣","冬山鄉",376
"宜蘭縣","南澳鄉",34
"宜蘭縣","員山鄉",131
"宜蘭縣","壯圍鄉",82
"宜蘭縣","大同鄉",38
"宜蘭縣","宜蘭市",713
"宜蘭縣","礁溪鄉",264
"宜蘭縣","羅東鎮",626
"宜蘭縣","蘇澳鎮",325
"宜蘭縣","頭城鎮",131
"屏東縣","三地門鄉",41
"屏東縣","九如鄉",84
"屏東縣","佳冬鄉",65
"屏東縣","來義鄉",42
"屏東縣","內埔鄉",326
"屏東縣","南州鄉",47
"屏東縣","屏東市",1660
