"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",45
"南投縣","仁愛鄉",150
"南投縣","信義鄉",106
"南投縣","南投市",1331
"南投縣","名間鄉",246
"南投縣","國姓鄉",63
"南投縣","埔里鎮",612
"南投縣","水里鄉",50
"南投縣","竹山鎮",350
"南投縣","草屯鎮",829
"南投縣","集集鎮",27
"南投縣","魚池鄉",36
"南投縣","鹿谷鄉",63
"台中市","中區",134
"台中市","北區",1704
"台中市","北屯區",3290
"台中市","南區",1101
"台中市","南屯區",2258
"台中市","后里區",342
"台中市","和平區",46
"台中市","外埔區",226
"台中市","大安區",76
"台中市","大甲區",696
"台中市","大肚區",503
"台中市","大里區",2801
"台中市","大雅區",1041
"台中市","太平區",2586
"台中市","新社區",99
"台中市","東勢區",205
"台中市","東區",901
"台中市","梧棲區",587
"台中市","沙鹿區",1001
"台中市","清水區",604
"台中市","潭子區",1165
"台中市","烏日區",846
"台中市","石岡區",70
"台中市","神岡區",513
"台中市","西區",1020
"台中市","西屯區",3848
"台中市","豐原區",1857
"台中市","霧峰區",591
"台中市","龍井區",785
"台北市","中山區",1530
"台北市","中正區",664
"台北市","信義區",1566
"台北市","內湖區",2741
"台北市","北投區",1777
"台北市","南港區",673
"台北市","士林區",1708
"台北市","大同區",719
"台北市","大安區",1360
"台北市","文山區",1480
"台北市","松山區",927
"台北市","萬華區",1332
"台南市","七股區",100
"台南市","下營區",102
"台南市","中西區",567
"台南市","仁德區",735
"台南市","佳里區",434
"台南市","六甲區",81
"台南市","北區",1218
"台南市","北門區",19
"台南市","南化區",20
"台南市","南區",1211
"台南市","善化區",328
"台南市","大內區",32
"台南市","學甲區",118
"台南市","安南區",2491
"台南市","安定區",220
"台南市","安平區",527
"台南市","官田區",102
"台南市","將軍區",36
"台南市","山上區",28
"台南市","左鎮區",11
"台南市","後壁區",69
"台南市","新化區",275
"台南市","新市區",369
"台南市","新營區",588
"台南市","東區",1738
"台南市","東山區",48
"台南市","柳營區",148
"台南市","楠西區",21
"台南市","歸仁區",569
"台南市","永康區",3441
"台南市","玉井區",69
"台南市","白河區",115
"台南市","西港區",143
"台南市","關廟區",231
"台南市","鹽水區",113
