"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,31
"台中市",NA,187
"台北市",NA,4192
"台南市",NA,42
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,279
"宜蘭縣",NA,93
"屏東縣",NA,33
"彰化縣",NA,254
"新北市",NA,6095
"新竹市",NA,37
"新竹縣",NA,74
"桃園市",NA,631
"澎湖縣",NA,5
"空值",1216,NA
"花蓮縣",NA,68
"苗栗縣",NA,523
"連江縣",NA,4
"雲林縣",NA,20
"高雄市",NA,63
