"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,36
"台中市",NA,196
"台北市",NA,4324
"台南市",NA,42
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,297
"宜蘭縣",NA,95
"屏東縣",NA,40
"彰化縣",NA,258
"新北市",NA,6317
"新竹市",NA,37
"新竹縣",NA,93
"桃園市",NA,669
"澎湖縣",NA,5
"空值",1220,NA
"花蓮縣",NA,68
"苗栗縣",NA,539
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,79
