"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1723
"南投縣","仁愛鄉",NA,3820
"南投縣","信義鄉",NA,3836
"南投縣","南投市",NA,23885
"南投縣","名間鄉",NA,6626
"南投縣","國姓鄉",NA,2303
"南投縣","埔里鎮",NA,16095
"南投縣","水里鄉",NA,2636
"南投縣","竹山鎮",NA,10167
"南投縣","草屯鎮",NA,22458
"南投縣","集集鎮",NA,1504
"南投縣","魚池鄉",NA,1850
"南投縣","鹿谷鄉",NA,2298
"台中市","中區",NA,3976
"台中市","北區",NA,39105
"台中市","北屯區",NA,71754
"台中市","南區",NA,34396
"台中市","南屯區",NA,46166
"台中市","后里區",NA,12084
"台中市","和平區",NA,1967
"台中市","外埔區",NA,7944
"台中市","大安區",NA,4070
"台中市","大甲區",NA,17549
"台中市","大肚區",NA,14084
"台中市","大里區",NA,55514
"台中市","大雅區",NA,26551
"台中市","太平區",NA,51488
"台中市","新社區",NA,3705
"台中市","東勢區",NA,9503
"台中市","東區",NA,19934
"台中市","梧棲區",NA,17372
"台中市","沙鹿區",NA,28048
"台中市","清水區",NA,21918
"台中市","潭子區",NA,27262
"台中市","烏日區",NA,21150
"台中市","石岡區",NA,2742
"台中市","神岡區",NA,16791
"台中市","西區",NA,26973
"台中市","西屯區",NA,65273
"台中市","豐原區",NA,38389
"台中市","霧峰區",NA,16957
"台中市","龍井區",NA,20629
"台北市","中山區",NA,57301
"台北市","中正區",NA,30430
"台北市","信義區",NA,55847
"台北市","內湖區",NA,68458
"台北市","北投區",NA,62207
"台北市","南港區",NA,32013
"台北市","士林區",NA,65304
"台北市","大同區",NA,30995
"台北市","大安區",NA,56415
"台北市","文山區",NA,66214
"台北市","松山區",NA,43320
"台北市","萬華區",NA,50413
"台南市","七股區",NA,3103
"台南市","下營區",NA,3713
"台南市","中西區",NA,14780
"台南市","仁德區",NA,20198
"台南市","佳里區",NA,10969
"台南市","六甲區",NA,4201
"台南市","北區",NA,29210
"台南市","北門區",NA,949
"台南市","南化區",NA,895
"台南市","南區",NA,28265
"台南市","善化區",NA,12729
"台南市","大內區",NA,1237
"台南市","學甲區",NA,3786
"台南市","安南區",NA,46634
"台南市","安定區",NA,6304
"台南市","安平區",NA,14999
