"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,38
"台中市",NA,205
"台北市",NA,4756
"台南市",NA,50
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,312
"宜蘭縣",NA,97
"屏東縣",NA,48
"彰化縣",NA,270
"新北市",NA,6734
"新竹市",NA,43
"新竹縣",NA,109
"桃園市",NA,763
"澎湖縣",NA,5
"空值",1306,NA
"花蓮縣",NA,68
"苗栗縣",NA,548
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,85
