"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,31
"台中市",NA,175
"台北市",NA,3804
"台南市",NA,40
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,17
"基隆市",NA,226
"宜蘭縣",NA,90
"屏東縣",NA,33
"彰化縣",NA,244
"新北市",NA,5423
"新竹市",NA,33
"新竹縣",NA,50
"桃園市",NA,549
"澎湖縣",NA,5
"空值",1206,NA
"花蓮縣",NA,47
"苗栗縣",NA,409
"連江縣",NA,4
"雲林縣",NA,18
"高雄市",NA,61
