"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,38
"台中市",NA,207
"台北市",NA,4810
"台南市",NA,50
"台東縣",NA,22
"嘉義市",NA,10
"嘉義縣",NA,28
"基隆市",NA,314
"宜蘭縣",NA,98
"屏東縣",NA,48
"彰化縣",NA,272
"新北市",NA,6802
"新竹市",NA,43
"新竹縣",NA,110
"桃園市",NA,788
"澎湖縣",NA,5
"空值",1324,NA
"花蓮縣",NA,68
"苗栗縣",NA,549
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,91
