"id","name_id","name","time","city","level","level_web","longitude","latitude","created_at","updated_at"
16142580,1,"東大門國際觀光夜市周邊","2020-06-26 14:50:00","花蓮縣","G","正常","121.61370000","23.97487000",NA,NA
16142581,2,"文賢商圈、花園夜市周邊","2020-06-26 14:50:00","臺南市","G","正常","120.19470000","23.01234000",NA,NA
16142582,3,"內灣老街周邊","2020-06-26 14:50:00","新竹縣","G","正常","121.18240000","24.70735000",NA,NA
16142583,5,"湯圍溝公園大眾浴池周邊","2020-06-26 14:50:00","宜蘭縣","G","正常","121.77120000","24.82736000",NA,NA
16142584,6,"新天堂樂園周邊","2020-06-26 14:50:00","花蓮縣","G","正常","121.59390000","23.93883000",NA,NA
16142585,8,"赤崁樓、永樂市場、水仙宮市場周邊","2020-06-26 14:50:00","臺南市","Y","略多","120.19970000","22.99430000",NA,NA
16142586,9,"南庄桂花巷、遊客中心周邊","2020-06-26 14:50:00","苗栗縣","G","正常","120.99960000","24.59912000",NA,NA
16142587,10,"竹圍漁港周邊","2020-06-26 14:50:00","桃園市","G","正常","121.24250000","25.11806000",NA,NA
16142588,13,"北投市場周邊","2020-06-26 14:50:00","臺北市","G","正常","121.50040000","25.13095000",NA,NA
16142589,14,"古坑綠色隧道周邊","2020-06-26 14:50:00","雲林縣","G","正常","120.53880000","23.65937000",NA,NA
16142590,15,"宜蘭火車站周邊","2020-06-26 14:50:00","宜蘭縣","G","正常","121.75590000","24.75521000",NA,NA
16142591,18,"十七公里海岸風景區周邊","2020-06-26 14:50:00","新竹市","G","正常","120.92540000","24.84739000",NA,NA
16142592,20,"華泰名品城 GLORIA OUTLETS周邊","2020-06-26 14:50:00","桃園市","G","正常","121.21260000","25.01428000",NA,NA
16142593,21,"都蘭部落周邊","2020-06-26 14:50:00","臺東縣","G","正常","121.22370000","22.86973000",NA,NA
16142594,22,"墾丁大街周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.80110000","21.94405000",NA,NA
16142595,23,"伊達邵商圈周邊","2020-06-26 14:50:00","南投縣","Y","略多","120.93080000","23.84967000",NA,NA
16142596,24,"清境農場周邊","2020-06-26 14:50:00","南投縣","G","正常","121.16180000","24.05728000",NA,NA
16142597,25,"麗寶OUTLET MALL周邊","2020-06-26 14:50:00","臺中市","G","正常","120.69900000","24.32343000",NA,NA
16142598,26,"臺東觀光夜市周邊","2020-06-26 14:50:00","臺東縣","G","正常","121.15540000","22.75241000",NA,NA
16142599,27,"石門水庫周邊","2020-06-26 14:50:00","桃園市","G","正常","121.24190000","24.81561000",NA,NA
16142600,28,"屏東觀光夜市、千禧公園周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.49350000","22.67944000",NA,NA
16142601,29,"新竹市立動物園周邊","2020-06-26 14:50:00","新竹市","G","正常","120.97980000","24.79775000",NA,NA
16142602,30,"奮起湖老街周邊","2020-06-26 14:50:00","嘉義縣","Y","略多","120.69600000","23.50625000",NA,NA
16142603,32,"墾丁大街周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.79630000","21.94405000",NA,NA
16142604,34,"永安海濱公園、新屋綠色走廊周邊","2020-06-26 14:50:00","桃園市","G","正常","121.01440000","24.98734000",NA,NA
16142605,36,"烏嘎彥竹林、苗栗泰安露營區周邊","2020-06-26 14:50:00","苗栗縣","G","正常","120.92560000","24.42303000",NA,NA
16142606,38,"城隍廟東市場周邊","2020-06-26 14:50:00","嘉義市","G","正常","120.45620000","23.47850000",NA,NA
16142607,40,"五指山周邊","2020-06-26 14:50:00","新竹縣","G","正常","121.09830000","24.63971000",NA,NA
16142608,41,"國立傳統藝術中心周邊","2020-06-26 14:50:00","宜蘭縣","Y","略多","121.82470000","24.68262000",NA,NA
16142609,42,"臺東火車站周邊","2020-06-26 14:50:00","臺東縣","G","正常","121.14560000","22.75242000",NA,NA
16142610,45,"潮州火車站商圈周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.53770000","22.55314000",NA,NA
16142611,46,"池上火車站、池上夜市周邊","2020-06-26 14:50:00","臺東縣","Y","略多","121.21930000","23.12260000",NA,NA
16142612,47,"日月潭水社碼頭廣場周邊","2020-06-26 14:50:00","南投縣","G","正常","120.91120000","23.86320000",NA,NA
16142613,49,"東勢林場遊樂區周邊","2020-06-26 14:50:00","臺中市","G","正常","120.87150000","24.28304000",NA,NA
16142614,52,"墾丁南灣周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.75750000","21.96206000",NA,NA
16142615,54,"台南中正海安商圈、公有零售市場保安市場周邊","2020-06-26 14:50:00","臺南市","G","正常","120.19490000","22.98976000",NA,NA
16142616,55,"新店仁愛市場周邊","2020-06-26 14:50:00","新北市","G","正常","121.53940000","24.97283000",NA,NA
16142617,56,"埔心牧場周邊","2020-06-26 14:50:00","桃園市","G","正常","121.18270000","24.92855000",NA,NA
16142618,57,"北港朝天宮周邊","2020-06-26 14:50:00","雲林縣","G","正常","120.30400000","23.56820000",NA,NA
16142619,59,"竹子湖海芋園周邊","2020-06-26 14:50:00","臺北市","G","正常","121.53530000","25.17597000",NA,NA
16142620,63,"台北市立動物園周邊","2020-06-26 14:50:00","臺北市","Y","略多","121.58900000","24.99069000",NA,NA
16142621,64,"蘇澳服務區周邊","2020-06-26 14:50:00","宜蘭縣","G","正常","121.81440000","24.61948000",NA,NA
16142622,65,"北埔老街周邊","2020-06-26 14:50:00","新竹縣","G","正常","121.05890000","24.70293000",NA,NA
16142623,68,"淡水老街周邊","2020-06-26 14:50:00","新北市","G","正常","121.44100000","25.17177000",NA,NA
16142624,69,"萬巒豬腳街周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.56680000","22.57580000",NA,NA
16142625,70,"礁溪溫泉公園周邊","2020-06-26 14:50:00","宜蘭縣","G","正常","121.78120000","24.83633000",NA,NA
16142626,71,"梅花湖風景區周邊","2020-06-26 14:50:00","宜蘭縣","G","正常","121.73060000","24.65151000",NA,NA
16142627,72,"太平風景區周邊","2020-06-26 14:50:00","嘉義縣","Y","略多","120.60770000","23.56474000",NA,NA
16142628,73,"太平風景區周邊","2020-06-26 14:50:00","嘉義縣","G","正常","120.60280000","23.56022000",NA,NA
16142629,76,"大溪老街周邊","2020-06-26 14:50:00","桃園市","G","正常","121.28660000","24.88324000",NA,NA
16142630,78,"安平老街(延平老街)周邊","2020-06-26 14:50:00","臺南市","G","正常","120.16070000","22.99862000",NA,NA
16142631,79,"枋山濱海遊憩區周邊","2020-06-26 14:50:00","屏東縣","G","正常","120.66490000","22.24187000",NA,NA
16142632,81,"車埕老街周邊","2020-06-26 14:50:00","南投縣","G","正常","120.86700000","23.83608000",NA,NA
16142633,82,"安平漁港周邊","2020-06-26 14:50:00","臺南市","G","正常","120.15100000","22.98953000",NA,NA
16142634,83,"深坑老街周邊","2020-06-26 14:50:00","新北市","G","正常","121.61380000","25.00414000",NA,NA
16142635,86,"鹿港老街周邊","2020-06-26 14:50:00","彰化縣","G","正常","120.43420000","24.05632000",NA,NA
16142636,87,"淡水老街周邊","2020-06-26 14:50:00","新北市","G","正常","121.43610000","25.17178000",NA,NA
