"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,36
"台中市",NA,197
"台北市",NA,4372
"台南市",NA,42
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,301
"宜蘭縣",NA,96
"屏東縣",NA,43
"彰化縣",NA,261
"新北市",NA,6387
"新竹市",NA,37
"新竹縣",NA,98
"桃園市",NA,682
"澎湖縣",NA,5
"空值",1222,NA
"花蓮縣",NA,68
"苗栗縣",NA,543
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,81
