"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",17,4
"台北市",40,3
"台南市",8,1
"基隆市",1,NA
"宜蘭縣",1,NA
"屏東縣",1,NA
"彰化縣",3,4
"新北市",30,13
"新竹市",4,NA
"新竹縣",1,NA
"桃園市",11,10
"苗栗縣",1,NA
"雲林縣",3,NA
"高雄市",11,NA
