"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",31
"南投縣","仁愛鄉",84
"南投縣","信義鄉",50
"南投縣","南投市",774
"南投縣","名間鄉",139
"南投縣","國姓鄉",53
"南投縣","埔里鎮",274
"南投縣","水里鄉",27
"南投縣","竹山鎮",226
"南投縣","草屯鎮",465
"南投縣","集集鎮",21
"南投縣","魚池鄉",13
"南投縣","鹿谷鄉",42
"台中市","中區",155
"台中市","北區",1573
"台中市","北屯區",3249
"台中市","南區",1453
"台中市","南屯區",2261
"台中市","后里區",281
"台中市","和平區",56
"台中市","外埔區",192
"台中市","大安區",105
"台中市","大甲區",695
"台中市","大肚區",506
"台中市","大里區",2955
"台中市","大雅區",882
"台中市","太平區",2617
"台中市","新社區",81
"台中市","東勢區",262
"台中市","東區",786
"台中市","梧棲區",830
"台中市","沙鹿區",1117
"台中市","清水區",804
"台中市","潭子區",1261
"台中市","烏日區",972
"台中市","石岡區",45
"台中市","神岡區",497
"台中市","西區",1105
"台中市","西屯區",4527
"台中市","豐原區",1617
"台中市","霧峰區",773
"台中市","龍井區",861
"台北市","中山區",2058
"台北市","中正區",871
"台北市","信義區",2478
"台北市","內湖區",4049
"台北市","北投區",2739
"台北市","南港區",978
"台北市","士林區",2469
"台北市","大同區",884
"台北市","大安區",2230
"台北市","文山區",1933
"台北市","松山區",1678
"台北市","萬華區",1805
"台南市","七股區",61
"台南市","下營區",104
"台南市","中西區",396
"台南市","仁德區",769
"台南市","佳里區",353
"台南市","六甲區",113
"台南市","北區",1141
"台南市","北門區",17
"台南市","南化區",16
"台南市","南區",1036
"台南市","善化區",452
"台南市","大內區",23
"台南市","學甲區",86
"台南市","安南區",2250
"台南市","安定區",164
"台南市","安平區",413
"台南市","官田區",132
"台南市","將軍區",63
"台南市","山上區",18
"台南市","左鎮區",17
"台南市","後壁區",70
"台南市","新化區",282
"台南市","新市區",380
"台南市","新營區",738
"台南市","東區",1364
"台南市","東山區",45
"台南市","柳營區",109
"台南市","楠西區",22
"台南市","歸仁區",425
"台南市","永康區",3178
"台南市","玉井區",45
"台南市","白河區",74
"台南市","西港區",136
"台南市","關廟區",251
"台南市","鹽水區",84
"台南市","麻豆區",295
"台南市","龍崎區",6
"台東縣","卑南鄉",101
"台東縣","台東市",1336
"台東縣","大武鄉",27
"台東縣","太麻里鄉",45
"台東縣","延平鄉",21
"台東縣","成功鎮",48
"台東縣","東河鄉",26
"台東縣","池上鄉",27
"台東縣","海端鄉",25
"台東縣","綠島鄉",25
"台東縣","蘭嶼鄉",20
"台東縣","達仁鄉",23
"台東縣","金峰鄉",6
"台東縣","長濱鄉",21
"台東縣","關山鎮",22
"台東縣","鹿野鄉",26
"嘉義市","東區",686
"嘉義市","西區",878
"嘉義縣","中埔鄉",213
"嘉義縣","六腳鄉",51
"嘉義縣","大埔鄉",9
"嘉義縣","大林鎮",200
"嘉義縣","太保市",213
"嘉義縣","布袋鎮",92
"嘉義縣","新港鄉",72
"嘉義縣","朴子市",205
"嘉義縣","東石鄉",36
"嘉義縣","梅山鄉",19
"嘉義縣","民雄鄉",614
"嘉義縣","水上鄉",236
"嘉義縣","溪口鄉",22
"嘉義縣","番路鄉",25
"嘉義縣","竹崎鄉",91
"嘉義縣","義竹鄉",26
"嘉義縣","阿里山鄉",15
"嘉義縣","鹿草鄉",82
"基隆市","七堵區",396
"基隆市","中山區",284
"基隆市","中正區",374
"基隆市","仁愛區",344
"基隆市","信義區",433
"基隆市","安樂區",771
"基隆市","暖暖區",213
"宜蘭縣","三星鄉",86
"宜蘭縣","五結鄉",185
"宜蘭縣","冬山鄉",267
"宜蘭縣","南澳鄉",33
"宜蘭縣","員山鄉",134
"宜蘭縣","壯圍鄉",62
"宜蘭縣","大同鄉",26
"宜蘭縣","宜蘭市",596
"宜蘭縣","礁溪鄉",157
"宜蘭縣","羅東鎮",558
"宜蘭縣","蘇澳鎮",284
"宜蘭縣","頭城鎮",106
"屏東縣","三地門鄉",46
"屏東縣","九如鄉",136
"屏東縣","佳冬鄉",73
"屏東縣","來義鄉",35
"屏東縣","內埔鄉",443
"屏東縣","南州鄉",47
"屏東縣","屏東市",2185
"屏東縣","崁頂鄉",60
"屏東縣","恆春鎮",223
"屏東縣","新園鄉",278
"屏東縣","新埤鄉",22
"屏東縣","春日鄉",34
"屏東縣","東港鎮",540
"屏東縣","枋寮鄉",97
"屏東縣","枋山鄉",5
"屏東縣","林邊鄉",91
"屏東縣","泰武鄉",70
"屏東縣","滿州鄉",17
"屏東縣","潮州鎮",488
"屏東縣","牡丹鄉",23
"屏東縣","獅子鄉",20
"屏東縣","琉球鄉",23
"屏東縣","瑪家鄉",60
"屏東縣","竹田鄉",42
"屏東縣","萬丹鄉",396
"屏東縣","萬巒鄉",104
"屏東縣","車城鄉",25
"屏東縣","里港鄉",167
"屏東縣","長治鄉",196
"屏東縣","霧台鄉",7
"屏東縣","高樹鄉",73
"屏東縣","鹽埔鄉",181
"屏東縣","麟洛鄉",36
"彰化縣","二林鎮",339
"彰化縣","二水鄉",54
"彰化縣","伸港鄉",252
"彰化縣","北斗鎮",135
"彰化縣","和美鎮",575
"彰化縣","員林市",856
"彰化縣","埔心鄉",141
"彰化縣","埔鹽鄉",63
"彰化縣","埤頭鄉",86
"彰化縣","大城鄉",77
"彰化縣","大村鄉",308
"彰化縣","彰化市",2097
"彰化縣","永靖鄉",156
"彰化縣","溪州鄉",91
"彰化縣","溪湖鎮",198
"彰化縣","田中鎮",170
"彰化縣","田尾鄉",104
"彰化縣","社頭鄉",160
"彰化縣","福興鄉",275
"彰化縣","秀水鄉",137
"彰化縣","竹塘鄉",29
"彰化縣","線西鄉",94
"彰化縣","芬園鄉",80
"彰化縣","花壇鄉",237
"彰化縣","芳苑鄉",104
"彰化縣","鹿港鎮",785
"新北市","三峽區",929
"新北市","三芝區",68
"新北市","三重區",10808
"新北市","中和區",7620
"新北市","五股區",866
"新北市","八里區",258
"新北市","土城區",2735
"新北市","坪林區",10
"新北市","平溪區",12
"新北市","新店區",3905
"新北市","新莊區",8146
"新北市","板橋區",11077
"新北市","林口區",947
"新北市","樹林區",1988
"新北市","永和區",3213
"新北市","汐止區",4046
"新北市","泰山區",600
"新北市","淡水區",1851
"新北市","深坑區",113
"新北市","烏來區",6
"新北市","瑞芳區",221
"新北市","石碇區",17
"新北市","石門區",17
"新北市","萬里區",113
"新北市","蘆洲區",2713
"新北市","貢寮區",9
"新北市","金山區",78
"新北市","雙溪區",16
"新北市","鶯歌區",689
"新竹市","北區",1792
"新竹市","東區",2999
"新竹市","香山區",752
"新竹縣","五峰鄉",24
"新竹縣","北埔鄉",30
"新竹縣","寶山鄉",84
"新竹縣","尖石鄉",69
"新竹縣","峨眉鄉",6
