"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","中寮鄉",NA,1566
"南投縣","仁愛鄉",NA,3578
"南投縣","信義鄉",NA,3505
"南投縣","南投市",NA,21363
"南投縣","名間鄉",NA,5888
"南投縣","國姓鄉",NA,2070
"南投縣","埔里鎮",NA,14391
"南投縣","水里鄉",NA,2073
"南投縣","竹山鎮",NA,8999
"南投縣","草屯鎮",NA,19586
"南投縣","集集鎮",NA,1280
"南投縣","魚池鄉",NA,1528
"南投縣","鹿谷鄉",NA,2000
"台中市","中區",NA,3616
"台中市","北區",NA,34481
"台中市","北屯區",NA,63024
"台中市","南區",NA,30159
"台中市","南屯區",NA,40336
"台中市","后里區",NA,10667
"台中市","和平區",NA,1820
"台中市","外埔區",NA,7077
"台中市","大安區",NA,3631
"台中市","大甲區",NA,15961
"台中市","大肚區",NA,12682
"台中市","大里區",NA,49288
"台中市","大雅區",NA,23892
"台中市","太平區",NA,45977
"台中市","新社區",NA,3198
"台中市","東勢區",NA,8115
"台中市","東區",NA,17836
"台中市","梧棲區",NA,15989
"台中市","沙鹿區",NA,25075
"台中市","清水區",NA,19971
"台中市","潭子區",NA,24147
"台中市","烏日區",NA,19019
"台中市","石岡區",NA,2419
"台中市","神岡區",NA,15019
"台中市","西區",NA,23786
"台中市","西屯區",NA,57685
"台中市","豐原區",NA,34073
"台中市","霧峰區",NA,15216
"台中市","龍井區",NA,18638
"台北市","中山區",NA,50420
"台北市","中正區",NA,26606
"台北市","信義區",NA,49225
"台北市","內湖區",NA,59649
"台北市","北投區",NA,55587
"台北市","南港區",NA,28276
"台北市","士林區",NA,57614
"台北市","大同區",NA,27592
"台北市","大安區",NA,48613
"台北市","文山區",NA,57994
"台北市","松山區",NA,37457
"台北市","萬華區",NA,45902
"台南市","七股區",NA,2908
"台南市","下營區",NA,3417
"台南市","中西區",NA,13637
"台南市","仁德區",NA,18484
"台南市","佳里區",NA,10095
"台南市","六甲區",NA,3835
"台南市","北區",NA,26724
"台南市","北門區",NA,870
"台南市","南化區",NA,817
"台南市","南區",NA,26122
"台南市","善化區",NA,11436
"台南市","大內區",NA,1121
"台南市","學甲區",NA,3513
"台南市","安南區",NA,42985
"台南市","安定區",NA,5872
"台南市","安平區",NA,13667
"台南市","官田區",NA,3767
"台南市","將軍區",NA,2111
"台南市","山上區",NA,1544
"台南市","左鎮區",NA,558
"台南市","後壁區",NA,3136
"台南市","新化區",NA,8939
"台南市","新市區",NA,9589
"台南市","新營區",NA,14587
"台南市","東區",NA,34663
"台南市","東山區",NA,2251
"台南市","柳營區",NA,4177
"台南市","楠西區",NA,923
"台南市","歸仁區",NA,14635
"台南市","永康區",NA,58977
"台南市","玉井區",NA,2023
"台南市","白河區",NA,3577
"台南市","西港區",NA,4256
"台南市","關廟區",NA,7312
"台南市","鹽水區",NA,4175
"台南市","麻豆區",NA,7540
"台南市","龍崎區",NA,305
"台東縣","卑南鄉",NA,3574
