"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",7,3
"台北市",27,NA
"台南市",5,1
"基隆市",1,NA
"宜蘭縣",1,NA
"彰化縣",1,4
"新北市",16,12
"新竹市",2,NA
"新竹縣",1,NA
"桃園市",4,9
"苗栗縣",1,NA
"雲林縣",2,NA
"高雄市",9,NA
