"POPULATION","G_ID","time","avg","idx","City","Town","x","y","prePop"
"304","6258","20220412151000","285","1","屏東縣","恆春鎮","120.745","21.945","472"
"16","6267","20220412151000","115","0","屏東縣","恆春鎮","120.790","21.945","16"
"78","9415","20220412151000","61","2","屏東縣","恆春鎮","120.715","21.970","87"
"123","9416","20220412151000","85","2","屏東縣","恆春鎮","120.845","21.970","132"
"271","15716","20220412151000","194","2","臺東縣","蘭嶼鄉","121.535","22.025","212"
"25","15719","20220412151000","229","0","臺東縣","蘭嶼鄉","121.550","22.025","31"
"195","18068","20220412151000","233","0","屏東縣","車城鄉","120.695","22.045","306"
"105","20191","20220412151000","506","0","臺東縣","蘭嶼鄉","121.570","22.065","70"
"10","39868","20220412151000","38","0","屏東縣","牡丹鄉","120.895","22.240","18"
"140","40369","20220412151000","106","2","屏東縣","枋山鄉","120.660","22.245","268"
"68","46865","20220412151000","74","0","臺東縣","大武鄉","120.890","22.305","87"
"148","49782","20220412151000","186","0","屏東縣","琉球鄉","120.355","22.330","255"
"292","49783","20220412151000","179","3","屏東縣","琉球鄉","120.375","22.330","528"
"369","52213","20220412151000","361","1","屏東縣","琉球鄉","120.380","22.355","561"
"22","57554","20220412151000","29","0","屏東縣","春日鄉","120.645","22.355","21"
"34","57589","20220412151000","28","2","屏東縣","春日鄉","120.660","22.365","77"
"71","57606","20220412151000","45","3","屏東縣","春日鄉","120.665","22.365","132"
"145","57748","20220412151000","113","2","屏東縣","春日鄉","120.750","22.405","102"
"229","57758","20220412151000","195","1","屏東縣","春日鄉","120.625","22.365","243"
"157","57858","20220412151000","132","1","屏東縣","恆春鎮","120.730","21.985","199"
"54","57868","20220412151000","179","0","屏東縣","車城鄉","120.730","22.055","44"
"13","57908","20220412151000","10","2","屏東縣","車城鄉","120.760","22.070","13"
"131","57949","20220412151000","75","3","屏東縣","車城鄉","120.715","22.050","134"
"197","57951","20220412151000","147","2","屏東縣","車城鄉","120.710","22.055","274"
"373","57952","20220412151000","308","2","屏東縣","枋寮鄉","120.595","22.375","681"
"645","57962","20220412151000","387","3","屏東縣","枋寮鄉","120.595","22.385","961"
"311","57963","20220412151000","325","0","屏東縣","枋寮鄉","120.600","22.385","489"
"16","57992","20220412151000","14","1","屏東縣","滿州鄉","120.890","22.090","22"
"35","58022","20220412151000","22","3","屏東縣","滿州鄉","120.895","22.100","10"
"11","58112","20220412151000","15","0","屏東縣","滿州鄉","120.805","22.015","25"
"165","58150","20220412151000","106","3","屏東縣","滿州鄉","120.875","22.115","138"
"32","58180","20220412151000","21","3","屏東縣","滿州鄉","120.885","22.135","32"
"158","58209","20220412151000","86","3","屏東縣","滿州鄉","120.840","21.985","205"
"46","58243","20220412151000","51","0","屏東縣","滿州鄉","120.840","22.015","69"
"288","58245","20220412151000","206","2","屏東縣","滿州鄉","120.835","22.020","300"
"17","58246","20220412151000","12","2","屏東縣","滿州鄉","120.840","22.020","25"
"95","58248","20220412151000","83","1","屏東縣","滿州鄉","120.830","22.025","96"
"325","58265","20220412151000","265","2","屏東縣","滿州鄉","120.830","21.995","412"
"33","58303","20220412151000","22","3","屏東縣","滿州鄉","120.850","22.020","28"
"80","58452","20220412151000","42","3","屏東縣","滿州鄉","120.830","22.075","67"
"20","58493","20220412151000","29","0","屏東縣","滿州鄉","120.830","22.095","27"
"29","58500","20220412151000","29","1","屏東縣","滿州鄉","120.840","22.100","63"
"280","58514","20220412151000","237","1","屏東縣","枋山鄉","120.665","22.240","455"
"184","58522","20220412151000","317","0","屏東縣","枋山鄉","120.650","22.260","369"
"113","58529","20220412151000","255","0","屏東縣","枋山鄉","120.690","22.190","153"
"78","58531","20220412151000","211","0","屏東縣","枋山鄉","120.690","22.195","139"
"17","58544","20220412151000","11","3","屏東縣","佳冬鄉","120.525","22.410","20"
"521","58554","20220412151000","471","1","屏東縣","恆春鎮","120.740","22.030","462"
"24","58568","20220412151000","205","0","屏東縣","恆春鎮","120.735","22.040","46"
"133","58585","20220412151000","40","3","屏東縣","恆春鎮","120.720","22.045","46"
"105","58609","20220412151000","923","0","屏東縣","恆春鎮","120.750","21.955","16"
"150","58614","20220412151000","598","0","屏東縣","恆春鎮","120.755","21.960","85"
"333","58618","20220412151000","292","1","屏東縣","恆春鎮","120.755","21.965","356"
"227","58635","20220412151000","116","3","屏東縣","恆春鎮","120.750","21.980","350"
"378","58656","20220412151000","183","3","屏東縣","恆春鎮","120.730","22.010","413"
"13","58662","20220412151000","10","2","屏東縣","恆春鎮","120.725","22.020","16"
"244","58663","20220412151000","283","0","屏東縣","恆春鎮","120.745","22.005","260"
"191","58680","20220412151000","136","2","屏東縣","恆春鎮","120.730","21.995","179"
"71","58690","20220412151000","46","3","屏東縣","恆春鎮","120.740","21.920","73"
"274","58691","20220412151000","184","2","屏東縣","恆春鎮","120.725","21.925","495"
"14","58698","20220412151000","13","1","屏東縣","恆春鎮","120.715","21.935","23"
"60","58705","20220412151000","61","0","屏東縣","恆春鎮","120.730","21.940","75"
"29","58707","20220412151000","39","0","屏東縣","恆春鎮","120.715","21.945","59"
"313","58723","20220412151000","207","3","屏東縣","恆春鎮","120.720","21.960","401"
"836","58725","20220412151000","963","0","屏東縣","恆春鎮","120.740","22.010","946"
"16","58785","20220412151000","77","0","屏東縣","恆春鎮","120.720","22.040","32"
"13","58792","20220412151000","30","0","屏東縣","恆春鎮","120.710","22.015","23"
"136","58793","20220412151000","79","3","屏東縣","恆春鎮","120.695","22.020","158"
"15","58796","20220412151000","14","1","屏東縣","恆春鎮","120.710","22.020","28"
"140","58818","20220412151000","104","2","屏東縣","恆春鎮","120.850","21.905","176"
"67","58819","20220412151000","33","3","屏東縣","恆春鎮","120.855","21.905","78"
"65","58824","20220412151000","41","3","屏東縣","恆春鎮","120.850","21.910","60"
"223","58829","20220412151000","150","2","屏東縣","恆春鎮","120.850","21.915","248"
"51","58837","20220412151000","42","2","屏東縣","恆春鎮","120.830","21.925","77"
"43","58849","20220412151000","61","0","屏東縣","恆春鎮","120.825","21.935","91"
"13","58859","20220412151000","11","1","屏東縣","恆春鎮","120.840","21.940","11"
"310","58893","20220412151000","282","1","屏東縣","車城鄉","120.715","22.070","427"
"272","58924","20220412151000","97","3","屏東縣","獅子鄉","120.730","22.195","348"
"31","58958","20220412151000","156","0","屏東縣","獅子鄉","120.750","22.205","39"
"139","58971","20220412151000","140","0","屏東縣","獅子鄉","120.725","22.210","298"
"64","58992","20220412151000","20","3","屏東縣","獅子鄉","120.760","22.215","75"
"130","58997","20220412151000","37","3","屏東縣","獅子鄉","120.785","22.215","282"
"16","59041","20220412151000","11","2","屏東縣","獅子鄉","120.805","22.220","21"
"673","59115","20220412151000","420","3","屏東縣","琉球鄉","120.380","22.350","927"
"286","59117","20220412151000","294","0","屏東縣","琉球鄉","120.365","22.325","409"
"303","59120","20220412151000","240","2","屏東縣","琉球鄉","120.370","22.335","384"
"21","59128","20220412151000","30","0","屏東縣","獅子鄉","120.665","22.265","16"
"135","59149","20220412151000","126","1","屏東縣","獅子鄉","120.660","22.275","245"
"12","59374","20220412151000","14","0","屏東縣","獅子鄉","120.655","22.310","25"
"82","59469","20220412151000","51","3","屏東縣","獅子鄉","120.650","22.315","89"
"33","59727","20220412151000","133","0","屏東縣","獅子鄉","120.710","22.195","14"
"165","59772","20220412151000","106","3","屏東縣","獅子鄉","120.685","22.225","239"
"94","59960","20220412151000","26","3","屏東縣","獅子鄉","120.740","22.275","39"
"234","60023","20220412151000","115","3","屏東縣","獅子鄉","120.700","22.165","437"
"13","60048","20220412151000","110","0","屏東縣","獅子鄉","120.795","22.225","51"
"305","60065","20220412151000","122","3","屏東縣","獅子鄉","120.800","22.230","297"
"35","60076","20220412151000","50","0","屏東縣","獅子鄉","120.805","22.235","28"
"28","60088","20220412151000","23","2","屏東縣","獅子鄉","120.810","22.240","21"
"11","60119","20220412151000","24","0","屏東縣","獅子鄉","120.820","22.250","27"
"1115","60172","20220412151000","1333","0","屏東縣","琉球鄉","120.370","22.340","1554"
"25","60173","20220412151000","17","2","屏東縣","琉球鄉","120.370","22.345","44"
"93","60174","20220412151000","72","2","屏東縣","琉球鄉","120.375","22.345","133"
"166","60189","20220412151000","117","2","屏東縣","車城鄉","120.700","22.040","241"
"140","60193","20220412151000","169","0","屏東縣","車城鄉","120.700","22.050","189"
"86","60196","20220412151000","76","1","屏東縣","琉球鄉","120.365","22.340","150"
"156","60198","20220412151000","181","0","屏東縣","琉球鄉","120.370","22.350","241"
"406","60206","20220412151000","264","3","屏東縣","車城鄉","120.715","22.065","421"
"60","60213","20220412151000","169","0","屏東縣","車城鄉","120.720","22.090","58"
"165","60234","20220412151000","62","3","屏東縣","車城鄉","120.715","22.115","183"
"838","60246","20220412151000","636","2","屏東縣","琉球鄉","120.385","22.350","1215"
"150","60260","20220412151000","111","2","屏東縣","車城鄉","120.740","22.085","150"
"203","60283","20220412151000","202","1","屏東縣","車城鄉","120.750","22.095","251"
"22","60314","20220412151000","156","0","屏東縣","枋寮鄉","120.555","22.390","27"
"102","60322","20220412151000","411","0","屏東縣","車城鄉","120.715","22.075","74"
"198","60328","20220412151000","119","3","屏東縣","車城鄉","120.730","22.075","247"
"406","60350","20220412151000","329","2","屏東縣","枋寮鄉","120.590","22.405","462"
"519","60361","20220412151000","386","2","屏東縣","枋寮鄉","120.595","22.365","596"
"86","60369","20220412151000","295","0","屏東縣","枋寮鄉","120.620","22.405","125"
"247","60374","20220412151000","201","2","屏東縣","枋寮鄉","120.590","22.370","142"
"164","60377","20220412151000","232","0","屏東縣","枋寮鄉","120.580","22.375","197"
"775","60401","20220412151000","723","1","屏東縣","枋寮鄉","120.575","22.405","795"
"586","60404","20220412151000","518","1","屏東縣","佳冬鄉","120.565","22.410","456"
"10","60407","20220412151000","466","0","屏東縣","枋寮鄉","120.590","22.365","10"
"1050","60421","20220412151000","1104","0","屏東縣","枋寮鄉","120.600","22.360","1720"
"357","60428","20220412151000","227","3","屏東縣","枋寮鄉","120.600","22.365","661"
"124","60441","20220412151000","170","0","屏東縣","枋山鄉","120.645","22.295","244"
"159","60442","20220412151000","147","1","屏東縣","獅子鄉","120.640","22.310","269"
"210","60446","20220412151000","245","0","屏東縣","枋山鄉","120.630","22.320","317"
"167","60449","20220412151000","88","3","屏東縣","枋山鄉","120.615","22.330","327"
"273","60455","20220412151000","265","1","屏東縣","枋山鄉","120.620","22.335","300"
"221","60456","20220412151000","178","2","屏東縣","枋山鄉","120.625","22.335","113"
"1290","60532","20220412151000","962","2","屏東縣","恆春鎮","120.740","22.000","1412"
"400","60533","20220412151000","303","2","屏東縣","恆春鎮","120.740","22.005","485"
"79","60535","20220412151000","162","0","屏東縣","恆春鎮","120.815","21.935","99"
"86","60537","20220412151000","61","2","屏東縣","恆春鎮","120.805","21.940","145"
"59","60539","20220412151000","139","0","屏東縣","恆春鎮","120.795","21.945","39"
"338","60540","20220412151000","405","0","屏東縣","恆春鎮","120.800","21.945","354"
"200","60541","20220412151000","255","0","屏東縣","恆春鎮","120.805","21.945","224"
"163","60543","20220412151000","151","1","屏東縣","恆春鎮","120.780","21.950","118"
"111","60544","20220412151000","80","2","屏東縣","恆春鎮","120.785","21.950","132"
"156","60568","20220412151000","134","1","屏東縣","恆春鎮","120.810","21.955","196"
"163","60589","20220412151000","129","2","屏東縣","恆春鎮","120.815","21.965","207"
"432","60623","20220412151000","288","3","屏東縣","恆春鎮","120.735","21.950","635"
"71","60646","20220412151000","63","1","屏東縣","恆春鎮","120.720","21.975","129"
"81","60651","20220412151000","82","0","屏東縣","恆春鎮","120.715","21.985","159"
"205","60656","20220412151000","148","2","屏東縣","恆春鎮","120.705","21.995","313"
"578","60671","20220412151000","679","0","屏東縣","恆春鎮","120.740","21.995","693"
"355","60672","20220412151000","286","2","屏東縣","恆春鎮","120.745","21.995","388"
"438","60680","20220412151000","618","0","屏東縣","恆春鎮","120.745","22.000","505"
"55","60694","20220412151000","74","0","屏東縣","恆春鎮","120.765","22.000","50"
"238","60771","20220412151000","228","1","屏東縣","滿州鄉","120.890","22.140","26"
"115","60778","20220412151000","82","2","屏東縣","牡丹鄉","120.880","22.155","14"
"50","60784","20220412151000","55","0","屏東縣","牡丹鄉","120.880","22.160","50"
"137","60791","20220412151000","95","2","屏東縣","牡丹鄉","120.890","22.165","34"
"76","60821","20220412151000","57","2","屏東縣","牡丹鄉","120.880","22.185","106"
"14","60825","20220412151000","19","0","屏東縣","牡丹鄉","120.880","22.190","17"
"89","60827","20220412151000","44","3","屏東縣","牡丹鄉","120.885","22.190","77"
"36","60836","20220412151000","41","0","屏東縣","牡丹鄉","120.890","22.200","14"
"52","60884","20220412151000","25","3","屏東縣","牡丹鄉","120.850","22.185","44"
"163","60907","20220412151000","109","2","屏東縣","牡丹鄉","120.855","22.200","87"
"32","60914","20220412151000","26","2","屏東縣","牡丹鄉","120.860","22.205","23"
"27","60936","20220412151000","32","0","屏東縣","牡丹鄉","120.815","22.150","56"
"90","60994","20220412151000","51","3","屏東縣","牡丹鄉","120.835","22.175","101"
"78","61141","20220412151000","61","2","屏東縣","牡丹鄉","120.770","22.125","78"
"213","61160","20220412151000","232","0","屏東縣","牡丹鄉","120.780","22.130","284"
"13","61331","20220412151000","100","0","屏東縣","牡丹鄉","120.840","22.115","25"
"132","61332","20220412151000","149","0","屏東縣","牡丹鄉","120.845","22.115","215"
"26","61377","20220412151000","21","2","屏東縣","牡丹鄉","120.885","22.140","26"
"22","61398","20220412151000","25","0","屏東縣","牡丹鄉","120.875","22.150","22"
"15","61399","20220412151000","12","2","屏東縣","牡丹鄉","120.880","22.150","15"
"186","61441","20220412151000","115","3","臺東縣","大武鄉","120.880","22.325","168"
"15","61446","20220412151000","22","0","臺東縣","大武鄉","120.890","22.325","31"
"12","61464","20220412151000","29","0","臺東縣","大武鄉","120.880","22.360","24"
"87","61469","20220412151000","283","0","臺東縣","大武鄉","120.905","22.360","69"
"41","61471","20220412151000","126","0","臺東縣","大武鄉","120.900","22.365","37"
"442","61472","20220412151000","279","3","臺東縣","大武鄉","120.905","22.365","461"
"271","61501","20220412151000","276","0","臺東縣","大武鄉","120.910","22.380","548"
"438","61562","20220412151000","328","2","臺東縣","大武鄉","120.885","22.340","483"
"199","61604","20220412151000","146","2","臺東縣","蘭嶼鄉","121.525","22.080","167"
"229","61605","20220412151000","200","1","臺東縣","蘭嶼鄉","121.530","22.080","207"
"125","61620","20220412151000","122","1","臺東縣","蘭嶼鄉","121.590","22.005","88"
"687","61703","20220412151000","647","1","臺東縣","蘭嶼鄉","121.510","22.055","660"
"220","61734","20220412151000","183","2","臺東縣","蘭嶼鄉","121.555","22.025","140"
"93","61738","20220412151000","47","3","臺東縣","蘭嶼鄉","121.535","22.030","86"
"135","61830","20220412151000","111","2","臺東縣","達仁鄉","120.885","22.285","205"
"99","61900","20220412151000","15","3","臺東縣","達仁鄉","120.820","22.290","211"
"57","61910","20220412151000","60","0","臺東縣","達仁鄉","120.870","22.290","79"
"266","61933","20220412151000","184","2","臺東縣","達仁鄉","120.885","22.295","252"
"47","62017","20220412151000","32","2","臺東縣","達仁鄉","120.855","22.320","58"
"30","62278","20220412151000","12","3","臺東縣","大武鄉","120.880","22.375","11"
"53","62301","20220412151000","45","1","臺東縣","達仁鄉","120.860","22.380","95"
"47","62355","20220412151000","31","3","臺東縣","達仁鄉","120.855","22.390","67"
"26","62440","20220412151000","12","3","臺東縣","達仁鄉","120.835","22.245","10"
"30","62465","20220412151000","17","3","臺東縣","達仁鄉","120.840","22.265","29"
"63","62479","20220412151000","41","3","臺東縣","達仁鄉","120.855","22.275","69"
"20","62483","20220412151000","16","2","臺東縣","達仁鄉","120.865","22.280","14"
"53","62493","20220412151000","49","1","臺東縣","達仁鄉","120.875","22.290","59"
"102","63917","20220412151000","53","3","臺東縣","大武鄉","120.930","22.415","146"
"429","65292","20220412151000","321","2","屏東縣","東港鎮","120.480","22.430","540"
"29","72794","20220412151000","60","0","高雄市","小港區","120.360","22.510","42"
"148","72795","20220412151000","93","3","臺東縣","太麻里鄉","120.960","22.510","191"
"213","80997","20220412151000","163","2","屏東縣","新埤鄉","120.560","22.475","247"
"262","81026","20220412151000","138","3","屏東縣","新埤鄉","120.540","22.495","269"
"540","81045","20220412151000","515","1","屏東縣","新埤鄉","120.545","22.465","689"
"235","81049","20220412151000","128","3","屏東縣","新埤鄉","120.565","22.465","236"
"29","81063","20220412151000","26","1","屏東縣","新埤鄉","120.610","22.450","30"
"271","81079","20220412151000","178","3","屏東縣","新埤鄉","120.610","22.460","362"
"529","81134","20220412151000","486","1","屏東縣","新埤鄉","120.580","22.505","716"
"189","81174","20220412151000","237","0","屏東縣","新埤鄉","120.615","22.470","322"
"14","81450","20220412151000","11","2","屏東縣","春日鄉","120.665","22.440","29"
"64","81486","20220412151000","52","2","屏東縣","春日鄉","120.630","22.425","68"
"261","81488","20220412151000","154","3","屏東縣","春日鄉","120.640","22.425","313"
"605","81506","20220412151000","422","2","屏東縣","新園鄉","120.435","22.500","771"
"160","81517","20220412151000","134","1","屏東縣","新園鄉","120.440","22.510","76"
"442","81529","20220412151000","367","2","屏東縣","萬巒鄉","120.610","22.590","664"
"971","81547","20220412151000","1349","0","屏東縣","林邊鄉","120.515","22.435","1450"
"62","81550","20220412151000","29","3","屏東縣","林邊鄉","120.510","22.430","18"
