"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,37
"台中市",NA,197
"台北市",NA,4405
"台南市",NA,50
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,301
"宜蘭縣",NA,96
"屏東縣",NA,44
"彰化縣",NA,261
"新北市",NA,6427
"新竹市",NA,38
"新竹縣",NA,98
"桃園市",NA,686
"澎湖縣",NA,5
"空值",1223,NA
"花蓮縣",NA,68
"苗栗縣",NA,543
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,81
