"縣市","鄉鎮","Sum_Inter","Sum_Local"
"南投縣","南投市",NA,5
"南投縣","名間鄉",NA,2
"南投縣","埔里鎮",NA,5
"南投縣","竹山鎮",NA,1
"南投縣","草屯鎮",NA,19
"台中市","中區",NA,1
"台中市","北區",NA,8
"台中市","北屯區",NA,35
"台中市","南區",NA,3
"台中市","南屯區",NA,8
"台中市","后里區",NA,1
"台中市","大安區",NA,1
"台中市","大甲區",NA,1
"台中市","大肚區",NA,1
"台中市","大里區",NA,3
"台中市","大雅區",NA,13
"台中市","太平區",NA,12
"台中市","新社區",NA,1
"台中市","東勢區",NA,1
"台中市","東區",NA,12
"台中市","梧棲區",NA,3
"台中市","沙鹿區",NA,4
"台中市","清水區",NA,5
"台中市","潭子區",NA,14
"台中市","石岡區",NA,1
"台中市","西區",NA,5
"台中市","西屯區",NA,29
"台中市","豐原區",NA,11
"台中市","霧峰區",NA,18
"台中市","龍井區",NA,17
"台北市","中山區",NA,248
"台北市","中正區",NA,259
"台北市","信義區",NA,263
"台北市","內湖區",NA,182
"台北市","其他",NA,2
"台北市","北投區",NA,258
"台北市","南港區",NA,148
"台北市","士林區",NA,379
"台北市","大同區",NA,293
"台北市","大安區",NA,284
"台北市","文山區",NA,363
"台北市","松山區",NA,174
"台北市","萬華區",NA,1707
"台南市","七股區",NA,2
"台南市","下營區",NA,3
"台南市","中西區",NA,1
"台南市","仁德區",NA,3
"台南市","佳里區",NA,10
"台南市","六甲區",NA,1
"台南市","北區",NA,7
"台南市","南區",NA,7
"台南市","善化區",NA,3
"台南市","大內區",NA,2
"台南市","安南區",NA,7
"台南市","安定區",NA,1
"台南市","安平區",NA,5
"台南市","官田區",NA,2
"台南市","將軍區",NA,1
"台南市","新市區",NA,3
"台南市","新營區",NA,7
"台南市","東區",NA,9
"台南市","歸仁區",NA,1
"台南市","永康區",NA,10
"台南市","玉井區",NA,1
"台南市","白河區",NA,11
"台南市","西港區",NA,3
"台南市","麻豆區",NA,6
"台東縣","卑南鄉",NA,1
"台東縣","台東市",NA,6
"台東縣","太麻里鄉",NA,16
"台東縣","成功鎮",NA,1
"台東縣","東河鄉",NA,1
"台東縣","池上鄉",NA,1
"台東縣","金峰鄉",NA,8
"台東縣","長濱鄉",NA,1
"台東縣","關山鎮",NA,1
"嘉義市","東區",NA,14
"嘉義市","西區",NA,30
"嘉義縣","中埔鄉",NA,4
"嘉義縣","大林鎮",NA,12
"嘉義縣","太保市",NA,1
"嘉義縣","布袋鎮",NA,1
"嘉義縣","朴子市",NA,2
"嘉義縣","東石鄉",NA,2
"嘉義縣","民雄鄉",NA,2
"嘉義縣","水上鄉",NA,9
"嘉義縣","溪口鄉",NA,1
"嘉義縣","番路鄉",NA,1
"嘉義縣","鹿草鄉",NA,2
"基隆市","七堵區",NA,52
"基隆市","中山區",NA,75
"基隆市","中正區",NA,29
"基隆市","仁愛區",NA,67
"基隆市","信義區",NA,24
"基隆市","安樂區",NA,107
"基隆市","暖暖區",NA,35
"宜蘭縣","三星鄉",NA,2
"宜蘭縣","五結鄉",NA,16
"宜蘭縣","冬山鄉",NA,18
"宜蘭縣","南澳鄉",NA,8
"宜蘭縣","員山鄉",NA,12
"宜蘭縣","壯圍鄉",NA,14
"宜蘭縣","大同鄉",NA,1
"宜蘭縣","宜蘭市",NA,78
"宜蘭縣","礁溪鄉",NA,26
"宜蘭縣","羅東鎮",NA,17
"宜蘭縣","蘇澳鎮",NA,12
"宜蘭縣","頭城鎮",NA,20
"屏東縣","九如鄉",NA,2
"屏東縣","內埔鄉",NA,4
"屏東縣","屏東市",NA,14
"屏東縣","崁頂鄉",NA,1
"屏東縣","恆春鎮",NA,2
"屏東縣","春日鄉",NA,2
"屏東縣","東港鎮",NA,3
"屏東縣","潮州鎮",NA,15
"屏東縣","瑪家鄉",NA,1
"屏東縣","竹田鄉",NA,3
"屏東縣","萬巒鄉",NA,2
"屏東縣","里港鄉",NA,7
"屏東縣","長治鄉",NA,3
"屏東縣","高樹鄉",NA,5
"屏東縣","鹽埔鄉",NA,5
"彰化縣","二林鎮",NA,15
"彰化縣","二水鄉",NA,3
"彰化縣","伸港鄉",NA,1
"彰化縣","北斗鎮",NA,1
"彰化縣","和美鎮",NA,5
"彰化縣","員林市",NA,28
"彰化縣","埔心鄉",NA,31
"彰化縣","埔鹽鄉",NA,4
"彰化縣","埤頭鄉",NA,20
"彰化縣","大城鄉",NA,2
"彰化縣","大村鄉",NA,6
"彰化縣","彰化市",NA,28
"彰化縣","永靖鄉",NA,10
"彰化縣","溪州鄉",NA,4
"彰化縣","溪湖鎮",NA,62
"彰化縣","田中鎮",NA,15
"彰化縣","田尾鄉",NA,2
"彰化縣","社頭鄉",NA,3
"彰化縣","福興鄉",NA,6
"彰化縣","秀水鄉",NA,7
"彰化縣","竹塘鄉",NA,1
"彰化縣","線西鄉",NA,1
"彰化縣","芬園鄉",NA,4
"彰化縣","花壇鄉",NA,5
"彰化縣","芳苑鄉",NA,3
"彰化縣","鹿港鎮",NA,2
"新北市","三峽區",NA,85
"新北市","三芝區",NA,11
"新北市","三重區",NA,898
"新北市","中和區",NA,1080
"新北市","五股區",NA,150
"新北市","八里區",NA,40
"新北市","土城區",NA,453
"新北市","坪林區",NA,1
"新北市","新店區",NA,348
"新北市","新莊區",NA,620
"新北市","板橋區",NA,1407
"新北市","林口區",NA,86
"新北市","樹林區",NA,261
"新北市","永和區",NA,559
"新北市","汐止區",NA,229
"新北市","泰山區",NA,105
"新北市","淡水區",NA,157
"新北市","深坑區",NA,25
"新北市","瑞芳區",NA,32
"新北市","石碇區",NA,10
"新北市","石門區",NA,14
"新北市","萬里區",NA,13
"新北市","蘆洲區",NA,325
"新北市","金山區",NA,26
"新北市","鶯歌區",NA,34
"新竹市","北區",NA,17
"新竹市","東區",NA,33
"新竹市","香山區",NA,30
"新竹縣","寶山鄉",NA,5
"新竹縣","峨眉鄉",NA,2
"新竹縣","新埔鎮",NA,2
"新竹縣","新豐鄉",NA,2
"新竹縣","橫山鄉",NA,3
"新竹縣","湖口鄉",NA,8
"新竹縣","竹北市",NA,37
"新竹縣","竹東鎮",NA,42
"新竹縣","芎林鄉",NA,3
"新竹縣","關西鎮",NA,1
"桃園市","中壢區",NA,100
"桃園市","八德區",NA,63
"桃園市","其他",NA,3
"桃園市","大園區",NA,21
"桃園市","大溪區",NA,29
"桃園市","平鎮區",NA,55
"桃園市","新屋區",NA,3
"桃園市","桃園區",NA,269
"桃園市","楊梅區",NA,27
"桃園市","蘆竹區",NA,57
"桃園市","觀音區",NA,10
"桃園市","龍潭區",NA,11
"桃園市","龜山區",NA,147
"澎湖縣","湖西鄉",NA,4
"澎湖縣","白沙鄉",NA,1
"澎湖縣","西嶼鄉",NA,1
"澎湖縣","馬公市",NA,6
"空值","空值",1238,NA
"花蓮縣","光復鄉",NA,5
"花蓮縣","卓溪鄉",NA,1
"花蓮縣","吉安鄉",NA,15
"花蓮縣","壽豐鄉",NA,1
"花蓮縣","新城鄉",NA,4
"花蓮縣","玉里鎮",NA,15
"花蓮縣","瑞穗鄉",NA,2
"花蓮縣","秀林鄉",NA,26
"花蓮縣","花蓮市",NA,47
"花蓮縣","萬榮鄉",NA,2
"花蓮縣","豐濱鄉",NA,2
"花蓮縣","鳳林鎮",NA,2
"苗栗縣","三灣鄉",NA,4
"苗栗縣","公館鄉",NA,2
"苗栗縣","卓蘭鎮",NA,2
"苗栗縣","南庄鄉",NA,1
"苗栗縣","後龍鎮",NA,12
"苗栗縣","泰安鄉",NA,1
"苗栗縣","竹南鎮",NA,501
"苗栗縣","苑裡鎮",NA,5
"苗栗縣","苗栗市",NA,9
"苗栗縣","通霄鎮",NA,6
"苗栗縣","造橋鄉",NA,13
"苗栗縣","銅鑼鄉",NA,1
"苗栗縣","頭份市",NA,70
"連江縣","北竿鄉",NA,4
"連江縣","南竿鄉",NA,3
"連江縣","莒光鄉",NA,1
"金門縣","烈嶼鄉",NA,1
"金門縣","金城鎮",NA,1
"金門縣","金寧鄉",NA,3
"金門縣","金湖鎮",NA,1
"雲林縣","元長鄉",NA,1
"雲林縣","口湖鄉",NA,4
"雲林縣","古坑鄉",NA,1
