"縣市","鄉鎮","Sum_Local.x"
"南投縣","中寮鄉",12
"南投縣","仁愛鄉",12
"南投縣","信義鄉",17
"南投縣","南投市",203
"南投縣","名間鄉",37
"南投縣","國姓鄉",11
"南投縣","埔里鎮",143
"南投縣","水里鄉",19
"南投縣","竹山鎮",65
"南投縣","草屯鎮",256
"南投縣","集集鎮",11
"南投縣","魚池鄉",32
"南投縣","鹿谷鄉",23
"台中市","中區",28
"台中市","北區",370
"台中市","北屯區",853
"台中市","南區",276
"台中市","南屯區",576
"台中市","后里區",78
"台中市","和平區",9
"台中市","外埔區",43
"台中市","大安區",30
"台中市","大甲區",111
"台中市","大肚區",102
"台中市","大里區",478
"台中市","大雅區",131
"台中市","太平區",506
"台中市","新社區",27
"台中市","東勢區",82
"台中市","東區",176
"台中市","梧棲區",78
"台中市","沙鹿區",229
"台中市","清水區",142
"台中市","潭子區",156
"台中市","烏日區",164
"台中市","石岡區",17
"台中市","神岡區",77
"台中市","西區",295
"台中市","西屯區",713
"台中市","豐原區",318
"台中市","霧峰區",116
"台中市","龍井區",135
"台北市","中山區",654
"台北市","中正區",378
"台北市","信義區",530
"台北市","內湖區",885
"台北市","北投區",667
"台北市","南港區",314
"台北市","士林區",845
"台北市","大同區",293
"台北市","大安區",741
"台北市","文山區",783
"台北市","松山區",612
"台北市","萬華區",445
"台南市","七股區",9
"台南市","下營區",11
"台南市","中西區",116
"台南市","仁德區",110
"台南市","佳里區",69
"台南市","六甲區",18
"台南市","北區",279
"台南市","北門區",8
"台南市","南化區",6
"台南市","南區",189
"台南市","善化區",92
"台南市","大內區",6
"台南市","學甲區",15
"台南市","安南區",385
"台南市","安定區",23
"台南市","安平區",119
"台南市","官田區",22
"台南市","將軍區",7
"台南市","山上區",2
"台南市","左鎮區",8
"台南市","後壁區",27
"台南市","新化區",34
"台南市","新市區",48
"台南市","新營區",139
"台南市","東區",418
"台南市","東山區",9
"台南市","柳營區",32
"台南市","楠西區",6
"台南市","歸仁區",82
"台南市","永康區",640
"台南市","玉井區",6
"台南市","白河區",11
"台南市","西港區",8
"台南市","關廟區",18
"台南市","鹽水區",21
"台南市","麻豆區",42
"台南市","龍崎區",2
"台東縣","卑南鄉",30
"台東縣","台東市",172
"台東縣","大武鄉",3
"台東縣","太麻里鄉",5
"台東縣","延平鄉",1
"台東縣","成功鎮",22
"台東縣","東河鄉",9
"台東縣","池上鄉",9
"台東縣","海端鄉",1
"台東縣","綠島鄉",3
"台東縣","蘭嶼鄉",8
"台東縣","達仁鄉",5
"台東縣","金峰鄉",14
"台東縣","長濱鄉",3
"台東縣","關山鎮",8
"台東縣","鹿野鄉",3
"嘉義市","東區",186
"嘉義市","西區",268
"嘉義縣","中埔鄉",63
"嘉義縣","六腳鄉",21
"嘉義縣","大埔鄉",1
"嘉義縣","大林鎮",30
"嘉義縣","太保市",64
"嘉義縣","布袋鎮",6
"嘉義縣","新港鄉",27
"嘉義縣","朴子市",50
"嘉義縣","東石鄉",7
"嘉義縣","梅山鄉",20
"嘉義縣","民雄鄉",128
"嘉義縣","水上鄉",67
"嘉義縣","溪口鄉",14
"嘉義縣","番路鄉",5
"嘉義縣","竹崎鄉",37
"嘉義縣","義竹鄉",6
"嘉義縣","阿里山鄉",9
"嘉義縣","鹿草鄉",12
"基隆市","七堵區",145
"基隆市","中山區",67
"基隆市","中正區",107
"基隆市","仁愛區",96
"基隆市","信義區",156
"基隆市","安樂區",236
"基隆市","暖暖區",100
"宜蘭縣","三星鄉",37
"宜蘭縣","五結鄉",95
"宜蘭縣","冬山鄉",126
"宜蘭縣","南澳鄉",4
"宜蘭縣","員山鄉",66
"宜蘭縣","壯圍鄉",61
"宜蘭縣","大同鄉",7
"宜蘭縣","宜蘭市",301
"宜蘭縣","礁溪鄉",92
"宜蘭縣","羅東鎮",200
"宜蘭縣","蘇澳鎮",73
"宜蘭縣","頭城鎮",37
"屏東縣","三地門鄉",4
"屏東縣","九如鄉",21
"屏東縣","佳冬鄉",8
"屏東縣","來義鄉",8
"屏東縣","內埔鄉",59
"屏東縣","南州鄉",17
"屏東縣","屏東市",436
"屏東縣","崁頂鄉",15
"屏東縣","恆春鎮",27
"屏東縣","新園鄉",39
"屏東縣","新埤鄉",19
"屏東縣","春日鄉",13
"屏東縣","東港鎮",56
"屏東縣","枋寮鄉",35
"屏東縣","枋山鄉",11
"屏東縣","林邊鄉",14
"屏東縣","泰武鄉",5
"屏東縣","滿州鄉",4
"屏東縣","潮州鎮",100
"屏東縣","牡丹鄉",8
"屏東縣","獅子鄉",8
"屏東縣","琉球鄉",9
"屏東縣","瑪家鄉",15
"屏東縣","竹田鄉",15
"屏東縣","萬丹鄉",53
"屏東縣","萬巒鄉",10
"屏東縣","車城鄉",6
"屏東縣","里港鄉",18
"屏東縣","長治鄉",37
"屏東縣","霧台鄉",2
"屏東縣","高樹鄉",8
"屏東縣","鹽埔鄉",19
"屏東縣","麟洛鄉",4
"彰化縣","二林鎮",60
"彰化縣","二水鄉",10
"彰化縣","伸港鄉",62
"彰化縣","北斗鎮",34
"彰化縣","和美鎮",153
"彰化縣","員林市",266
"彰化縣","埔心鄉",57
"彰化縣","埔鹽鄉",40
"彰化縣","埤頭鄉",39
"彰化縣","大城鄉",3
"彰化縣","大村鄉",71
"彰化縣","彰化市",575
"彰化縣","永靖鄉",28
"彰化縣","溪州鄉",34
"彰化縣","溪湖鎮",89
"彰化縣","田中鎮",48
"彰化縣","田尾鄉",46
"彰化縣","社頭鄉",68
"彰化縣","福興鄉",50
"彰化縣","秀水鄉",53
"彰化縣","竹塘鄉",22
"彰化縣","線西鄉",16
"彰化縣","芬園鄉",32
"彰化縣","花壇鄉",90
"彰化縣","芳苑鄉",17
"彰化縣","鹿港鎮",119
"新北市","三峽區",201
"新北市","三芝區",18
"新北市","三重區",1365
"新北市","中和區",1515
"新北市","五股區",277
"新北市","八里區",99
"新北市","土城區",573
"新北市","坪林區",1
"新北市","平溪區",4
"新北市","新店區",1125
"新北市","新莊區",1304
"新北市","板橋區",1733
"新北市","林口區",385
"新北市","樹林區",413
"新北市","永和區",748
"新北市","汐止區",842
"新北市","泰山區",139
"新北市","淡水區",682
"新北市","深坑區",38
"新北市","烏來區",1
"新北市","瑞芳區",51
"新北市","石碇區",6
"新北市","石門區",13
"新北市","萬里區",22
"新北市","蘆洲區",556
"新北市","貢寮區",9
"新北市","金山區",28
"新北市","雙溪區",5
"新北市","鶯歌區",170
"新竹市","北區",396
"新竹市","東區",815
"新竹市","香山區",212
"新竹縣","五峰鄉",8
"新竹縣","北埔鄉",13
"新竹縣","寶山鄉",24
"新竹縣","尖石鄉",6
"新竹縣","峨眉鄉",2
"新竹縣","新埔鎮",78
"新竹縣","新豐鄉",74
"新竹縣","橫山鄉",11
"新竹縣","湖口鄉",139
"新竹縣","竹北市",743
"新竹縣","竹東鎮",213
"新竹縣","芎林鄉",34
"新竹縣","關西鎮",51
