EventName,EventDateTime,Magnitude,EQ_WGS84_Lon,EQ_WGS84_Lat,Depth,WGS84_Lon,WGS84_Lat,PGA,PGV,Intensity
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.03,2.39,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.055,2.39,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.08,2.39,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.105,2.4,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.13,2.4,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.155,2.41,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.06,23.18,2.41,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.03,2.34,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.055,2.34,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.08,2.35,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.105,2.35,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.13,2.36,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.155,2.36,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.18,2.36,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.205,2.37,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.23,2.37,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.255,2.37,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.28,2.36,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.085,23.305,2.35,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.03,2.29,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.055,2.29,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.08,2.3,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.105,2.3,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.13,2.31,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.155,2.32,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.18,2.32,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.205,2.33,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.23,2.33,0.1,1
台中東勢地震,2022-01-08T05:12:00,4.5,120.84,24.21,32.9,120.11,23.255,2.33,0.1,1
