"縣市","Sum_Inter","Sum_Local"
"南投縣",1,1
"台中市",24,4
"台北市",71,4
"台南市",10,1
"嘉義市",3,NA
"基隆市",2,1
"宜蘭縣",2,NA
"屏東縣",5,NA
"彰化縣",8,4
"新北市",49,14
"新竹市",5,1
"新竹縣",4,NA
"桃園市",17,10
"苗栗縣",3,NA
"雲林縣",4,NA
"高雄市",19,NA
