"縣市","Sum_Inter","Sum_Local"
"南投縣",NA,38
"台中市",NA,199
"台北市",NA,4565
"台南市",NA,50
"台東縣",NA,22
"嘉義市",NA,9
"嘉義縣",NA,18
"基隆市",NA,306
"宜蘭縣",NA,96
"屏東縣",NA,46
"彰化縣",NA,264
"新北市",NA,6562
"新竹市",NA,41
"新竹縣",NA,107
"桃園市",NA,707
"澎湖縣",NA,5
"空值",1233,NA
"花蓮縣",NA,68
"苗栗縣",NA,545
"連江縣",NA,4
"雲林縣",NA,21
"高雄市",NA,85
